"","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","weights"
"1",0.460040864343194,0.00647576742870731,0.5,0.435,0.093,0.472,0.00219744914622099
"2",0.457131525444878,0.00800701394068966,0.5,0.435,0.093,0.472,0.00219744914622099
"3",0.462245178647474,0.00736618083285206,0.5,0.435,0.093,0.472,0.00219744914622099
"4",0.465172882366386,0.00761657998114957,0.5,0.434,0.093,0.473,0.00219744914622099
"5",0.468128119778717,0.00733933307679179,0.5,0.435,0.093,0.472,0.00219744914622099
"6",0.463743818740463,0.00663145172462611,0.5,0.434,0.093,0.473,0.00219744914622099
"7",0.459602924049713,0.00746777914635523,0.5,0.435,0.093,0.472,0.00219744914622099
"8",0.455407545355213,0.00748217283125989,0.5,0.435,0.093,0.472,0.00219744914622099
"9",0.464164138943209,0.00611774929089099,0.5,0.434,0.093,0.473,0.00219744914622099
"10",0.476875094116269,0.00717898606291229,0.5,0.435,0.093,0.472,0.00219744914622099
"11",0.45938002858367,0.00715933945472744,0.5,0.434,0.093,0.473,0.00219744914622099
"12",0.463571790227164,0.00609668595989178,0.5,0.435,0.093,0.472,0.00219744914622099
"13",0.496755788634123,0.00699314395465705,0.5,0.434,0.093,0.473,0.00219744914622099
"14",0.495653019465871,0.00753830373503984,0.5,0.435,0.093,0.472,0.00219744914622099
"15",0.498940762090089,0.00768695745403115,0.5,0.435,0.092,0.473,0.00219744914622099
"16",0.469632534065545,0.00685283418830512,0.5,0.435,0.092,0.473,0.00219744914622099
"17",0.478580957025268,0.0070570283906333,0.5,0.434,0.094,0.472,0.00219744914622099
"18",0.481045799322361,0.00670969004561911,0.5,0.434,0.094,0.472,0.00219744914622099
"19",0.472162257339244,0.00630270300166012,0.5,0.434,0.094,0.472,0.00219744914622099
"20",0.458323110704691,0.00677513053106065,0.5,0.435,0.092,0.473,0.00219744914622099
"21",0.47010842594502,0.00861144816634734,0.5,0.434,0.094,0.472,0.00219744914622099
"22",0.48844821961148,0.00692185070413983,0.5,0.435,0.092,0.473,0.00219744914622099
"23",0.461787755617157,0.00672464552222058,0.5,0.435,0.092,0.473,0.00219744914622099
"24",0.477296874972148,0.00661853020121116,0.5,0.435,0.092,0.473,0.00219744914622099
"25",0.464628910297496,0.00696616631622071,0.5,0.434,0.094,0.472,0.00219744914622099
"26",0.494281292994995,0.00678377646052743,0.5,0.435,0.092,0.473,0.00219744914622099
"27",0.478472939555969,0.00638957817113359,0.5,0.434,0.094,0.472,0.00219744914622099
"28",0.458300011877427,0.00648480312521191,0.5,0.435,0.092,0.473,0.00219744914622099
"29",0.462578690426616,0.00717725970544443,0.5,0.435,0.092,0.473,0.00219744914622099
"30",0.480788415657745,0.00660150098951875,0.5,0.435,0.092,0.473,0.00219744914622099
"31",0.472534077873887,0.00607722417244396,0.5,0.434,0.094,0.472,0.00219744914622099
"32",0.488546587366927,0.00737334312934412,0.5,0.435,0.092,0.473,0.00219744914622099
"33",0.475239775180888,0.00658712791634517,0.5,0.434,0.094,0.472,0.00219744914622099
"34",0.470029333883682,0.00740321235376894,0.5,0.434,0.094,0.472,0.00219744914622099
"35",0.488140402100559,0.00674935357879954,0.5,0.434,0.092,0.474,0.00219744914622099
"36",0.483978884878057,0.00679694342143439,0.5,0.434,0.092,0.474,0.00219744914622099
"37",0.485072999424346,0.00674641188758722,0.5,0.435,0.094,0.471,0.00219744914622099
"38",0.504325836550706,0.00652216846482831,0.5,0.435,0.094,0.471,0.00219744914622099
"39",0.457331468959669,0.00695353175612159,0.5,0.435,0.094,0.471,0.00219744914622099
"40",0.476848589429146,0.00615024480308594,0.5,0.434,0.092,0.474,0.00219744914622099
"41",0.469056432872902,0.00697559489738331,0.5,0.435,0.094,0.471,0.00219744914622099
"42",0.448363142127336,0.00698570372947193,0.5,0.435,0.094,0.471,0.00219744914622099
"43",0.479536989656364,0.00667865616286005,0.5,0.435,0.094,0.471,0.00219744914622099
"44",0.444347345030312,0.00736675428657654,0.5,0.435,0.094,0.471,0.00219744914622099
"45",0.481037402933592,0.00697847007217852,0.5,0.435,0.094,0.471,0.00219744914622099
"46",0.482611280864977,0.00677538196626015,0.5,0.434,0.092,0.474,0.00219744914622099
"47",0.452372319001277,0.00692344245906366,0.5,0.435,0.094,0.471,0.00219744914622099
"48",0.502316897906985,0.00759685135887304,0.5,0.434,0.092,0.474,0.00219744914622099
"49",0.469379374746911,0.00642667752343965,0.5,0.435,0.094,0.471,0.00219744914622099
"50",0.483644114034913,0.00706622507985288,0.5,0.435,0.094,0.471,0.00219744914622099
"51",0.47414905326067,0.00709414752929041,0.5,0.435,0.094,0.471,0.00219744914622099
"52",0.484023510690117,0.00641176337480313,0.5,0.434,0.092,0.474,0.00219744914622099
"53",0.50145071542819,0.00651019303717438,0.5,0.434,0.092,0.474,0.00219744914622099
"54",0.47776828312778,0.00700808479032522,0.5,0.435,0.094,0.471,0.00219744914622099
"55",0.462758291512924,0.00633498367467783,0.5,0.434,0.092,0.474,0.00219744914622099
"56",0.454793107353547,0.00663731454681351,0.5,0.434,0.092,0.474,0.00219744914622099
"57",0.452406768332391,0.00691869976087946,0.5,0.434,0.092,0.474,0.00219744914622099
"58",0.506143596070053,0.00793772768605081,0.5,0.435,0.091,0.474,0.00219744914622099
"59",0.482926471567255,0.00627478642936674,0.5,0.435,0.091,0.474,0.00219744914622099
"60",0.48528856260901,0.00659041006838411,0.5,0.435,0.091,0.474,0.00219744914622099
"61",0.483919116124771,0.00632387630502132,0.5,0.435,0.091,0.474,0.00219744914622099
"62",0.485457274291595,0.00619548351031681,0.5,0.435,0.091,0.474,0.00219744914622099
"63",0.486324397942248,0.00707395989976763,0.5,0.435,0.091,0.474,0.00219744914622099
"64",0.475181499365537,0.00684509768646195,0.5,0.435,0.091,0.474,0.00219744914622099
"65",0.465453622072029,0.00749564184865616,0.5,0.434,0.095,0.471,0.00219744914622099
"66",0.455437035012495,0.00767227083306572,0.5,0.435,0.091,0.474,0.00219744914622099
"67",0.471668069104293,0.00644325244515471,0.5,0.434,0.095,0.471,0.00219744914622099
