   prop.aneu prob.meio   prob.mito  dispersal euploid mosaic aneuploid
1  0.4688672 0.3720281 0.005498818 0.70109237    0.47   0.08      0.45
2  0.4695703 0.2688574 0.038830684 0.16690510    0.36   0.32      0.32
3  0.5425391 0.4279857 0.023590463 0.29086723    0.32   0.24      0.44
4  0.4670313 0.2987706 0.031794793 0.19724322    0.37   0.31      0.32
5  0.5475000 0.4725578 0.017520183 0.08282949    0.39   0.12      0.49
6  0.4784375 0.3122138 0.037905314 0.10159261    0.36   0.34      0.30
7  0.4804297 0.5067054 0.002301934 0.91224214    0.49   0.04      0.47
8  0.6483594 0.6643303 0.015921251 0.16443226    0.30   0.11      0.59
9  0.5655078 0.3296854 0.028934206 0.12248027    0.31   0.21      0.48
10 0.5748437 0.5236847 0.003871942 0.37363820    0.37   0.07      0.56
