   prop.aneu prob.meio    prob.mito  dispersal euploid mosaic aneuploid
1  0.6233594 0.5489601 0.0111723884 0.86062325    0.28   0.15      0.57
2  0.7060547 0.5699974 0.0607640173 0.07854348    0.20   0.28      0.52
3  0.6238672 0.5724813 0.0222177028 0.32414432    0.27   0.18      0.55
4  0.5954687 0.4262063 0.0204456914 0.30028151    0.36   0.11      0.53
5  0.5568359 0.5852740 0.0087012008 0.22799318    0.41   0.07      0.52
6  0.6121484 0.4981968 0.0345345885 0.34393135    0.15   0.36      0.49
7  0.5496094 0.3422742 0.0212265837 0.43939987    0.24   0.30      0.46
8  0.4317969 0.4329978 0.0007104001 0.16526602    0.56   0.01      0.43
9  0.3134766 0.2075466 0.0101550878 0.81213936    0.53   0.21      0.26
10 0.5816016 0.5614049 0.0106010565 0.81010276    0.33   0.12      0.55
