   prop.aneu prob.meio   prob.mito dispersal euploid mosaic aneuploid
1  0.4930859 0.3625796 0.014149509 0.1933395    0.45   0.11      0.44
2  0.4908984 0.3602558 0.023643339 0.1845295    0.35   0.23      0.42
3  0.5115234 0.5295101 0.007433706 0.2697282    0.40   0.13      0.47
4  0.4333594 0.4046453 0.006777390 0.7930906    0.45   0.16      0.39
5  0.4733203 0.4058115 0.011291220 0.3722388    0.43   0.14      0.43
6  0.3508594 0.3202316 0.006747690 0.5502787    0.51   0.18      0.31
7  0.4871094 0.4345040 0.007296942 0.9802847    0.41   0.13      0.46
8  0.4631641 0.3564949 0.013998589 0.6228622    0.37   0.22      0.41
9  0.5060156 0.4610492 0.018405608 0.9929568    0.27   0.31      0.42
10 0.4912891 0.4166056 0.031040556 0.7040986    0.27   0.37      0.36
