   prop.aneu prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1  0.7407422 0.5030216 0.082621476 0.051666557    0.16   0.27      0.57
2  0.6796484 0.5096243 0.042436673 0.411024020    0.13   0.32      0.55
3  0.3929297 0.3953098 0.004672170 0.470086826    0.52   0.12      0.36
4  0.3396094 0.2899070 0.006947833 0.124753587    0.59   0.12      0.29
5  0.3571484 0.2744815 0.015103449 0.494050770    0.45   0.27      0.28
6  0.5827344 0.4296467 0.029905919 0.235165503    0.23   0.30      0.47
7  0.6383594 0.4926375 0.026670047 0.233221933    0.24   0.21      0.55
8  0.3112891 0.2215605 0.014336415 0.228125163    0.58   0.18      0.24
9  0.6442187 0.2994746 0.072753284 0.001784043    0.18   0.36      0.46
10 0.5641797 0.4558888 0.033432566 0.037860807    0.36   0.21      0.43
