   prop.aneu prob.meio   prob.mito  dispersal euploid mosaic aneuploid
1  0.4271094 0.3394079 0.004628386 0.94488596    0.48   0.12      0.40
2  0.3869141 0.2960700 0.020167172 0.29889027    0.43   0.27      0.30
3  0.5420312 0.4202135 0.019160111 0.35725377    0.34   0.18      0.48
4  0.4280859 0.4181699 0.016826782 0.08588612    0.50   0.15      0.35
5  0.5693359 0.4996340 0.019660859 0.96461997    0.27   0.23      0.50
6  0.5190625 0.4916613 0.018791234 0.05290696    0.38   0.18      0.44
7  0.6791797 0.5833606 0.044008447 0.29365990    0.17   0.28      0.55
8  0.6124609 0.4619768 0.025349969 0.52822154    0.22   0.24      0.54
9  0.6699219 0.4809859 0.042310400 0.08212565    0.19   0.27      0.54
10 0.4498437 0.4062493 0.018196647 0.67437459    0.37   0.26      0.37
