   prop.aneu prob.meio    prob.mito dispersal euploid mosaic aneuploid
1  0.7304688 0.7002124 0.0316788882         1    0.09   0.25      0.66
2  0.5948047 0.4769410 0.0244390629         1    0.15   0.33      0.52
3  0.4912109 0.5656895 0.0003369018         1    0.49   0.02      0.49
4  0.4107422 0.4412922 0.0002537351         1    0.59   0.00      0.41
5  0.5176563 0.4616584 0.0071569683         1    0.39   0.12      0.49
6  0.5108203 0.3643560 0.0250111115         1    0.25   0.36      0.39
7  0.4424609 0.4082457 0.0141192949         1    0.31   0.31      0.38
8  0.3604297 0.3514851 0.0002616455         1    0.63   0.01      0.36
9  0.6077734 0.6183964 0.0028899633         1    0.38   0.02      0.60
10 0.4355469 0.4289077 0.0008137014         1    0.54   0.03      0.43
