   prop.aneu prob.meio    prob.mito dispersal euploid mosaic aneuploid
1  0.6636328 0.6356435 0.0039740219         1    0.30   0.05      0.65
2  0.4299219 0.3640998 0.0103330938         1    0.34   0.29      0.37
3  0.4630859 0.4504818 0.0003593378         1    0.53   0.01      0.46
4  0.6023828 0.6207073 0.0034593798         1    0.38   0.03      0.59
5  0.3441406 0.2004860 0.0170102650         1    0.41   0.35      0.24
6  0.4394922 0.4132064 0.0032146696         1    0.51   0.07      0.42
7  0.6626953 0.5542299 0.0142806061         1    0.17   0.22      0.61
8  0.4975000 0.3678031 0.0276798152         1    0.23   0.39      0.38
9  0.2867578 0.1967967 0.0148725049         1    0.50   0.31      0.19
10 0.6009766 0.5681262 0.0158110838         1    0.25   0.21      0.54
