"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"230",0.657626299549325,0.0283069629797741,0,343,657,0.6
"219",0.638118950410363,0.0266282597257436,0,372,628,0.6
"91",0.595673696938164,0.028393716997657,0,414,586,0.6
"124",0.637552525669593,0.0246599909190855,0,382,618,0.6
"70",0.650685679238952,0.0287437058313893,0,353,647,0.6
"372",0.655580898708879,0.029311457190844,0,336,664,0.6
"182",0.636489869893532,0.0269930280589956,0,359,641,0.6
"139",0.625069297141664,0.0301616345808713,0,359,641,0.6
"206",0.63780754480805,0.0254997719826131,0,365,635,0.6
"357",0.621093965417368,0.0273549486955243,0,377,623,0.6
"368",0.641657660496635,0.0263535472344493,0,334,666,0.6
"273",0.63365553550433,0.025002066537585,0,357,643,0.6
"495",0.636509451035443,0.0254325255538555,0,354,646,0.6
"403",0.643797245450807,0.0240232216920442,0,352,648,0.6
"143",0.627693329078122,0.0279356635912573,0,378,622,0.6
"67",0.626146845465638,0.0268223284240373,0,360,640,0.6
"134",0.615142065868558,0.0276212921857925,0,371,629,0.6
"279",0.641006091032145,0.0245201909977456,0,338,662,0.6
"405",0.654365625256568,0.0254096253416106,0,357,643,0.6
"479",0.644131013646667,0.0262741753212017,0,346,654,0.6
"462",0.625436266055568,0.0268939976652277,0,323,677,0.6
"288",0.624249637783168,0.0285353545010863,0,354,646,0.6
"312",0.595621288994946,0.031833029710634,0,415,585,0.6
"137",0.63028931899883,0.0269747907331555,0,365,635,0.6
"288.1",0.624249637783168,0.0285353545010863,0,385,615,0.6
"77",0.632263929037657,0.0264681707188925,0,363,637,0.6
"246",0.651964988241291,0.0276320693107784,0,348,652,0.6
"68",0.627839528219535,0.0247002884202648,0,368,632,0.6
"369",0.637247737943917,0.0272306357833374,0,360,640,0.6
"501",0.616924601458361,0.0275230523910271,0,370,630,0.6
"231",0.633907402013631,0.0278859221075318,0,356,644,0.6
"30",0.641808133862436,0.0272018980329391,0,336,664,0.6
"213",0.616800209827906,0.0284400441388086,0,375,625,0.6
"137.1",0.63028931899883,0.0269747907331555,0,370,630,0.6
"205",0.640268971239321,0.0305914312852203,0,345,655,0.6
"393",0.621675768847156,0.0276341592253449,0,370,630,0.6
"63",0.641951784482896,0.0266161972082216,0,345,655,0.6
"55",0.607520399962772,0.028348605034781,0,381,619,0.6
"232",0.619770794684533,0.0248969240821307,0,400,600,0.6
"86",0.619729078086077,0.0254541295304986,0,377,623,0.6
"315",0.601964543231413,0.0227396507062617,0,361,639,0.6
"295",0.650249185861729,0.026170756312521,0,348,652,0.6
"411",0.634823912274588,0.0278794978086736,0,375,625,0.6
"402",0.646966464666319,0.0267888380926416,0,323,677,0.6
"293",0.631105078520508,0.0275245179445501,0,364,636,0.6
"224",0.633161331453237,0.0274439675930593,0,361,639,0.6
"76",0.647234176663462,0.0263240838418403,0,357,643,0.6
"71",0.63418321072225,0.0290069473098657,0,339,661,0.6
"470",0.6298353073955,0.0286276607751696,0,369,631,0.6
"485",0.653827181766169,0.0247603560219921,0,330,670,0.6
"253",0.601382022913535,0.0311074822053849,0,380,620,0.6
"311",0.620258278264235,0.026190262711252,0,374,626,0.6
"495.1",0.636509451035443,0.0254325255538555,0,378,622,0.6
"149",0.613630193271287,0.0271910333498358,0,388,612,0.6
"162",0.625484914564092,0.0271476655205337,0,368,632,0.6
"475",0.651720687796691,0.0264774675371831,0,328,672,0.6
"394",0.648087979447428,0.028276547487744,0,363,637,0.6
"52",0.634501202231421,0.0285309364641119,0,381,619,0.6
"395",0.633680200010481,0.0257801142479558,0,374,626,0.6
"257",0.603327131397022,0.0281609404113623,0,413,587,0.6
"290",0.645871544349335,0.0267936074703057,0,357,643,0.6
"438",0.612805300585623,0.0254332482889476,0,400,600,0.6
"370",0.618327484100177,0.0257024211807026,0,391,609,0.6
"311.1",0.620258278264235,0.026190262711252,0,366,634,0.6
"108",0.642084131174798,0.0262158759702649,0,344,656,0.6
"56",0.638702768875834,0.0256770724489925,0,359,641,0.6
"15",0.629142965335621,0.0297974082458341,0,340,660,0.6
"459",0.66169140070415,0.0270162359935257,0,321,679,0.6
"132",0.642227569362931,0.027255751484754,0,367,633,0.6
"248",0.6496832414471,0.0281661754699417,0,355,645,0.6
"250",0.639325290358818,0.0301963109038668,0,380,620,0.6
"417",0.62702490174002,0.0235821128063674,0,383,617,0.6
"438.1",0.612805300585623,0.0254332482889476,0,382,618,0.6
"392",0.651837747175672,0.0301727233404106,0,343,657,0.6
"249",0.657247232103129,0.0296794220885889,0,319,681,0.6
"64",0.654914950864477,0.0260094350732273,0,330,670,0.6
"231.1",0.633907402013631,0.0278859221075318,0,374,626,0.6
"162.1",0.625484914564092,0.0271476655205337,0,370,630,0.6
"91.1",0.595673696938164,0.028393716997657,0,373,627,0.6
"350",0.635964609123638,0.0238181028818613,0,359,641,0.6
"113",0.602716665255417,0.0269248126947063,0,413,587,0.6
"431",0.628922802875281,0.0288773418350667,0,379,621,0.6
"130",0.636741808184033,0.0266800138538246,0,320,680,0.6
"308",0.614348376487815,0.0270690660543864,0,350,650,0.6
"177",0.622306112514462,0.0261300467589996,0,368,632,0.6
"49",0.634505702143524,0.0281035952993973,0,362,638,0.6
"492",0.628840066446422,0.0260770069576184,0,361,639,0.6
"490",0.629309733017905,0.0239734321658722,0,385,615,0.6
"123",0.650067517275203,0.0261328836350727,0,327,673,0.6
"300",0.643476310593977,0.0277528800953077,0,361,639,0.6
"164",0.640031461322862,0.0260250998928764,0,362,638,0.6
