   prop.aneu prob.meio    prob.mito  dispersal euploid mosaic aneuploid
1  0.4132812 0.2225996 0.0268424423 0.25378495    0.38   0.33      0.29
2  0.4605469 0.4312859 0.0064985594 0.58691584    0.49   0.07      0.44
3  0.7267969 0.6021780 0.0499782960 0.02214474    0.20   0.18      0.62
4  0.5377344 0.4588237 0.0100554749 0.51541351    0.33   0.18      0.49
5  0.5252344 0.4383596 0.0009507367 0.29930246    0.48   0.00      0.52
6  0.3961719 0.3698080 0.0069147917 0.53281516    0.52   0.12      0.36
7  0.5633984 0.4958354 0.0136820273 0.99984740    0.33   0.15      0.52
8  0.6022656 0.4377848 0.0396946217 0.55983866    0.18   0.32      0.50
9  0.5091406 0.4793265 0.0231842727 0.70845660    0.20   0.39      0.41
10 0.6014844 0.4845297 0.0322832577 0.42533496    0.23   0.30      0.47
