   prop.aneu  prob.meio  prob.mito  dispersal euploid mosaic aneuploid
1  0.7821094 0.26521696 0.13865061 0.38120315    0.00   0.57      0.43
2  0.8219531 0.09876101 0.18198620 0.76274033    0.00   0.56      0.44
3  0.6108594 0.35736063 0.05046035 0.71255394    0.05   0.52      0.43
4  0.4857812 0.50151030 0.01620650 0.95905139    0.33   0.24      0.43
5  0.7926172 0.33022447 0.13340426 0.54669583    0.00   0.57      0.43
6  0.5985938 0.40377625 0.03766591 0.68343649    0.16   0.39      0.45
7  0.6691406 0.34300143 0.07142782 0.07087594    0.15   0.43      0.42
8  0.5210547 0.37712156 0.02122561 0.19550301    0.39   0.16      0.45
9  0.6913281 0.34432313 0.08536992 0.34834738    0.03   0.56      0.41
10 0.7237500 0.25185630 0.09872863 0.40471111    0.01   0.56      0.43
