   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.5548047 0.2653450 0.04668097    0.31   0.29      0.40
2  0.6732813 0.3523361 0.07563200    0.21   0.27      0.52
3  0.6699609 0.4862557 0.05470359    0.24   0.20      0.56
4  0.6510547 0.4238806 0.06002424    0.27   0.23      0.50
5  0.6900781 0.3682595 0.09283193    0.21   0.31      0.48
6  0.5853516 0.4200346 0.04786547    0.32   0.23      0.45
7  0.4190625 0.3049108 0.02669891    0.50   0.21      0.29
8  0.4654687 0.3451603 0.01552852    0.42   0.16      0.42
9  0.6462500 0.4078435 0.07001145    0.23   0.30      0.47
10 0.4340234 0.3188100 0.03587239    0.49   0.20      0.31
