   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.4483984 0.2838381 0.03749373    0.38   0.25      0.37
2  0.5125781 0.4406235 0.01769253    0.44   0.11      0.45
3  0.5200781 0.4225660 0.02716743    0.40   0.18      0.42
4  0.4300391 0.3854538 0.01741612    0.50   0.13      0.37
5  0.4770703 0.4362748 0.01318041    0.40   0.19      0.41
6  0.5844141 0.4542787 0.03932151    0.30   0.22      0.48
7  0.6595313 0.3537516 0.07912898    0.26   0.26      0.48
8  0.5272266 0.3047080 0.04583254    0.40   0.24      0.36
9  0.5971875 0.3008312 0.06503077    0.30   0.27      0.43
10 0.6684375 0.4246804 0.06717761    0.27   0.24      0.49
