   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.5193359 0.4376424 0.01278919    0.38   0.15      0.47
2  0.5345703 0.2546725 0.06051186    0.38   0.25      0.37
3  0.5059766 0.3756300 0.02423567    0.36   0.23      0.41
4  0.6068750 0.4732375 0.02669111    0.32   0.16      0.52
5  0.5414062 0.2878320 0.03888606    0.35   0.22      0.43
6  0.5658594 0.4999590 0.02257840    0.38   0.14      0.48
7  0.4405078 0.2827874 0.01734472    0.43   0.19      0.38
8  0.6235937 0.3430731 0.05969502    0.32   0.21      0.47
9  0.5475000 0.4261761 0.02968345    0.41   0.09      0.50
10 0.6053125 0.3680415 0.05410184    0.27   0.22      0.51
