   prop.aneu prob.meio  prob.mito dispersal euploid mosaic aneuploid
1  0.5435156 0.3437648 0.03231727         0    0.33   0.25      0.42
2  0.6481641 0.3047425 0.07551587         0    0.27   0.26      0.47
3  0.6885156 0.3122765 0.09429081         0    0.27   0.27      0.46
4  0.6597266 0.5098189 0.06218587         0    0.27   0.22      0.51
5  0.5510547 0.4328447 0.02522523         0    0.38   0.15      0.47
6  0.5930078 0.4413753 0.03687823         0    0.31   0.23      0.46
7  0.5102344 0.3613837 0.02758878         0    0.39   0.21      0.40
8  0.6509375 0.4770868 0.05784295         0    0.29   0.19      0.52
9  0.4946875 0.4059094 0.02067945         0    0.37   0.21      0.42
10 0.4279688 0.3921785 0.02138697         0    0.49   0.14      0.37
