   prop.aneu  prob.meio   prob.mito  dispersal euploid mosaic aneuploid
1  0.8145703 0.27445008 0.153920782 0.58568056    0.00   0.57      0.43
2  0.4850781 0.37401445 0.007209846 0.43163638    0.42   0.13      0.45
3  0.6492187 0.30962475 0.061010806 0.11364370    0.17   0.39      0.44
4  0.5511328 0.32329064 0.036745254 0.14268467    0.32   0.27      0.41
5  0.7789453 0.20083735 0.152373745 0.10377352    0.04   0.51      0.45
6  0.7419922 0.40593384 0.106644385 0.80852406    0.02   0.56      0.42
7  0.6486328 0.37089982 0.075509551 0.08203878    0.08   0.50      0.42
8  0.7954297 0.11474249 0.159159848 0.71034141    0.00   0.59      0.41
9  0.7740625 0.26140982 0.131413649 0.28461771    0.00   0.56      0.44
10 0.8115234 0.01286781 0.193298848 0.88124378    0.00   0.59      0.41
