   prop.aneu prob.meio  prob.mito   dispersal euploid mosaic aneuploid
1  0.4986328 0.4051708 0.02101593 0.412731351    0.30   0.30      0.40
2  0.6633203 0.5696871 0.04212191 0.071433613    0.22   0.25      0.53
3  0.5503906 0.4468578 0.02531822 0.039905501    0.34   0.18      0.48
4  0.5453125 0.3948965 0.01149972 0.571937890    0.36   0.14      0.50
5  0.5511328 0.3442566 0.02930387 0.389656224    0.29   0.27      0.44
6  0.5839844 0.3415808 0.06200510 0.016676425    0.28   0.30      0.42
7  0.5044141 0.3640765 0.03107117 0.007877528    0.40   0.21      0.39
8  0.5674609 0.6085084 0.01390233 0.760872109    0.28   0.20      0.52
9  0.4252734 0.4104615 0.02162198 0.352561674    0.40   0.26      0.34
10 0.5822266 0.5908575 0.01005883 0.889046309    0.33   0.13      0.54
