   prop.aneu prob.meio  prob.mito euploid mosaic aneuploid
1  0.5232031 0.4351989 0.03182303    0.38   0.21      0.41
2  0.6696094 0.3858314 0.06565073    0.26   0.25      0.49
3  0.5695703 0.2966777 0.05765382    0.29   0.28      0.43
4  0.6539453 0.4414166 0.06429689    0.27   0.24      0.49
5  0.5290625 0.4486910 0.01813979    0.39   0.15      0.46
6  0.5292578 0.4348454 0.03093711    0.37   0.17      0.46
7  0.4446094 0.3166726 0.01877756    0.46   0.18      0.36
8  0.4556250 0.3871174 0.01859349    0.47   0.14      0.39
9  0.6260547 0.4380607 0.05863331    0.30   0.20      0.50
10 0.5037500 0.4053474 0.02295251    0.42   0.14      0.44
