"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"346",0.523325131858122,0.0056271388207782,24,467,509,0.8
"421",0.503646173508596,0.00472887142012578,41,449,510,0.8
"325",0.494431257545965,0.00495652396230043,42,458,500,0.8
"64",0.491377415152731,0.00427936248395053,46,436,518,0.8
"332",0.51892693166766,0.00450366665035044,51,411,538,0.8
"367",0.495664895050053,0.00651009894392622,19,496,485,0.8
"69",0.493594437170191,0.00443193582380562,60,452,488,0.8
"431",0.491966309056795,0.00567393309669012,26,499,475,0.8
"353",0.487710728799888,0.00535766750639625,31,471,498,0.8
"336",0.50369725779372,0.0057322810460746,36,449,515,0.8
"69.1",0.493594437170191,0.00443193582380562,56,439,505,0.8
"410",0.499535383918153,0.00354123303053133,76,449,475,0.8
"334",0.489788115768757,0.00607216305663074,25,481,494,0.8
"54",0.487983706887781,0.0053117161298275,32,510,458,0.8
"67",0.499826613996827,0.00483761590399158,48,446,506,0.8
"378",0.486428976654786,0.00513580627343411,39,499,462,0.8
"462",0.49128588006119,0.00489840755112224,36,453,511,0.8
"439",0.510883357767529,0.00485689998629769,40,435,525,0.8
"371",0.502641742474486,0.00462066070283731,45,425,530,0.8
"265",0.490729209376717,0.00497293164070481,40,491,469,0.8
"329",0.504909994401278,0.00510817933778847,42,450,508,0.8
"166",0.514462182345681,0.00331680279170739,84,417,499,0.8
"130",0.480194245744809,0.00381152623481724,73,436,491,0.8
"424",0.471664820888586,0.00330960124046946,98,438,464,0.8
"400",0.51347580695181,0.00581270667305783,29,462,509,0.8
"90",0.47935137669616,0.00474377591102107,51,477,472,0.8
"198",0.493347614787995,0.00464310054799877,47,450,503,0.8
"250",0.489719054648008,0.00607112861810798,27,463,510,0.8
"270",0.511602349963742,0.00359046129454934,71,406,523,0.8
"44",0.520203624566981,0.00459348846735453,50,437,513,0.8
"288",0.502414116956623,0.00292314185078693,115,389,496,0.8
"93",0.488790914419353,0.00444880708024017,54,477,469,0.8
"324",0.497821771368127,0.00642355700166756,20,471,509,0.8
"188",0.493480007447331,0.0058716027524776,34,479,487,0.8
"76",0.469172521063862,0.00408179422929053,68,449,483,0.8
"53",0.514480565290492,0.00745492004598957,13,462,525,0.8
"332.1",0.51892693166766,0.00450366665035044,56,435,509,0.8
"424.1",0.471664820888586,0.00330960124046946,91,423,486,0.8
"225",0.479659871389693,0.00523499211404074,41,490,469,0.8
"403",0.514026855858355,0.00631341499631124,18,470,512,0.8
"37",0.508813207222476,0.00460224930773804,51,474,475,0.8
"343",0.492751021413971,0.00542887913089203,31,486,483,0.8
"394",0.489920180192346,0.00448867230262786,40,455,505,0.8
"386",0.470657360004049,0.00533307021410769,38,508,454,0.8
"295",0.517408633536761,0.0038933756851847,57,418,525,0.8
"273",0.508108314754602,0.0038087938843704,80,410,510,0.8
"202",0.496712650867189,0.0059653143273711,18,480,502,0.8
"359",0.487905489923876,0.00432228702599299,54,505,441,0.8
"83",0.49012818166509,0.00523802044202612,37,461,502,0.8
"405",0.475585992034734,0.00358497427931003,87,443,470,0.8
"160",0.488231484502768,0.0053478448614366,32,460,508,0.8
"408",0.494307884908709,0.00478673045329662,36,447,517,0.8
"77",0.495654222559324,0.00525491946224139,31,454,515,0.8
"396",0.513885197354218,0.00454951021543039,38,436,526,0.8
"451",0.515378139617923,0.00370779050056685,78,425,497,0.8
"437",0.502551187106077,0.0053112203043063,36,460,504,0.8
"400.1",0.51347580695181,0.00581270667305783,30,448,522,0.8
"280",0.484055017824163,0.0054101078524048,35,483,482,0.8
"449",0.488017735691052,0.00329829591848586,77,434,489,0.8
"371.1",0.502641742474486,0.00462066070283731,50,442,508,0.8
"64.1",0.491377415152731,0.00427936248395053,66,454,480,0.8
"353.1",0.487710728799888,0.00535766750639625,32,468,500,0.8
"422",0.494961945440598,0.00366841002158723,75,423,502,0.8
"347",0.47054216202221,0.00437200746389637,54,481,465,0.8
"5",0.502958084030725,0.00476686941208729,55,464,481,0.8
"224",0.513482717637416,0.00474335477179977,38,468,494,0.8
"372",0.499791021513775,0.00350618431820989,93,439,468,0.8
"11",0.479871693187633,0.0043836021332253,65,435,500,0.8
"346.1",0.523325131858122,0.0056271388207782,30,466,504,0.8
"216",0.50772864829801,0.00333159032911041,93,378,529,0.8
"242",0.4830827337506,0.00414318867502045,55,492,453,0.8
"96",0.521964773364606,0.00447193580994764,44,420,536,0.8
"77.1",0.495654222559324,0.00525491946224139,27,476,497,0.8
"129",0.501578891342621,0.00527504458348752,27,458,515,0.8
"432",0.484154604458324,0.0040779486877959,71,448,481,0.8
"245",0.472097934678005,0.00544388515585909,33,480,487,0.8
"156",0.4974712185065,0.00466625645448188,50,444,506,0.8
"121",0.493630036246878,0.00400092345244486,73,418,509,0.8
"78",0.493061120929212,0.00486835524284127,36,469,495,0.8
"448",0.541437476267091,0.00525035175243487,27,422,551,0.8
"30",0.506889567774912,0.00508226857320783,35,452,513,0.8
"332.2",0.51892693166766,0.00450366665035044,51,437,512,0.8
"383",0.499171406196428,0.00379230595265815,79,409,512,0.8
"367.1",0.495664895050053,0.00651009894392622,15,479,506,0.8
"470",0.506516057332706,0.00453219428453488,45,469,486,0.8
"269",0.489950287416889,0.00414835746075303,63,441,496,0.8
"178",0.477132232442925,0.00610988127063323,15,489,496,0.8
"304",0.496582191105963,0.00407855449092108,65,454,481,0.8
"49",0.502098292176291,0.00531507848640042,33,463,504,0.8
"54.1",0.487983706887781,0.0053117161298275,36,500,464,0.8
"170",0.504622125791226,0.00391675747546412,58,417,525,0.8
"178.1",0.477132232442925,0.00610988127063323,23,487,490,0.8
"344",0.4988448058187,0.00541851675580975,27,479,494,0.8
"59",0.488550800564839,0.00465702579653539,53,460,487,0.8
"258",0.502555154708222,0.00432891915284542,54,453,493,0.8
"100",0.475999051053326,0.00508430782734897,37,499,464,0.8
"313",0.518782709098268,0.00399095346999024,57,413,530,0.8
"204",0.488659628992886,0.00556437674108235,18,477,505,0.8
"283",0.48572286390763,0.00471941044927589,30,482,488,0.8
"107",0.512899021058679,0.005686531089782,22,459,519,0.8
"353.2",0.487710728799888,0.00535766750639625,35,492,473,0.8
"456",0.499221678317946,0.00383686956068983,73,422,505,0.8
"387",0.486550066533669,0.00532111824999176,34,492,474,0.8
"345",0.497949373792782,0.00403057838359465,58,434,508,0.8
"42",0.492215478074997,0.00516136006447935,37,460,503,0.8
"391",0.499149358151626,0.0049250321566689,30,457,513,0.8
"346.2",0.523325131858122,0.0056271388207782,31,438,531,0.8
"162",0.506578395874038,0.00372304180712956,74,425,501,0.8
"123",0.488532770263294,0.0050329146911557,41,481,478,0.8
"56",0.496497827562483,0.00503722465750714,44,479,477,0.8
"211",0.489156840110681,0.00432302132315581,64,449,487,0.8
"29",0.507969254051707,0.00726336169120973,24,477,499,0.8
"198.1",0.493347614787995,0.00464310054799877,34,477,489,0.8
"266",0.511152300682642,0.0053620510787077,28,467,505,0.8
"228",0.484655364174215,0.00555438368354683,20,500,480,0.8
"468",0.49542590896421,0.00557753514345367,23,519,458,0.8
"398",0.450746233760985,0.00423699408776534,67,505,428,0.8
