"","prob.meio","prob.mito","Euploid","Mosaic Aneuploid","Fully Aneuploid","misclassification"
"350",0.478398959665886,0.00719162101982868,10,505,485,0.4
"242",0.468108427974591,0.00579544075946884,34,504,462,0.4
"156",0.469962737256083,0.00638790583760278,19,528,453,0.4
"119",0.465454387189641,0.0061247864081808,26,484,490,0.4
"378",0.479937307519732,0.00636204345311709,16,508,476,0.4
"313",0.431297805304189,0.00646891331400854,19,541,440,0.4
"279",0.47913744871875,0.00620025193273568,22,502,476,0.4
"83",0.466309402710243,0.0067550890234784,9,540,451,0.4
"147",0.451883131350292,0.00679379295882198,17,522,461,0.4
"355",0.470593322952481,0.0069427713282202,14,525,461,0.4
"49",0.462044394962643,0.00544234547635597,46,505,449,0.4
"303",0.45204671086645,0.00623157179983105,24,535,441,0.4
"143",0.453415967288166,0.00682356337048136,20,530,450,0.4
"147.1",0.451883131350292,0.00679379295882198,9,541,450,0.4
"429",0.445730667714006,0.00684743608676636,21,531,448,0.4
"84",0.450998127464317,0.00699298394902751,18,513,469,0.4
"45",0.446347751777919,0.00567374879092742,28,505,467,0.4
"237",0.454287985092768,0.00508418534628579,24,501,475,0.4
"277",0.447094765438908,0.00691515311236707,19,524,457,0.4
"84.1",0.450998127464317,0.00699298394902751,25,512,463,0.4
"53",0.463958089808873,0.00702258125074437,16,539,445,0.4
"40",0.460689040322523,0.0063653770282323,19,542,439,0.4
"302",0.454282573075059,0.00573756776849776,31,515,454,0.4
"128",0.474425662693865,0.00631962470136338,23,509,468,0.4
"72",0.472050542521634,0.00592515655459513,20,481,499,0.4
"134",0.47498587883721,0.00655277273691675,17,541,442,0.4
"402",0.476657321126317,0.0058800351032156,30,497,473,0.4
"11",0.475217541167763,0.00563019801035829,27,516,457,0.4
"418",0.433002060378662,0.00673583620713094,22,585,393,0.4
"349",0.460354568581912,0.00682786823007069,18,523,459,0.4
"117",0.441941877832138,0.00578940258422505,28,505,467,0.4
"429.1",0.445730667714006,0.00684743608676636,12,540,448,0.4
"230",0.482557408173884,0.00657216474672964,9,475,516,0.4
"294",0.45275747934178,0.0066614262744897,20,542,438,0.4
"366",0.460158512610654,0.00559280381936937,34,523,443,0.4
"170",0.479523217698822,0.0080490323850423,3,540,457,0.4
