"","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","weights"
"1",0.556262718014209,0.046165144722039,1,0.232,0.181,0.587,0.00186159555922125
"2",0.573740905352054,0.0473087117962965,1,0.232,0.181,0.587,0.00186159555922125
"3",0.547608195770255,0.0469059536412923,1,0.232,0.181,0.587,0.00186159555922125
"4",0.56960635475149,0.0492594596633367,1,0.232,0.181,0.587,0.00186159555922125
"5",0.567619390153358,0.0517331963164509,1,0.232,0.181,0.587,0.00186159555922125
"6",0.533916046591637,0.0513952899594924,1,0.232,0.181,0.587,0.00186159555922125
"7",0.543726502860362,0.0494722492727636,1,0.231,0.181,0.588,0.00186159555922125
"8",0.555716196610167,0.0478737035576005,1,0.233,0.181,0.586,0.00186159555922125
"9",0.541218642537685,0.0476351461945581,1,0.233,0.181,0.586,0.00186159555922125
"10",0.562970415633792,0.0507865384475631,1,0.231,0.181,0.588,0.00186159555922125
"11",0.563417155626307,0.0451411174316843,1,0.231,0.181,0.588,0.00186159555922125
"12",0.544847410097458,0.0470023378434875,1,0.233,0.181,0.586,0.00186159555922125
"13",0.550409859964499,0.0464052685526945,1,0.233,0.181,0.586,0.00186159555922125
"14",0.550596973633196,0.0479153135555319,1,0.233,0.181,0.586,0.00186159555922125
"15",0.551456352116209,0.0444940954638506,1,0.233,0.181,0.586,0.00186159555922125
"16",0.528601877444608,0.0486727556347801,1,0.233,0.181,0.586,0.00186159555922125
"17",0.540725609241797,0.0532324876537862,1,0.232,0.18,0.588,0.00186159555922125
"18",0.565935013401657,0.046709490722846,1,0.232,0.18,0.588,0.00186159555922125
"19",0.566345385332343,0.0463873630600174,1,0.232,0.182,0.586,0.00186159555922125
"20",0.578632717743118,0.0435460526489718,1,0.232,0.18,0.588,0.00186159555922125
"21",0.535261246855936,0.0513093941765338,1,0.232,0.182,0.586,0.00186159555922125
"22",0.55782709874333,0.0486880949984814,1,0.232,0.182,0.586,0.00186159555922125
"23",0.556087454863283,0.0463319837037326,1,0.232,0.182,0.586,0.00186159555922125
"24",0.540335591639919,0.046875577000805,1,0.232,0.18,0.588,0.00186159555922125
"25",0.55571416887034,0.0490884112170394,1,0.232,0.18,0.588,0.00186159555922125
"26",0.557830947435292,0.0478217628013909,1,0.232,0.18,0.588,0.00186159555922125
"27",0.550063440117139,0.0515096010822209,1,0.232,0.18,0.588,0.00186159555922125
"28",0.562039049772279,0.0454489310336399,1,0.231,0.182,0.587,0.00186159555922125
"29",0.582598844811177,0.0515382287460645,1,0.233,0.18,0.587,0.00186159555922125
"30",0.550020501940043,0.0513646994090589,1,0.231,0.182,0.587,0.00186159555922125
"31",0.550473556722823,0.0462045935578398,1,0.231,0.182,0.587,0.00186159555922125
"32",0.578515399842333,0.0464178848362735,1,0.233,0.18,0.587,0.00186159555922125
"33",0.532015295803586,0.0456673030681068,1,0.231,0.182,0.587,0.00186159555922125
"34",0.53262718386525,0.0502681879972511,1,0.231,0.182,0.587,0.00186159555922125
"35",0.544412056355105,0.0483252197297195,1,0.231,0.182,0.587,0.00186159555922125
"36",0.54078986284167,0.0512080785507816,1,0.231,0.182,0.587,0.00186159555922125
"37",0.54574176486837,0.0504308895573342,1,0.231,0.182,0.587,0.00186159555922125
"38",0.585215815700468,0.0483372362736512,1,0.233,0.18,0.587,0.00186159555922125
"39",0.564660925050027,0.0458165039272936,1,0.233,0.18,0.587,0.00186159555922125
"40",0.543060545499578,0.0486192837238008,1,0.233,0.18,0.587,0.00186159555922125
"41",0.540099711433905,0.047156269761541,1,0.231,0.182,0.587,0.00186159555922125
"42",0.545915197056277,0.0437305021156733,1,0.231,0.182,0.587,0.00186159555922125
"43",0.567431655989915,0.0479650533747176,1,0.233,0.18,0.587,0.00186159555922125
"44",0.586237329461528,0.0443128296027343,1,0.233,0.18,0.587,0.00186159555922125
"45",0.55400302515783,0.0508786791294153,1,0.231,0.182,0.587,0.00186159555922125
"46",0.569382021713286,0.0472407623150318,1,0.233,0.182,0.585,0.00186159555922125
"47",0.559671800118169,0.0475146255360753,1,0.233,0.182,0.585,0.00186159555922125
"48",0.578258397905321,0.0463235791070206,1,0.233,0.182,0.585,0.00186159555922125
"49",0.540713193835076,0.0500365701480315,1,0.233,0.182,0.585,0.00186159555922125
"50",0.540750284519915,0.0486447681834578,1,0.233,0.182,0.585,0.00186159555922125
"51",0.553852835245495,0.045712760678275,1,0.231,0.18,0.589,0.00186159555922125
"52",0.542827938400077,0.0482086486973785,1,0.233,0.182,0.585,0.00186159555922125
"53",0.562314022925201,0.0491045703060522,1,0.231,0.18,0.589,0.00186159555922125
"54",0.598652790392088,0.0456147863829956,1,0.231,0.18,0.589,0.00186159555922125
"55",0.558168729069146,0.0492126984054443,1,0.231,0.18,0.589,0.00186159555922125
"56",0.539605507758304,0.0483026256610646,1,0.233,0.182,0.585,0.00186159555922125
"57",0.572750936817694,0.0493797493345319,1,0.231,0.18,0.589,0.00186159555922125
"58",0.548337861693906,0.048138452552594,1,0.231,0.18,0.589,0.00186159555922125
"59",0.57267631292901,0.0491190419028106,1,0.231,0.18,0.589,0.00186159555922125
"60",0.582820997925484,0.0449868399798657,1,0.23,0.181,0.589,0.00186159555922125
"61",0.561457915555819,0.050273734212148,1,0.23,0.181,0.589,0.00186159555922125
"62",0.5513502963437,0.0512815906365727,1,0.234,0.181,0.585,0.00186159555922125
"63",0.554883149990245,0.049608723996574,1,0.23,0.181,0.589,0.00186159555922125
"64",0.539180006495338,0.0463614757396667,1,0.23,0.181,0.589,0.00186159555922125
"65",0.537206000976905,0.0511967121179206,1,0.234,0.181,0.585,0.00186159555922125
"66",0.552129594966291,0.0493031853762232,1,0.234,0.181,0.585,0.00186159555922125
"67",0.527112955404104,0.0502958791086898,1,0.23,0.181,0.589,0.00186159555922125
"68",0.554814500905684,0.0485955266572916,1,0.234,0.181,0.585,0.00186159555922125
"69",0.55025631487739,0.0499079259992642,1,0.234,0.181,0.585,0.00186159555922125
"70",0.5465830792205,0.050438409709722,1,0.234,0.181,0.585,0.00186159555922125
"71",0.578837604079201,0.0490969945907054,1,0.234,0.181,0.585,0.00186159555922125
"72",0.549418473293795,0.0510197924579429,1,0.234,0.181,0.585,0.00186159555922125
"73",0.554703478136579,0.0508822567156363,1,0.23,0.181,0.589,0.00186159555922125
"74",0.54018740427762,0.0509789836041104,1,0.23,0.181,0.589,0.00186159555922125
"75",0.563741919484251,0.0479673059888297,1,0.23,0.181,0.589,0.00186159555922125
"76",0.546611345704392,0.0501234676075025,1,0.23,0.181,0.589,0.00186159555922125
"77",0.553815359680462,0.0469790291105215,1,0.234,0.181,0.585,0.00186159555922125
"78",0.548212345321338,0.0497843323178705,1,0.234,0.181,0.585,0.00186159555922125
"79",0.547237458680069,0.0470856738558344,1,0.234,0.181,0.585,0.00186159555922125
"80",0.561539787412383,0.0474379093190406,1,0.23,0.181,0.589,0.00186159555922125
"81",0.572019882827221,0.0495985346763546,1,0.234,0.181,0.585,0.00186159555922125
"82",0.539183194680141,0.0512198964194546,1,0.23,0.182,0.588,0.00186159555922125
"83",0.555054286015881,0.0482495316838489,1,0.23,0.182,0.588,0.00186159555922125
"84",0.55186052269878,0.0498763947575533,1,0.23,0.182,0.588,0.00186159555922125
"85",0.538155862343342,0.0516146206531419,1,0.23,0.182,0.588,0.00186159555922125
"86",0.563878217596058,0.0521586034554929,1,0.23,0.182,0.588,0.00186159555922125
"87",0.559425949466462,0.0491520746937622,1,0.234,0.18,0.586,0.00186159555922125
"88",0.548671719451336,0.0491743384028603,1,0.233,0.179,0.588,0.00186159555922125
"89",0.547923520267559,0.046545554970359,1,0.231,0.183,0.586,0.00186159555922125
"90",0.563040884706094,0.0485210087072078,1,0.231,0.183,0.586,0.00186159555922125
"91",0.569850718542794,0.0480015105165679,1,0.231,0.183,0.586,0.00186159555922125
"92",0.554436148521514,0.0502938846960747,1,0.233,0.179,0.588,0.00186159555922125
"93",0.556211069314956,0.0533590413977834,1,0.233,0.179,0.588,0.00186159555922125
"94",0.566985472646506,0.0480749953521701,1,0.233,0.179,0.588,0.00186159555922125
"95",0.506418158609221,0.0476706329644948,1,0.231,0.183,0.586,0.00186159555922125
"96",0.558249767541505,0.0549365963246202,1,0.231,0.183,0.586,0.00186159555922125
"97",0.564163078901903,0.0499895415730201,1,0.233,0.179,0.588,0.00186159555922125
"98",0.563364736149971,0.047701944666266,1,0.231,0.183,0.586,0.00186159555922125
"99",0.553911254351473,0.0497434328766728,1,0.231,0.183,0.586,0.00186159555922125
"100",0.561701140006601,0.04755847217226,1,0.233,0.179,0.588,0.00186159555922125
"101",0.570027901778134,0.046972390107875,1,0.233,0.179,0.588,0.00186159555922125
"102",0.58081226354335,0.045633519561238,1,0.232,0.179,0.589,0.00186159555922125
"103",0.550297076482782,0.0465011397697384,1,0.232,0.183,0.585,0.00186159555922125
"104",0.538937914627917,0.0495887658654268,1,0.232,0.183,0.585,0.00186159555922125
"105",0.519702164671621,0.0548454335343711,1,0.232,0.183,0.585,0.00186159555922125
"106",0.55642746402561,0.0487830896123465,1,0.232,0.183,0.585,0.00186159555922125
"107",0.559624139954527,0.046270379428259,1,0.232,0.179,0.589,0.00186159555922125
"108",0.55275400706477,0.050302680664665,1,0.232,0.183,0.585,0.00186159555922125
"109",0.554233975349471,0.0480041217751606,1,0.232,0.179,0.589,0.00186159555922125
"110",0.573492619122636,0.0465371917413694,1,0.232,0.183,0.585,0.00186159555922125
"111",0.553289757776464,0.0467916779532714,1,0.232,0.179,0.589,0.00186159555922125
"112",0.53034291347726,0.0534810021057738,1,0.232,0.179,0.589,0.00186159555922125
"113",0.542914492308819,0.0510475028504676,1,0.232,0.183,0.585,0.00186159555922125
"114",0.537047899458188,0.0475872088735314,1,0.232,0.183,0.585,0.00186159555922125
"115",0.532925064784159,0.047316545354986,1,0.232,0.179,0.589,0.00186159555922125
"116",0.526966324029281,0.0506332146040541,1,0.232,0.179,0.589,0.00186159555922125
"117",0.56626997386484,0.0480367589845479,1,0.234,0.182,0.584,0.00186159555922125
"118",0.51823852261906,0.0513698034268087,1,0.23,0.18,0.59,0.00186159555922125
"119",0.554557118101452,0.0472829853380962,1,0.234,0.182,0.584,0.00186159555922125
"120",0.525826527548107,0.0512345689693932,1,0.23,0.18,0.59,0.00186159555922125
"121",0.541237275584711,0.0484431388767596,1,0.23,0.18,0.59,0.00186159555922125
"122",0.576183106307038,0.0483821571983073,1,0.23,0.18,0.59,0.00186159555922125
"123",0.555062926058999,0.0468611989414669,1,0.234,0.182,0.584,0.00186159555922125
"124",0.54047284510422,0.0470288330324849,1,0.23,0.18,0.59,0.00186159555922125
"125",0.546447241073814,0.0507718196684588,1,0.23,0.18,0.59,0.00186159555922125
"126",0.553562297621577,0.0465479087749565,1,0.234,0.182,0.584,0.00186159555922125
"127",0.558833059513544,0.048348173215662,1,0.234,0.182,0.584,0.00186159555922125
"128",0.548029313309654,0.0473013060543242,1,0.234,0.182,0.584,0.00186159555922125
"129",0.556921548724722,0.0466681913546999,1,0.23,0.18,0.59,0.00186159555922125
"130",0.585366724977137,0.0455466284253472,1,0.234,0.182,0.584,0.00186159555922125
"131",0.555431221091437,0.0459488191293686,1,0.234,0.182,0.584,0.00186159555922125
"132",0.559697404590766,0.0507296737383345,1,0.23,0.183,0.587,0.00186159555922125
"133",0.556749910175478,0.0465698245384765,1,0.23,0.183,0.587,0.00186159555922125
"134",0.550360475368511,0.0483041986000485,1,0.234,0.179,0.587,0.00186159555922125
"135",0.530976559739035,0.0513878552898442,1,0.23,0.183,0.587,0.00186159555922125
"136",0.532730009696788,0.048695691851345,1,0.23,0.183,0.587,0.00186159555922125
"137",0.541621714521735,0.0489242146753971,1,0.23,0.183,0.587,0.00186159555922125
"138",0.549191732323093,0.0484085702361948,1,0.23,0.183,0.587,0.00186159555922125
"139",0.542819921916558,0.0510292986167784,1,0.23,0.183,0.587,0.00186159555922125
"140",0.559838049383205,0.0478691079933839,1,0.234,0.179,0.587,0.00186159555922125
"141",0.562785714477751,0.0475271798083768,1,0.234,0.179,0.587,0.00186159555922125
"142",0.544620996305302,0.0476821123004017,1,0.234,0.179,0.587,0.00186159555922125
