X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
500001,0.5625,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,0,0,Euploid,Euploid,Mosaic Aneuploid
500002,0.46484375,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,3,0,Mosaic,Euploid,Mosaic Aneuploid
500003,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500004,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500005,0.1640625,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,0,3,Euploid,Mosaic,Mosaic Aneuploid
500006,0.27734375,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,0,4,Euploid,Aneuploid,Mosaic Aneuploid
500007,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500008,0.390625,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,3,0,Mosaic,Euploid,Mosaic Aneuploid
500009,0.5,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,2,0,Mosaic,Euploid,Mosaic Aneuploid
500010,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500011,0.6875,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,4,2,Aneuploid,Mosaic,Mosaic Aneuploid
500012,0.5546875,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,3,2,Mosaic,Mosaic,Mosaic Aneuploid
500013,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500014,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500015,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500016,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500017,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500018,0.39453125,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,0,4,Euploid,Aneuploid,Mosaic Aneuploid
500019,0.3046875,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,1,5,Mosaic,Aneuploid,Mosaic Aneuploid
500020,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
500021,0.3828125,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,2,Aneuploid,Mosaic,Mosaic Aneuploid
500022,0.34765625,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,0,0,Euploid,Euploid,Mosaic Aneuploid
500023,0.3046875,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,0,2,Euploid,Mosaic,Mosaic Aneuploid
500024,0.171875,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,1,5,Mosaic,Aneuploid,Mosaic Aneuploid
500025,1,0.395593255837055,0.0637669057387036,0,0.239,0.192,0.569,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
