X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
600001,0.09375,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,0,0,Euploid,Euploid,Mosaic Aneuploid
600002,1,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
600003,0.23046875,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,2,1,Mosaic,Mosaic,Mosaic Aneuploid
600004,0.265625,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,2,2,Mosaic,Mosaic,Mosaic Aneuploid
600005,0.078125,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,1,0,Mosaic,Euploid,Mosaic Aneuploid
600006,1,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
600007,1,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
600008,0.14453125,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,0,1,Euploid,Mosaic,Mosaic Aneuploid
600009,1,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
600010,0.08203125,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,0,0,Euploid,Euploid,Mosaic Aneuploid
600011,0.12890625,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,0,0,Euploid,Euploid,Mosaic Aneuploid
600012,1,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
600013,0.19140625,0.579020682876693,0.0190517727612714,0.5,0.237,0.175,0.588,,0,0,Euploid,Euploid,Mosaic Aneuploid
