X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
400001,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400002,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400003,0.6171875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,3,Aneuploid,Mosaic,Mosaic Aneuploid
400004,0.30078125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,4,Euploid,Aneuploid,Mosaic Aneuploid
400005,0.33203125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400006,0.19140625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,0,Mosaic,Euploid,Mosaic Aneuploid
400007,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400008,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400009,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400010,0.515625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,4,5,Aneuploid,Aneuploid,Mosaic Aneuploid
400011,0.28125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,0,Aneuploid,Euploid,Mosaic Aneuploid
400012,0.14453125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400013,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400014,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400015,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400016,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400017,0.43359375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,4,Aneuploid,Aneuploid,Mosaic Aneuploid
400018,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400019,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400020,0.3359375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,4,1,Aneuploid,Mosaic,Mosaic Aneuploid
400021,0.3125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,0,Mosaic,Euploid,Mosaic Aneuploid
400022,0.20703125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,1,Euploid,Mosaic,Mosaic Aneuploid
400023,0.3125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,1,Euploid,Mosaic,Mosaic Aneuploid
400024,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400025,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400026,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400027,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400028,0.21875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400029,0.26953125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400030,0.3125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,4,Mosaic,Aneuploid,Mosaic Aneuploid
400031,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400032,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400033,0.33203125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,0,Mosaic,Euploid,Mosaic Aneuploid
400034,0.65234375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,5,Mosaic,Aneuploid,Mosaic Aneuploid
400035,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400036,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400037,0.33203125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,2,Euploid,Mosaic,Mosaic Aneuploid
400038,0.78515625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,4,Aneuploid,Aneuploid,Mosaic Aneuploid
400039,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400040,0.23046875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400041,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400042,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400043,0.39453125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,2,Euploid,Mosaic,Mosaic Aneuploid
400044,0.51953125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,4,0,Aneuploid,Euploid,Mosaic Aneuploid
400045,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400046,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400047,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400048,0.3515625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,5,Euploid,Aneuploid,Mosaic Aneuploid
400049,0.6328125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,3,Euploid,Mosaic,Mosaic Aneuploid
400050,0.7109375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,4,4,Aneuploid,Aneuploid,Mosaic Aneuploid
400051,0.2890625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,4,0,Aneuploid,Euploid,Mosaic Aneuploid
400052,0.3828125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,0,Mosaic,Euploid,Mosaic Aneuploid
400053,0.46875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,4,3,Aneuploid,Mosaic,Mosaic Aneuploid
400054,0.3515625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,4,4,Aneuploid,Aneuploid,Mosaic Aneuploid
400055,0.33203125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400056,0.32421875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400057,0.19140625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400058,0.2578125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,3,1,Mosaic,Mosaic,Mosaic Aneuploid
400059,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400060,0.3125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,0,Mosaic,Euploid,Mosaic Aneuploid
400061,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400062,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400063,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400064,0.671875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,4,Aneuploid,Aneuploid,Mosaic Aneuploid
400065,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400066,0.375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,3,4,Mosaic,Aneuploid,Mosaic Aneuploid
400067,0.67578125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Mosaic Aneuploid
400068,0.40234375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,4,0,Aneuploid,Euploid,Mosaic Aneuploid
400069,0.32421875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,2,Mosaic,Mosaic,Mosaic Aneuploid
400070,0.265625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,5,Euploid,Aneuploid,Mosaic Aneuploid
400071,0.25390625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,2,0,Mosaic,Euploid,Mosaic Aneuploid
400072,0.30078125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400073,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400074,0.34765625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,5,Euploid,Aneuploid,Mosaic Aneuploid
400075,0.47265625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,1,Euploid,Mosaic,Mosaic Aneuploid
400076,0.34375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,4,Mosaic,Aneuploid,Mosaic Aneuploid
400077,0.265625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400078,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400079,0.23828125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,0,Euploid,Euploid,Mosaic Aneuploid
400080,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400081,0.26953125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,0,Aneuploid,Euploid,Mosaic Aneuploid
400082,0.3125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,3,Euploid,Mosaic,Mosaic Aneuploid
400083,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400084,0.4140625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,0,Aneuploid,Euploid,Mosaic Aneuploid
400085,0.6171875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,3,Euploid,Mosaic,Mosaic Aneuploid
400086,0.25,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,4,Euploid,Aneuploid,Mosaic Aneuploid
400087,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400088,0.34375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,2,5,Mosaic,Aneuploid,Mosaic Aneuploid
400089,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400090,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400091,0.62890625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,4,Euploid,Aneuploid,Mosaic Aneuploid
400092,0.3046875,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,2,Euploid,Mosaic,Mosaic Aneuploid
400093,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400094,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400095,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400096,0.28125,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,0,5,Euploid,Aneuploid,Mosaic Aneuploid
400097,0.43359375,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,0,Aneuploid,Euploid,Mosaic Aneuploid
400098,0.31640625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,3,0,Mosaic,Euploid,Mosaic Aneuploid
400099,0.66015625,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,1,3,Mosaic,Mosaic,Mosaic Aneuploid
400100,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
400101,1,0.419665910077409,0.0622990533851214,0,0.217,0.17,0.613,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
