X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
650001,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650002,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650003,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650004,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650005,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650006,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650007,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650008,0.03125,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,0,0,Euploid,Euploid,Mosaic Aneuploid
650009,0.578125,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,4,2,Aneuploid,Mosaic,Mosaic Aneuploid
650010,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650011,0.2109375,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,2,0,Mosaic,Euploid,Mosaic Aneuploid
650012,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650013,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650014,0.0546875,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,1,0,Mosaic,Euploid,Mosaic Aneuploid
650015,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650016,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650017,0.01953125,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,0,0,Euploid,Euploid,Mosaic Aneuploid
650018,0.28125,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,1,2,Mosaic,Mosaic,Mosaic Aneuploid
650019,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650020,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650021,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650022,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650023,0.06640625,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,0,0,Euploid,Euploid,Mosaic Aneuploid
650024,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650025,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650026,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650027,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650028,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650029,0.1484375,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
650030,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650031,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650032,0.1328125,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,1,0,Mosaic,Euploid,Mosaic Aneuploid
650033,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650034,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650035,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650036,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650037,0.07421875,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,0,0,Euploid,Euploid,Mosaic Aneuploid
650038,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650039,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650040,0.07421875,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,0,0,Euploid,Euploid,Mosaic Aneuploid
650041,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650042,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650043,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650044,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650045,1,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
650046,0.08203125,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,0,0,Euploid,Euploid,Mosaic Aneuploid
650047,0.21875,0.610300290378326,0.0156384436610388,1,0.214,0.179,0.607,,2,2,Mosaic,Mosaic,Mosaic Aneuploid
