X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
100001,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100002,0.15234375,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100003,0.05859375,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100004,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100005,0.09765625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100006,0.38671875,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,2,2,Mosaic,Mosaic,Mosaic Aneuploid
100007,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100008,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100009,0.09375,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100010,0.12890625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,1,0,Mosaic,Euploid,Mosaic Aneuploid
100011,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100012,0.078125,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,1,0,Mosaic,Euploid,Mosaic Aneuploid
100013,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100014,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100015,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100016,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100017,0.23046875,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,2,Euploid,Mosaic,Mosaic Aneuploid
100018,0.05859375,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100019,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100020,0.06640625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,1,Euploid,Mosaic,Mosaic Aneuploid
100021,0.0546875,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100022,0.0703125,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100023,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100024,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100025,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100026,0.1640625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
100027,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100028,0.515625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,2,4,Mosaic,Aneuploid,Mosaic Aneuploid
100029,0.0625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100030,0.4609375,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,2,2,Mosaic,Mosaic,Mosaic Aneuploid
100031,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100032,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100033,0.125,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,2,Euploid,Mosaic,Mosaic Aneuploid
100034,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100035,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100036,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100037,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100038,0.16015625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,1,2,Mosaic,Mosaic,Mosaic Aneuploid
100039,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100040,0.23046875,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,3,0,Mosaic,Euploid,Mosaic Aneuploid
100041,0.296875,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,2,1,Mosaic,Mosaic,Mosaic Aneuploid
100042,0.0703125,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100043,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100044,0.3984375,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,4,3,Aneuploid,Mosaic,Mosaic Aneuploid
100045,0.0390625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,1,0,Mosaic,Euploid,Mosaic Aneuploid
100046,0.28125,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,2,0,Mosaic,Euploid,Mosaic Aneuploid
100047,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100048,0.12890625,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,1,0,Mosaic,Euploid,Mosaic Aneuploid
100049,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100050,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100051,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100052,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100053,0.078125,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100054,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100055,0.10546875,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,0,0,Euploid,Euploid,Mosaic Aneuploid
100056,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100057,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100058,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100059,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100060,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
100061,1,0.569919489162505,0.0206856897407868,0.5,0.229,0.208,0.563,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
