X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
950001,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950002,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950003,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950004,0.203125,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,1,Euploid,Mosaic,Mosaic Aneuploid
950005,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950006,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950007,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950008,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950009,0.07421875,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,0,Euploid,Euploid,Mosaic Aneuploid
950010,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950011,0.21484375,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,1,0,Mosaic,Euploid,Mosaic Aneuploid
950012,0.03125,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,3,0,Mosaic,Euploid,Mosaic Aneuploid
950013,0.03125,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,0,Euploid,Euploid,Mosaic Aneuploid
950014,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950015,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950016,0.08984375,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,0,Euploid,Euploid,Mosaic Aneuploid
950017,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950018,0.34375,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,3,2,Mosaic,Mosaic,Mosaic Aneuploid
950019,0.0703125,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,1,Euploid,Mosaic,Mosaic Aneuploid
950020,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950021,0.1796875,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,2,0,Mosaic,Euploid,Mosaic Aneuploid
950022,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950023,0.17578125,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,0,Euploid,Euploid,Mosaic Aneuploid
950024,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950025,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950026,0.08984375,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,0,Euploid,Euploid,Mosaic Aneuploid
950027,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950028,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950029,0.16796875,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,0,Euploid,Euploid,Mosaic Aneuploid
950030,0.421875,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,4,Euploid,Aneuploid,Mosaic Aneuploid
950031,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950032,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950033,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950034,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950035,0.12109375,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,0,Euploid,Euploid,Mosaic Aneuploid
950036,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950037,0.1640625,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,0,Euploid,Euploid,Mosaic Aneuploid
950038,0.08203125,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,1,Euploid,Mosaic,Mosaic Aneuploid
950039,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950040,0.0390625,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,1,Euploid,Mosaic,Mosaic Aneuploid
950041,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950042,0.08203125,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,2,Euploid,Mosaic,Mosaic Aneuploid
950043,1,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
950044,0.1015625,0.534872431509765,0.0224462556913721,0.5,0.247,0.226,0.527,,0,1,Euploid,Mosaic,Mosaic Aneuploid
