X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
50001,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50002,0.1484375,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
50003,0.0390625,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,0,0,Euploid,Euploid,Mosaic Aneuploid
50004,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50005,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50006,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50007,0.078125,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,0,1,Euploid,Mosaic,Mosaic Aneuploid
50008,0.1171875,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,0,0,Euploid,Euploid,Mosaic Aneuploid
50009,0.52734375,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,4,2,Aneuploid,Mosaic,Mosaic Aneuploid
50010,0.171875,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
50011,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50012,0.11328125,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,1,0,Mosaic,Euploid,Mosaic Aneuploid
50013,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50014,0.04296875,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,0,0,Euploid,Euploid,Mosaic Aneuploid
50015,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50016,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50017,0.05859375,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,1,0,Mosaic,Euploid,Mosaic Aneuploid
50018,0.0390625,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,0,0,Euploid,Euploid,Mosaic Aneuploid
50019,0.17578125,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
50020,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50021,0.09765625,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,1,0,Mosaic,Euploid,Mosaic Aneuploid
50022,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50023,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50024,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50025,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50026,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50027,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
50028,1,0.564689356329873,0.0161273870599833,1,0.221,0.207,0.572,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
