X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
350001,0.25390625,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,0,3,Euploid,Mosaic,Mosaic Aneuploid
350002,1,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
350003,1,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
350004,1,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
350005,0.6640625,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,0,4,Euploid,Aneuploid,Mosaic Aneuploid
350006,0.2265625,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,0,0,Euploid,Euploid,Mosaic Aneuploid
350007,0.3515625,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,3,2,Mosaic,Mosaic,Mosaic Aneuploid
350008,0.23046875,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,0,0,Euploid,Euploid,Mosaic Aneuploid
350009,0.3984375,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,0,5,Euploid,Aneuploid,Mosaic Aneuploid
350010,0.34765625,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,2,1,Mosaic,Mosaic,Mosaic Aneuploid
350011,1,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
350012,0.46875,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,0,1,Euploid,Mosaic,Mosaic Aneuploid
350013,0.41796875,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,4,4,Aneuploid,Aneuploid,Mosaic Aneuploid
350014,0.484375,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,0,0,Euploid,Euploid,Mosaic Aneuploid
350015,0.4296875,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,3,4,Mosaic,Aneuploid,Mosaic Aneuploid
350016,1,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
350017,1,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
350018,0.203125,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,3,0,Mosaic,Euploid,Mosaic Aneuploid
350019,0.375,0.368726200523748,0.0698934598913051,0,0.216,0.22,0.564,,4,0,Aneuploid,Euploid,Mosaic Aneuploid
