X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
550001,0.1171875,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550002,0.06640625,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550003,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550004,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550005,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550006,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550007,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550008,0,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Euploid
550009,0.078125,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
550010,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550011,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550012,0.02734375,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550013,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550014,0.24609375,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
550015,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550016,0.13671875,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550017,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550018,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550019,0.04296875,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,1,Euploid,Mosaic,Mosaic Aneuploid
550020,0.06640625,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,1,Euploid,Mosaic,Mosaic Aneuploid
550021,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550022,0.03515625,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550023,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550024,0.1171875,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
550025,0.0546875,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550026,0.03515625,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550027,0.12109375,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,0,Mosaic,Euploid,Mosaic Aneuploid
550028,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550029,0.5078125,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,3,Mosaic,Mosaic,Mosaic Aneuploid
550030,0.0234375,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550031,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550032,0.05859375,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
550033,0.046875,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,0,0,Euploid,Euploid,Mosaic Aneuploid
550034,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550035,0.16015625,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,0,Mosaic,Euploid,Mosaic Aneuploid
550036,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550037,0.0625,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,0,Mosaic,Euploid,Mosaic Aneuploid
550038,0.109375,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,0,Mosaic,Euploid,Mosaic Aneuploid
550039,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550040,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550041,0.07421875,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,0,Mosaic,Euploid,Mosaic Aneuploid
550042,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550043,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550044,0.15625,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
550045,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550046,0.12890625,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
550047,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550048,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
550049,0.1796875,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
550050,1,0.567270637742139,0.0143768180439754,1,0.269,0.164,0.567,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
