X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
900001,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900002,0.1015625,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,1,0,Mosaic,Euploid,Mosaic Aneuploid
900003,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900004,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900005,0.09375,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,0,0,Euploid,Euploid,Mosaic Aneuploid
900006,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900007,0.03515625,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,0,0,Euploid,Euploid,Mosaic Aneuploid
900008,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900009,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900010,0.05078125,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,1,0,Mosaic,Euploid,Mosaic Aneuploid
900011,0.046875,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,0,0,Euploid,Euploid,Mosaic Aneuploid
900012,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900013,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900014,0.109375,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,0,0,Euploid,Euploid,Mosaic Aneuploid
900015,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900016,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900017,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900018,0.08984375,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,0,0,Euploid,Euploid,Mosaic Aneuploid
900019,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900020,0.0234375,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,0,0,Euploid,Euploid,Mosaic Aneuploid
900021,1,0.585692575067294,0.014571790287723,1,0.232,0.172,0.596,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
