X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
850001,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850002,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850003,0.171875,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,1,2,Mosaic,Mosaic,Mosaic Aneuploid
850004,0.07421875,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,0,2,Euploid,Mosaic,Mosaic Aneuploid
850005,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850006,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850007,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850008,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850009,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850010,0.08984375,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,1,0,Mosaic,Euploid,Mosaic Aneuploid
850011,0.046875,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,0,0,Euploid,Euploid,Mosaic Aneuploid
850012,0.078125,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,1,0,Mosaic,Euploid,Mosaic Aneuploid
850013,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850014,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850015,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850016,1,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
850017,0.07421875,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,2,1,Mosaic,Mosaic,Mosaic Aneuploid
850018,0.125,0.562206486809963,0.0198541554156206,0.5,0.246,0.201,0.553,,0,0,Euploid,Euploid,Mosaic Aneuploid
