X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
900001,1,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900002,0.4375,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,4,3,Aneuploid,Mosaic,Mosaic Aneuploid
900003,0.2109375,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,2,0,Mosaic,Euploid,Mosaic Aneuploid
900004,1,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900005,0.3828125,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,3,5,Mosaic,Aneuploid,Mosaic Aneuploid
900006,0.3203125,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,4,2,Aneuploid,Mosaic,Mosaic Aneuploid
900007,0.2890625,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,0,0,Euploid,Euploid,Mosaic Aneuploid
900008,0.359375,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,3,5,Mosaic,Aneuploid,Mosaic Aneuploid
900009,0.45703125,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,1,3,Mosaic,Mosaic,Mosaic Aneuploid
900010,1,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900011,1,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900012,0.3515625,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,0,5,Euploid,Aneuploid,Mosaic Aneuploid
900013,0.31640625,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,1,3,Mosaic,Mosaic,Mosaic Aneuploid
900014,0.33203125,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,1,4,Mosaic,Aneuploid,Mosaic Aneuploid
900015,0.6796875,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,5,5,Aneuploid,Aneuploid,Mosaic Aneuploid
900016,1,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
900017,0.44921875,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,1,0,Mosaic,Euploid,Mosaic Aneuploid
900018,0.34765625,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,3,5,Mosaic,Aneuploid,Mosaic Aneuploid
900019,0.6171875,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,3,2,Mosaic,Mosaic,Mosaic Aneuploid
900020,1,0.378594646666437,0.0677516300901036,0,0.225,0.191,0.584,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
