X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
700001,0.10546875,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,1,0,Mosaic,Euploid,Mosaic Aneuploid
700002,1,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
700003,0.03125,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,0,0,Euploid,Euploid,Mosaic Aneuploid
700004,1,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
700005,0.08203125,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,0,0,Euploid,Euploid,Mosaic Aneuploid
700006,1,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
700007,1,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
700008,1,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
700009,0.046875,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,0,1,Euploid,Mosaic,Mosaic Aneuploid
700010,1,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
700011,0.02734375,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,0,0,Euploid,Euploid,Mosaic Aneuploid
700012,0.22265625,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,1,1,Mosaic,Mosaic,Mosaic Aneuploid
700013,1,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
700014,0.17578125,0.554188866872208,0.0167248504520254,1,0.237,0.21,0.553,,2,1,Mosaic,Mosaic,Mosaic Aneuploid
