X,prop.aneu,prob.meio,prob.mito,dispersal,euploid,mosaic,aneuploid,embryo,first_biopsy_cell,second_biopsy_cell,first_biopsy_type,second_biopsy_type,embryo_type
750001,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750002,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750003,0.79296875,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,3,4,Mosaic,Aneuploid,Mosaic Aneuploid
750004,0.421875,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,3,0,Mosaic,Euploid,Mosaic Aneuploid
750005,0.36328125,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,0,1,Euploid,Mosaic,Mosaic Aneuploid
750006,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750007,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750008,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750009,0.51953125,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Mosaic Aneuploid
750010,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750011,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750012,0.4296875,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,1,3,Mosaic,Mosaic,Mosaic Aneuploid
750013,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750014,0.61328125,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,0,4,Euploid,Aneuploid,Mosaic Aneuploid
750015,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750016,0.62890625,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,3,2,Mosaic,Mosaic,Mosaic Aneuploid
750017,0.6640625,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,4,4,Aneuploid,Aneuploid,Mosaic Aneuploid
750018,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750019,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750020,0.515625,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,4,Aneuploid,Aneuploid,Mosaic Aneuploid
750021,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750022,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750023,0.3984375,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,3,4,Mosaic,Aneuploid,Mosaic Aneuploid
750024,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750025,0.4140625,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,0,0,Euploid,Euploid,Mosaic Aneuploid
750026,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750027,0.2734375,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,2,0,Mosaic,Euploid,Mosaic Aneuploid
750028,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750029,0.5390625,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,1,Aneuploid,Mosaic,Mosaic Aneuploid
750030,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750031,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750032,0.328125,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,0,5,Euploid,Aneuploid,Mosaic Aneuploid
750033,1,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,5,5,Aneuploid,Aneuploid,Fully Aneuploid
750034,0.54296875,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,2,5,Mosaic,Aneuploid,Mosaic Aneuploid
750035,0.62109375,0.372703966941385,0.067441288448568,0,0.221,0.192,0.587,,4,4,Aneuploid,Aneuploid,Mosaic Aneuploid
