     prop.aneu    prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    0.9394922 0.7802346542 0.1851265712 0.6797986086    0.00   0.22      0.78
2    1.0000000 0.1885131211 0.9761967810 0.0669217191    0.00   0.00      1.00
3    0.9867969 0.6074234718 0.3131751146 0.8700694740    0.00   0.02      0.98
4    0.9998828 0.2977211261 0.6216433211 0.8001029536    0.00   0.00      1.00
5    0.7769531 0.5386625924 0.1071105099 0.9677174685    0.00   0.48      0.52
6    0.7449219 0.4958064181 0.0778531018 0.4143293828    0.01   0.45      0.54
7    1.0000000 0.0580806772 0.7703610251 0.9802523861    0.00   0.00      1.00
8    1.0000000 0.3225965186 0.8445669904 0.8214352953    0.00   0.00      1.00
9    0.9893359 0.1617936464 0.4340398682 0.3076556725    0.00   0.03      0.97
10   1.0000000 0.0149667477 0.8915676419 0.9156864297    0.00   0.00      1.00
11   0.9589062 0.7806691548 0.1211557642 0.4557259621    0.00   0.08      0.92
12   0.8074609 0.7370761386 0.0379017601 0.2560715326    0.07   0.21      0.72
13   0.8853125 0.6659507814 0.1123771907 0.7484809693    0.00   0.25      0.75
14   0.9998047 0.5443272593 0.6039303439 0.7916555251    0.00   0.00      1.00
15   0.7690234 0.4710463888 0.0838049420 0.7282868098    0.00   0.45      0.55
16   0.9352344 0.0508261370 0.2919413277 0.1603208031    0.00   0.21      0.79
17   1.0000000 0.0975502399 0.7148160997 0.4498689042    0.00   0.00      1.00
18   0.9280078 0.8149838799 0.1154474393 0.4460421486    0.00   0.17      0.83
19   0.9948438 0.6798608738 0.3796896264 0.8943262231    0.00   0.02      0.98
20   0.8485938 0.3680323535 0.1769371314 0.5017611443    0.00   0.44      0.56
21   0.8777734 0.2001211585 0.2096952461 0.2068529732    0.00   0.32      0.68
22   0.4709375 0.2245546931 0.0606319762 0.0716262888    0.30   0.45      0.25
23   0.9976953 0.3198638924 0.4875844989 0.9611571834    0.00   0.00      1.00
24   0.5407031 0.1877564192 0.0601785495 0.4196003873    0.08   0.63      0.29
25   0.9999219 0.7927831728 0.6011102498 0.3373958804    0.00   0.00      1.00
26   1.0000000 0.9199299566 0.9112745808 0.4113813457    0.00   0.00      1.00
27   0.9999609 0.9505110863 0.5669856870 0.7184419900    0.00   0.00      1.00
