     prop.aneu   prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    0.9996484 0.413638552 0.612244207 0.7181608847    0.00   0.00      1.00
2    0.9976172 0.073187717 0.516734187 0.5922069559    0.00   0.03      0.97
3    1.0000000 0.780582508 0.892431600 0.9537780001    0.00   0.00      1.00
4    1.0000000 0.829804160 0.846168864 0.3118008685    0.00   0.00      1.00
5    0.9999609 0.299015764 0.680430059 0.8333607800    0.00   0.00      1.00
6    1.0000000 0.946653243 0.769723756 0.5657725264    0.00   0.00      1.00
7    1.0000000 0.256500583 0.737283010 0.7920954803    0.00   0.00      1.00
8    0.9497656 0.029573069 0.314340285 0.3483801540    0.00   0.28      0.72
9    1.0000000 0.195588969 0.742198218 0.5118400843    0.00   0.00      1.00
10   1.0000000 0.016381574 0.911645586 0.0175635561    0.00   0.00      1.00
11   0.8671094 0.182828072 0.206999659 0.4221373885    0.00   0.47      0.53
12   1.0000000 0.410786729 0.832436762 0.1283988487    0.00   0.00      1.00
13   0.9999609 0.109416697 0.721915515 0.7176767879    0.00   0.00      1.00
14   0.9994141 0.902955601 0.450281638 0.6622126694    0.00   0.00      1.00
15   1.0000000 0.727308483 0.954364857 0.5795278957    0.00   0.00      1.00
16   0.9989453 0.762252523 0.473197974 0.4235083188    0.00   0.01      0.99
17   0.9992969 0.103222452 0.602443147 0.8724763594    0.00   0.00      1.00
18   1.0000000 0.151073494 0.805754875 0.7576163500    0.00   0.00      1.00
19   0.3373437 0.105539942 0.031077751 0.4851086158    0.29   0.59      0.12
20   1.0000000 0.990009057 0.924615289 0.7268044315    0.00   0.00      1.00
21   0.9996875 0.924174279 0.423931077 0.3540008320    0.00   0.01      0.99
22   0.9978516 0.541318159 0.474795984 0.2820735599    0.00   0.01      0.99
23   0.7123828 0.160748201 0.116579322 0.0639795049    0.06   0.59      0.35
24   0.9997266 0.204968207 0.643204263 0.5661682226    0.00   0.00      1.00
25   1.0000000 0.996848117 0.064402033 0.9054193986    0.00   0.00      1.00
26   1.0000000 0.763043826 0.854896770 0.4169047265    0.00   0.00      1.00
27   0.9998828 0.952288999 0.526089458 0.6390913837    0.00   0.00      1.00
28   1.0000000 0.207288370 0.758828614 0.5300510470    0.00   0.00      1.00
29   0.9380078 0.267941743 0.269632463 0.3033971901    0.00   0.28      0.72
30   0.9638672 0.147270336 0.327998354 0.4828091078    0.00   0.10      0.90
31   0.9931641 0.455241305 0.426835953 0.5334766738    0.00   0.06      0.94
32   0.9984766 0.759677642 0.463808478 0.8317651115    0.00   0.00      1.00
33   0.9841406 0.507726773 0.351285465 0.2403483323    0.00   0.10      0.90
34   0.9973437 0.333274608 0.508400350 0.5685503201    0.00   0.00      1.00
35   0.9980859 0.379272865 0.515998799 0.4625754075    0.00   0.03      0.97
36   0.5121094 0.194380146 0.060708171 0.4110572333    0.10   0.67      0.23
37   0.9999219 0.933933803 0.576735218 0.1733067981    0.00   0.00      1.00
38   1.0000000 0.405254664 0.713659561 0.9864519888    0.00   0.00      1.00
39   1.0000000 0.040936022 0.953004099 0.4427735114    0.00   0.00      1.00
40   1.0000000 0.936760330 0.817330131 0.8890073108    0.00   0.00      1.00
41   1.0000000 0.690030888 0.952726983 0.0604513253    0.00   0.00      1.00
