     prop.aneu   prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1    0.9565234 0.763480485 0.196954863 0.790546294    0.00   0.12      0.88
2    1.0000000 0.483717732 0.953379341 0.788738952    0.00   0.00      1.00
3    1.0000000 0.460218199 0.704112304 0.979357437    0.00   0.00      1.00
4    0.8414453 0.026856533 0.207845480 0.614542796    0.00   0.46      0.54
5    1.0000000 0.843157489 0.872261174 0.817192201    0.00   0.00      1.00
6    0.9912500 0.473080665 0.373780546 0.752857197    0.00   0.02      0.98
7    0.9998438 0.004322364 0.647479276 0.961898878    0.00   0.01      0.99
8    0.9343750 0.280120417 0.262395007 0.459834142    0.00   0.26      0.74
9    1.0000000 0.991165389 0.743755665 0.364121302    0.00   0.00      1.00
10   0.9110547 0.700669905 0.152378193 0.355886961    0.00   0.21      0.79
11   1.0000000 0.010482593 0.810642166 0.249129945    0.00   0.00      1.00
12   1.0000000 0.660769424 0.693967374 0.782001904    0.00   0.00      1.00
13   0.9392578 0.095607022 0.270383342 0.140929594    0.00   0.26      0.74
14   0.9692578 0.469330855 0.283617139 0.965311990    0.00   0.09      0.91
15   0.9999609 0.613158631 0.706498596 0.435781491    0.00   0.00      1.00
16   0.9998047 0.661434465 0.612787368 0.048786334    0.00   0.00      1.00
17   0.9896484 0.858492011 0.271369720 0.825090607    0.00   0.03      0.97
18   0.9889844 0.155946257 0.410178158 0.957424636    0.00   0.03      0.97
19   0.9714453 0.736633349 0.249205974 0.532005475    0.00   0.10      0.90
20   0.9110547 0.774465609 0.095868073 0.896394871    0.01   0.16      0.83
21   1.0000000 0.801574441 0.723317571 0.818061630    0.00   0.00      1.00
22   0.8788672 0.841314462 0.066203183 0.631520504    0.02   0.17      0.81
23   1.0000000 0.689728758 0.868818747 0.201665518    0.00   0.00      1.00
24   0.9660156 0.276335468 0.306658969 0.281575347    0.00   0.21      0.79
25   1.0000000 0.995855659 0.413040969 0.843402829    0.00   0.00      1.00
26   0.8178906 0.333778909 0.149865708 0.819625170    0.00   0.48      0.52
27   0.9997656 0.520598920 0.541049774 0.379692397    0.00   0.00      1.00
