      prop.aneu    prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    0.99398438 0.1301960873 0.441113278 0.2252512397    0.00   0.02      0.98
2    0.99500000 0.8208915894 0.340905205 0.3080523203    0.00   0.04      0.96
3    1.00000000 0.8449743846 0.972195124 0.8149297242    0.00   0.00      1.00
4    0.12207031 0.0790466741 0.002592711 0.3990732490    0.83   0.06      0.11
5    0.99968750 0.4206584359 0.587449403 0.5017173237    0.00   0.00      1.00
6    0.96035156 0.9448041031 0.085550237 0.8387279264    0.00   0.07      0.93
7    1.00000000 0.4717191749 0.887944864 0.4449308238    0.00   0.00      1.00
8    0.90101562 0.8359961722 0.076921524 0.1314035933    0.04   0.14      0.82
9    0.99335938 0.7106810040 0.359797844 0.2682227686    0.00   0.04      0.96
10   0.99988281 0.0790998249 0.708539501 0.2287707536    0.00   0.00      1.00
11   1.00000000 0.1840718731 0.851251057 0.1294358307    0.00   0.00      1.00
12   0.78812500 0.1963157542 0.153263258 0.3701774909    0.00   0.55      0.45
13   0.86371094 0.5812206250 0.138834591 0.5817252623    0.00   0.39      0.61
14   0.98160156 0.9525635079 0.018649586 0.2024308252    0.01   0.01      0.98
15   0.78789062 0.0310349774 0.175895880 0.5261960074    0.00   0.63      0.37
16   0.99007813 0.4032394176 0.403922157 0.6381109592    0.00   0.07      0.93
17   0.99125000 0.5217185854 0.388098630 0.7217046658    0.00   0.04      0.96
18   0.99824219 0.2633229895 0.549866825 0.4890335854    0.00   0.01      0.99
19   0.99996094 0.0809441167 0.641302073 0.9842128712    0.00   0.00      1.00
20   1.00000000 0.0377760718 0.729450818 0.2297193655    0.00   0.00      1.00
21   0.97402344 0.1706315179 0.340543143 0.7265249146    0.00   0.13      0.87
22   0.99937500 0.7811745531 0.511024516 0.2550553242    0.00   0.00      1.00
23   0.96730469 0.3556757607 0.301526321 0.5343151728    0.00   0.16      0.84
24   0.96121094 0.5113018383 0.264066572 0.3146784375    0.00   0.15      0.85
25   0.77769531 0.4679804293 0.089206373 0.1519346896    0.07   0.33      0.60
26   0.82437500 0.5668559654 0.140443697 0.5186906585    0.00   0.42      0.58
27   0.99968750 0.3374801446 0.568050124 0.3256615074    0.00   0.00      1.00
