      prop.aneu    prob.meio    prob.mito   dispersal euploid mosaic aneuploid
1    0.91066406 0.5089384320 0.1962841940 0.397525053    0.00   0.24      0.76
2    0.99941406 0.3576277702 0.6101259119 0.803569179    0.00   0.00      1.00
3    0.49437500 0.1682640035 0.0630957221 0.489619870    0.12   0.69      0.19
4    0.79007812 0.6234358831 0.0445909675 0.164022107    0.16   0.12      0.72
5    0.60667969 0.2821101223 0.0699139973 0.679831963    0.04   0.61      0.35
6    1.00000000 0.5763478754 0.6859119867 0.877877655    0.00   0.00      1.00
7    1.00000000 0.7152563564 0.8063803262 0.357821811    0.00   0.00      1.00
8    1.00000000 0.7917308649 0.9328457552 0.815604266    0.00   0.00      1.00
9    1.00000000 0.3416119169 0.7364165767 0.391390932    0.00   0.00      1.00
10   0.99503906 0.8230538873 0.3089179273 0.572306137    0.00   0.03      0.97
11   0.98109375 0.9504201438 0.0128044363 0.791393275    0.02   0.00      0.98
12   0.99996094 0.9697780637 0.4507049436 0.747215552    0.00   0.00      1.00
13   0.99765625 0.6875492367 0.4196549004 0.685045880    0.00   0.00      1.00
14   0.84765625 0.6469444528 0.1038364829 0.259816637    0.01   0.26      0.73
15   1.00000000 0.8265655581 0.7555485382 0.858725644    0.00   0.00      1.00
16   0.99949219 0.9641218530 0.3802249525 0.849167084    0.00   0.00      1.00
17   1.00000000 0.9428572385 0.6374223973 0.224091276    0.00   0.00      1.00
18   1.00000000 0.8954841723 0.6653929432 0.645831770    0.00   0.00      1.00
19   0.99835938 0.7113137019 0.4829547552 0.528145283    0.00   0.00      1.00
20   1.00000000 0.6237919021 0.9004111907 0.948276641    0.00   0.00      1.00
21   0.99917969 0.4551661210 0.5370069619 0.572601352    0.00   0.00      1.00
22   0.99433594 0.7903244931 0.3617185696 0.218298948    0.00   0.02      0.98
23   1.00000000 0.9799543954 0.8010732180 0.351078077    0.00   0.00      1.00
24   0.99890625 0.9446665498 0.3701365653 0.088847365    0.00   0.01      0.99
25   1.00000000 0.0573355199 0.7649146079 0.253980629    0.00   0.00      1.00
26   0.99195312 0.9945315653 0.0481187557 0.196439931    0.00   0.01      0.99
27   0.99992187 0.3135328016 0.6485419325 0.065520148    0.00   0.00      1.00
28   1.00000000 0.5105982411 0.8981629054 0.180534778    0.00   0.00      1.00
29   0.99738281 0.0153710991 0.5118677015 0.364679423    0.00   0.00      1.00
