     prop.aneu    prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1    1.0000000 0.1050645337 0.998728305 0.075126791    0.00   0.00      1.00
2    1.0000000 0.7528322476 0.604951853 0.883972762    0.00   0.00      1.00
3    0.8638281 0.7398129054 0.089554020 0.059736036    0.03   0.22      0.75
4    1.0000000 0.5694579810 0.728499289 0.354528240    0.00   0.00      1.00
5    1.0000000 0.0660908534 0.947060139 0.134558506    0.00   0.00      1.00
6    0.9456250 0.0420808650 0.300011080 0.266655119    0.00   0.22      0.78
7    1.0000000 0.3973263258 0.991950873 0.887778442    0.00   0.00      1.00
8    0.9971094 0.3416085453 0.474670306 0.897117216    0.00   0.00      1.00
9    0.9901172 0.3988774179 0.406562095 0.558143641    0.00   0.06      0.94
10   1.0000000 0.5476756340 0.849494860 0.769091805    0.00   0.00      1.00
11   0.7196484 0.6551308434 0.037166019 0.976456598    0.09   0.27      0.64
12   0.9999609 0.8151473929 0.616285932 0.003957422    0.00   0.00      1.00
13   0.9790234 0.1508372487 0.364756977 0.381012870    0.00   0.06      0.94
14   0.7860156 0.2616038227 0.146298543 0.082389862    0.02   0.50      0.48
15   0.9819141 0.4471098280 0.344072073 0.586332807    0.00   0.10      0.90
16   0.9991406 0.6977202799 0.529484311 0.642398694    0.00   0.00      1.00
17   0.9998828 0.3796289915 0.643970996 0.037550872    0.00   0.00      1.00
18   0.9826172 0.8325825357 0.263065280 0.658758225    0.00   0.05      0.95
19   0.9992188 0.3520112969 0.557098655 0.614740824    0.00   0.00      1.00
20   0.8011719 0.6936371438 0.048231438 0.021830548    0.15   0.09      0.76
21   0.9999609 0.1637690582 0.804240863 0.270730762    0.00   0.00      1.00
22   0.2938672 0.0509579245 0.037118798 0.089419931    0.45   0.49      0.06
23   0.9974609 0.8579966752 0.359521223 0.354537472    0.00   0.01      0.99
24   0.9989453 0.9611239890 0.422251075 0.466417026    0.00   0.01      0.99
25   1.0000000 0.9779854193 0.889842208 0.167388480    0.00   0.00      1.00
26   0.9118359 0.8237656879 0.086466720 0.417423835    0.01   0.17      0.82
27   0.9996484 0.2923705699 0.609320104 0.649004346    0.00   0.00      1.00
28   0.8980859 0.1626141455 0.229844411 0.913301312    0.00   0.39      0.61
29   1.0000000 0.4239228463 0.930886337 0.313761562    0.00   0.00      1.00
30   0.9312109 0.3276457922 0.247881458 0.402968468    0.00   0.24      0.76
31   0.9998438 0.5058658228 0.609568024 0.085807521    0.00   0.00      1.00
32   1.0000000 0.9001796742 0.896601960 0.461839444    0.00   0.00      1.00
33   0.9948047 0.0607739100 0.470454958 0.764827637    0.00   0.01      0.99
34   0.9998828 0.3128301583 0.669338327 0.723624418    0.00   0.00      1.00
35   0.9998438 0.9503472433 0.466371236 0.245307510    0.00   0.00      1.00
36   1.0000000 0.8075827351 0.684653395 0.855610708    0.00   0.00      1.00
37   0.9787109 0.4890208207 0.317561669 0.564267769    0.00   0.06      0.94
38   1.0000000 0.3547837008 0.973228998 0.025423724    0.00   0.00      1.00
39   1.0000000 0.1129131294 0.998730823 0.701154143    0.00   0.00      1.00
40   0.7993750 0.5426149049 0.090908955 0.902240221    0.01   0.39      0.60
41   1.0000000 0.7387863472 0.735747379 0.786290321    0.00   0.00      1.00
42   0.9988281 0.0669200707 0.582334063 0.524609024    0.00   0.00      1.00
43   0.9910937 0.8519673839 0.246097276 0.203394865    0.00   0.02      0.98
44   1.0000000 0.5981365338 0.740024666 0.606148985    0.00   0.00      1.00
45   0.9988672 0.4898144405 0.562295154 0.761608037    0.00   0.00      1.00
46   1.0000000 0.7710371132 0.954534938 0.687582063    0.00   0.00      1.00
47   1.0000000 0.8498427079 0.873257788 0.884061256    0.00   0.00      1.00
48   0.9998047 0.5407618003 0.612359233 0.560310955    0.00   0.00      1.00
49   1.0000000 0.4463776303 0.961926247 0.927111209    0.00   0.00      1.00
50   0.9927344 0.2292388703 0.468632539 0.422151783    0.00   0.05      0.95
51   1.0000000 0.7734303959 0.823397350 0.618837574    0.00   0.00      1.00
52   1.0000000 0.3949419574 0.809727784 0.775843470    0.00   0.00      1.00
53   1.0000000 0.3483390305 0.931914401 0.991908224    0.00   0.00      1.00
54   0.9989062 0.6276176609 0.543170896 0.857549188    0.00   0.00      1.00
55   0.9998047 0.3842370384 0.626318631 0.457655001    0.00   0.00      1.00
56   1.0000000 0.3715105897 0.855492475 0.065997237    0.00   0.00      1.00
57   0.9987891 0.1183676186 0.596220802 0.298923321    0.00   0.01      0.99
58   0.9652734 0.7383320313 0.245556382 0.435903934    0.00   0.14      0.86
59   0.9096484 0.5278281842 0.183124361 0.721147657    0.00   0.31      0.69
60   0.9909766 0.5507733724 0.408648446 0.763368942    0.00   0.06      0.94
61   0.9998047 0.6960231375 0.612755202 0.746251509    0.00   0.00      1.00
62   0.9999219 0.5264804431 0.673267859 0.550590479    0.00   0.00      1.00
63   0.9452734 0.6611040656 0.179281388 0.387479807    0.00   0.18      0.82
64   0.9988672 0.9074933031 0.329282751 0.564048088    0.00   0.02      0.98
65   0.5015625 0.3575820071 0.026039675 0.913102259    0.25   0.35      0.40
66   0.9226172 0.7892745531 0.078476536 0.083900318    0.07   0.08      0.85
67   0.9487891 0.2695455637 0.270311219 0.323701510    0.00   0.20      0.80
68   1.0000000 0.6548858366 0.872337287 0.316863863    0.00   0.00      1.00
69   0.9800391 0.3024557387 0.366117404 0.841900151    0.00   0.06      0.94
70   0.7764453 0.0404082350 0.167091617 0.841592218    0.00   0.69      0.31
71   0.6455078 0.1076166423 0.114105100 0.341716195    0.01   0.79      0.20
72   0.9787500 0.5348687521 0.351882245 0.901154865    0.00   0.13      0.87
73   0.9970313 0.6678150459 0.454644817 0.109256770    0.00   0.00      1.00
74   0.3685156 0.0356202752 0.047314787 0.628221955    0.11   0.83      0.06
75   0.9998047 0.8969898405 0.502028598 0.514791754    0.00   0.00      1.00
76   0.9992188 0.8769252654 0.495907938 0.220475518    0.00   0.00      1.00
77   0.9412500 0.7519545765 0.177494423 0.200483241    0.00   0.19      0.81
78   0.9954297 0.0347787025 0.494821257 0.593968525    0.00   0.02      0.98
79   0.9946484 0.6750394676 0.402940305 0.464816869    0.00   0.01      0.99
80   1.0000000 0.3730777106 0.659542177 0.212785894    0.00   0.00      1.00
81   1.0000000 0.1974019839 0.990608620 0.454321131    0.00   0.00      1.00
82   1.0000000 0.8929012169 0.800921015 0.776189947    0.00   0.00      1.00
83   0.8605859 0.3288233068 0.175413662 0.309369211    0.00   0.41      0.59
84   0.9965234 0.9096896171 0.360781755 0.420597580    0.00   0.01      0.99
85   0.9587891 0.2063292835 0.304999904 0.101255821    0.00   0.15      0.85
86   1.0000000 0.6307340367 0.792181490 0.857791502    0.00   0.00      1.00
87   1.0000000 0.8068120503 0.839794492 0.800560460    0.00   0.00      1.00
88   0.9965625 0.2926545618 0.454646550 0.957144190    0.00   0.02      0.98
89   0.9996875 0.4207574041 0.606066684 0.923680755    0.00   0.00      1.00
90   0.9643750 0.7505390723 0.223192465 0.312506565    0.00   0.11      0.89
91   0.8866406 0.3500860275 0.195897668 0.684532273    0.00   0.33      0.67
92   0.9985156 0.9438991132 0.296223814 0.552579888    0.00   0.01      0.99
93   0.5792578 0.6399969559 0.003283985 0.323271643    0.39   0.04      0.57
94   0.9352734 0.6043034329 0.228288138 0.388254696    0.00   0.17      0.83
95   0.9350781 0.6557028953 0.147113513 0.601747561    0.00   0.17      0.83
96   1.0000000 0.9360954384 0.828087665 0.097055812    0.00   0.00      1.00
97   0.9982422 0.0007912235 0.562422221 0.037555957    0.00   0.01      0.99
98   1.0000000 0.2206689897 0.818190809 0.755451963    0.00   0.00      1.00
99   0.9531250 0.3183536138 0.283522581 0.034344796    0.00   0.16      0.84
100  1.0000000 0.5421922009 0.901705961 0.648860155    0.00   0.00      1.00
101  0.9996484 0.5076554073 0.605314705 0.744698754    0.00   0.00      1.00
102  0.9997266 0.0316632895 0.601499203 0.567069184    0.00   0.00      1.00
103  1.0000000 0.9994570757 0.284600619 0.334586572    0.00   0.00      1.00
104  1.0000000 0.5021602397 0.841957714 0.093858751    0.00   0.00      1.00
105  1.0000000 0.9271084953 0.800123387 0.845314308    0.00   0.00      1.00
106  0.8648047 0.1630766145 0.200332989 0.782055890    0.00   0.41      0.59
107  0.9856641 0.7217160969 0.284051001 0.446633762    0.00   0.07      0.93
108  0.8057422 0.6673740831 0.057205336 0.625016863    0.02   0.28      0.70
109  0.9910937 0.2809682235 0.421296492 0.372981433    0.00   0.02      0.98
110  0.9959375 0.7914212286 0.392419265 0.766513047    0.00   0.02      0.98
111  0.9997656 0.7261433848 0.556685102 0.994392779    0.00   0.00      1.00
112  0.8721875 0.3293452251 0.173235656 0.555983707    0.00   0.39      0.61
113  0.9771094 0.1130304472 0.377704644 0.131286926    0.00   0.09      0.91
114  1.0000000 0.7204789300 0.896831193 0.159506944    0.00   0.00      1.00
115  0.9982031 0.4698915679 0.483246981 0.925987812    0.00   0.00      1.00
116  0.9999609 0.0317554171 0.701878926 0.976377434    0.00   0.00      1.00
117  0.9989062 0.0675431569 0.553830592 0.533610612    0.00   0.02      0.98
118  1.0000000 0.5983952584 0.888323111 0.062034117    0.00   0.00      1.00
119  1.0000000 0.2561462352 0.788727639 0.906685716    0.00   0.00      1.00
120  0.9956250 0.9795636332 0.128677947 0.249065988    0.00   0.00      1.00
121  0.9948047 0.8300809690 0.380099583 0.657149646    0.00   0.04      0.96
122  1.0000000 0.8822403222 0.808604703 0.719499776    0.00   0.00      1.00
123  0.9035547 0.5069859871 0.206705661 0.749656677    0.00   0.30      0.70
124  0.7814844 0.4124638936 0.092682420 0.728118965    0.02   0.41      0.57
125  1.0000000 0.8393792778 0.839886192 0.698035497    0.00   0.00      1.00
126  1.0000000 0.4854824939 0.783946041 0.538972455    0.00   0.00      1.00
127  1.0000000 0.6390170481 0.715566616 0.467861216    0.00   0.00      1.00
128  0.9991406 0.8078138381 0.481961280 0.611726339    0.00   0.01      0.99
129  1.0000000 0.8063916354 0.883302548 0.806187814    0.00   0.00      1.00
130  1.0000000 0.5856355140 0.683691574 0.467959253    0.00   0.00      1.00
