     prop.aneu   prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1    1.0000000 0.608176687 0.643877929 0.903544384    0.00   0.00      1.00
2    0.9983203 0.347383152 0.511737859 0.483056332    0.00   0.02      0.98
3    0.9997266 0.812693055 0.564008550 0.394890239    0.00   0.00      1.00
4    0.7129688 0.365840253 0.112714695 0.793921725    0.01   0.65      0.34
5    0.9723828 0.834482298 0.223984326 0.806751356    0.00   0.12      0.88
6    0.9800000 0.399324576 0.334924990 0.334587144    0.00   0.07      0.93
7    0.9997656 0.112358303 0.675851467 0.415403083    0.00   0.00      1.00
8    0.9875781 0.665521284 0.337951888 0.930172992    0.00   0.08      0.92
9    0.9999219 0.522425239 0.640266648 0.750079518    0.00   0.00      1.00
10   1.0000000 0.105483101 0.785924493 0.783445342    0.00   0.00      1.00
11   0.2519531 0.208637995 0.015219537 0.620146804    0.53   0.32      0.15
12   0.9641797 0.223089677 0.323349399 0.069746463    0.00   0.18      0.82
13   0.9930078 0.694699622 0.362737513 0.773711271    0.00   0.07      0.93
14   0.9625000 0.616702494 0.221366832 0.232810190    0.00   0.11      0.89
15   0.4165625 0.030058717 0.061625305 0.598887753    0.08   0.85      0.07
16   1.0000000 0.789751527 0.744587890 0.555980006    0.00   0.00      1.00
17   0.8644531 0.338660874 0.163289013 0.938579954    0.00   0.36      0.64
18   1.0000000 0.421759212 0.809493463 0.035192997    0.00   0.00      1.00
19   1.0000000 0.494803600 0.721311925 0.116943943    0.00   0.00      1.00
20   1.0000000 0.902420129 0.805543572 0.583645470    0.00   0.00      1.00
21   1.0000000 0.669808665 0.718102889 0.354779698    0.00   0.00      1.00
22   0.9975391 0.042533188 0.509486492 0.555679379    0.00   0.01      0.99
23   0.9995703 0.276849031 0.599617972 0.789110780    0.00   0.00      1.00
24   1.0000000 0.993342442 0.674602512 0.103637784    0.00   0.00      1.00
25   0.9965625 0.387139534 0.475708914 0.047618547    0.00   0.00      1.00
26   1.0000000 0.970057757 0.979141051 0.928548509    0.00   0.00      1.00
27   0.9839453 0.365168572 0.371736863 0.825074745    0.00   0.06      0.94
28   0.8798047 0.211335675 0.227834395 0.455985432    0.00   0.44      0.56
29   0.9915625 0.809834034 0.349535304 0.077012956    0.00   0.02      0.98
30   0.8378125 0.415851826 0.152526272 0.463981929    0.00   0.44      0.56
31   1.0000000 0.509188453 0.983055131 0.852584168    0.00   0.00      1.00
32   0.9983984 0.293710170 0.524632600 0.360790438    0.00   0.01      0.99
33   1.0000000 0.930385584 0.725020127 0.078330359    0.00   0.00      1.00
34   0.9993359 0.109814638 0.599783887 0.200878947    0.00   0.01      0.99
35   1.0000000 0.830857896 0.752187632 0.621016306    0.00   0.00      1.00
36   0.9998828 0.580231354 0.646155724 0.287034157    0.00   0.00      1.00
37   0.9965234 0.078545577 0.508291771 0.183604814    0.00   0.02      0.98
