      prop.aneu   prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    0.99824219 0.795843634 0.5011981435 5.503248e-01    0.00   0.02      0.98
2    0.99093750 0.816800654 0.2737262936 2.455225e-01    0.00   0.02      0.98
3    0.65226562 0.017791720 0.1250044296 2.498454e-01    0.02   0.79      0.19
4    1.00000000 0.513505758 0.9103274234 8.033354e-01    0.00   0.00      1.00
5    0.39101562 0.387944887 0.0105363515 4.382808e-01    0.50   0.16      0.34
6    0.99992187 0.710106931 0.6939470361 2.182567e-01    0.00   0.00      1.00
7    0.99957031 0.256657731 0.5552077985 1.329239e-01    0.00   0.01      0.99
8    0.99937500 0.651600247 0.5566587648 4.692079e-01    0.00   0.01      0.99
9    1.00000000 0.767533160 0.6927860908 6.127824e-01    0.00   0.00      1.00
10   0.70800781 0.436748320 0.0800050055 7.130167e-01    0.03   0.46      0.51
11   0.95765625 0.460326057 0.2710558013 9.355991e-01    0.00   0.15      0.85
12   0.99992187 0.702227455 0.6383598505 2.394761e-01    0.00   0.00      1.00
13   0.99996094 0.066227877 0.7875676316 3.653263e-01    0.00   0.00      1.00
14   0.85414062 0.435389690 0.1549460930 3.002302e-01    0.00   0.41      0.59
15   0.84867187 0.132331173 0.2050720586 4.029417e-01    0.00   0.48      0.52
16   0.49503906 0.067631229 0.0665257485 6.339497e-01    0.04   0.82      0.14
17   0.98808594 0.553319457 0.3603182225 1.709875e-01    0.00   0.03      0.97
18   0.40988281 0.435902705 0.0146948786 1.342180e-01    0.48   0.18      0.34
19   0.90417969 0.008505345 0.2557904939 4.795618e-01    0.00   0.31      0.69
20   0.99984375 0.520812773 0.6028965749 3.626947e-01    0.00   0.01      0.99
21   1.00000000 0.689742342 0.9593516467 2.707786e-01    0.00   0.00      1.00
22   1.00000000 0.505397467 0.8610345139 7.822821e-01    0.00   0.00      1.00
23   1.00000000 0.650088247 0.7974568645 4.526625e-01    0.00   0.00      1.00
24   0.99460938 0.045056140 0.4814317182 5.327174e-02    0.00   0.06      0.94
25   0.99960938 0.319321369 0.5933944967 3.418805e-01    0.00   0.00      1.00
26   0.99238281 0.909791008 0.2107316807 1.408325e-02    0.00   0.02      0.98
27   0.99031250 0.591784421 0.3958290671 5.328251e-01    0.00   0.05      0.95
28   0.95019531 0.302714891 0.2845873856 2.857917e-01    0.00   0.16      0.84
29   0.99925781 0.097032734 0.5545493520 2.779234e-01    0.00   0.01      0.99
30   0.49207031 0.134988243 0.0583832355 7.990234e-01    0.04   0.79      0.17
31   0.73785156 0.777087337 0.0044573864 6.781076e-01    0.25   0.02      0.73
32   0.90277344 0.599276125 0.1757931893 8.525006e-01    0.00   0.28      0.72
33   0.97242187 0.265271809 0.3208266678 3.790742e-01    0.00   0.13      0.87
34   1.00000000 0.040176155 0.9734862070 8.851239e-01    0.00   0.00      1.00
35   0.99617188 0.284055459 0.4379449687 9.130465e-01    0.00   0.01      0.99
36   1.00000000 0.629796624 0.9484029107 1.427834e-01    0.00   0.00      1.00
37   0.69300781 0.561464859 0.0490109918 9.412888e-01    0.04   0.40      0.56
38   1.00000000 0.474605042 0.6961720830 9.144286e-01    0.00   0.00      1.00
39   1.00000000 0.990834945 0.9840045804 7.986566e-01    0.00   0.00      1.00
40   0.99277344 0.254381917 0.4603987706 4.341396e-01    0.00   0.06      0.94
41   1.00000000 0.966660541 0.6379065639 4.162521e-01    0.00   0.00      1.00
42   0.99996094 0.627538765 0.7295068186 3.953415e-01    0.00   0.00      1.00
43   0.99996094 0.046548221 0.6389258739 5.192763e-01    0.00   0.00      1.00
44   0.99410156 0.155426432 0.4725196615 6.805406e-01    0.00   0.03      0.97
45   1.00000000 0.978400087 0.2976634030 2.242736e-01    0.00   0.00      1.00
46   0.94191406 0.229571483 0.2736168024 8.957430e-01    0.00   0.22      0.78
47   0.81992188 0.285530471 0.1543259518 4.534096e-01    0.00   0.46      0.54
48   0.95023437 0.627869078 0.2324192720 6.265703e-01    0.00   0.17      0.83
49   1.00000000 0.761390542 0.9592731888 8.052083e-01    0.00   0.00      1.00
50   1.00000000 0.727346621 0.6724377822 6.591239e-01    0.00   0.00      1.00
51   0.99980469 0.464974863 0.6115647936 9.151354e-01    0.00   0.00      1.00
52   1.00000000 0.170088554 0.9736947333 6.301529e-01    0.00   0.00      1.00
53   0.83539063 0.631112115 0.0871831528 8.185401e-02    0.07   0.25      0.68
54   0.98582031 0.001520965 0.4021549865 9.867787e-01    0.00   0.07      0.93
55   0.99878906 0.728774143 0.4996870896 2.203467e-01    0.00   0.01      0.99
56   0.97710937 0.646802047 0.2669827065 1.254533e-01    0.00   0.07      0.93
57   1.00000000 0.996561927 0.5994020216 3.220825e-01    0.00   0.00      1.00
58   0.88699219 0.282142821 0.1925700898 7.197471e-01    0.00   0.38      0.62
59   0.98050781 0.181461223 0.3510205240 2.051608e-01    0.00   0.10      0.90
60   0.89839844 0.653376140 0.1400077436 3.253157e-02    0.02   0.21      0.77
61   1.00000000 0.983604577 0.6908002489 8.170424e-01    0.00   0.00      1.00
62   0.99480469 0.776948964 0.3152100719 5.876283e-01    0.00   0.03      0.97
63   0.99945313 0.218337511 0.6226751287 9.513217e-01    0.00   0.01      0.99
64   1.00000000 0.304212126 0.7857297920 6.107935e-01    0.00   0.00      1.00
65   0.98066406 0.171999728 0.3497093667 5.096279e-01    0.00   0.06      0.94
66   0.99992187 0.175226722 0.6360188492 8.325688e-01    0.00   0.00      1.00
67   0.85476562 0.081359323 0.1991780810 9.950721e-01    0.00   0.51      0.49
68   0.71964844 0.316344090 0.0952140640 9.518093e-01    0.01   0.57      0.42
69   0.99933594 0.792332931 0.4464185322 3.771174e-01    0.00   0.01      0.99
70   0.99789063 0.844872736 0.4599450477 3.212447e-01    0.00   0.01      0.99
71   1.00000000 0.154409885 0.9216260721 6.882937e-02    0.00   0.00      1.00
72   0.90867188 0.302439811 0.2330901518 1.326147e-01    0.00   0.32      0.68
73   1.00000000 0.987888201 0.6346322149 4.451310e-01    0.00   0.00      1.00
74   1.00000000 0.296786919 0.6778772464 6.011500e-01    0.00   0.00      1.00
75   1.00000000 0.577526643 0.7793361347 2.784013e-01    0.00   0.00      1.00
76   0.85839844 0.720233897 0.0674349277 9.303304e-01    0.01   0.23      0.76
77   0.91777344 0.312818962 0.2392375187 2.886719e-01    0.00   0.30      0.70
78   1.00000000 0.944869348 0.7993087734 3.682152e-01    0.00   0.00      1.00
79   0.99960938 0.524755345 0.6136299302 3.187048e-01    0.00   0.01      0.99
80   0.96246094 0.193329831 0.3169967802 9.090301e-01    0.00   0.14      0.86
81   0.99492187 0.386461931 0.4599173125 4.669148e-01    0.00   0.01      0.99
82   1.00000000 0.884722821 0.5682398675 1.989517e-01    0.00   0.00      1.00
83   1.00000000 0.558644559 0.9695870662 5.655513e-01    0.00   0.00      1.00
84   1.00000000 0.559747363 0.8054181505 2.346715e-01    0.00   0.00      1.00
85   0.99804688 0.987276702 0.1386800043 7.564740e-01    0.00   0.01      0.99
86   1.00000000 0.161478327 0.9068372541 4.345746e-01    0.00   0.00      1.00
87   0.98589844 0.934603837 0.1772223639 2.065827e-01    0.00   0.05      0.95
88   1.00000000 0.518514896 0.9777996708 5.164432e-01    0.00   0.00      1.00
