     prop.aneu   prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1    0.9996484 0.141102843 0.612610332 0.328047896    0.00   0.00      1.00
2    1.0000000 0.941392799 0.745112404 0.507096454    0.00   0.00      1.00
3    0.9975391 0.237945292 0.530665327 0.754061262    0.00   0.04      0.96
4    1.0000000 0.871494857 0.759227931 0.355087531    0.00   0.00      1.00
5    0.9986719 0.543157728 0.513825919 0.801249054    0.00   0.02      0.98
6    0.5396094 0.196370592 0.058762345 0.611695446    0.05   0.73      0.22
7    1.0000000 0.977805050 0.905710928 0.985092672    0.00   0.00      1.00
8    0.6771094 0.504000514 0.052282357 0.110492269    0.17   0.31      0.52
9    0.9998438 0.593289525 0.699866664 0.108218823    0.00   0.00      1.00
10   0.9982031 0.200762877 0.516908772 0.787174277    0.00   0.00      1.00
11   0.9575781 0.665931003 0.198115374 0.218870325    0.00   0.16      0.84
12   1.0000000 0.251518334 0.742549107 0.227983717    0.00   0.00      1.00
13   1.0000000 0.765282754 0.714382480 0.220442691    0.00   0.00      1.00
14   0.9998828 0.210711240 0.597051667 0.398205868    0.00   0.00      1.00
15   1.0000000 0.469634094 0.934579968 0.144923533    0.00   0.00      1.00
16   0.8343359 0.767901274 0.088440032 0.653552581    0.02   0.29      0.69
17   0.9972266 0.778446584 0.368747095 0.941713390    0.00   0.01      0.99
18   0.9990234 0.189373054 0.581137895 0.665522237    0.00   0.01      0.99
19   0.9980469 0.748613839 0.465158168 0.314229498    0.00   0.02      0.98
20   0.8908984 0.517043251 0.176031916 0.860600976    0.00   0.32      0.68
21   1.0000000 0.192577215 0.876875019 0.322118363    0.00   0.00      1.00
22   0.9694922 0.551358890 0.290334331 0.966422522    0.00   0.10      0.90
23   1.0000000 0.300767096 0.720482545 0.732933000    0.00   0.00      1.00
24   0.8690625 0.557812363 0.141769334 0.078679570    0.01   0.28      0.71
25   0.7550000 0.441313209 0.100746419 0.397990119    0.01   0.56      0.43
26   0.9969141 0.812553199 0.437184332 0.859419846    0.00   0.00      1.00
27   1.0000000 0.708293522 0.849300890 0.544591482    0.00   0.00      1.00
28   0.9976953 0.323165450 0.512250527 0.019701088    0.00   0.00      1.00
29   0.9998438 0.499911477 0.640088758 0.560549965    0.00   0.00      1.00
30   0.9842969 0.826021793 0.278943262 0.671227385    0.00   0.07      0.93
31   0.9991016 0.731006734 0.513864329 0.791205154    0.00   0.00      1.00
32   0.9618359 0.594690194 0.239284710 0.233629920    0.00   0.11      0.89
33   1.0000000 0.330982881 0.856752859 0.684463185    0.00   0.00      1.00
34   0.9847266 0.092923620 0.382441281 0.658768999    0.00   0.09      0.91
35   0.9987109 0.783550410 0.410812422 0.984102971    0.00   0.00      1.00
36   0.9999609 0.794266702 0.647948208 0.109106576    0.00   0.00      1.00
37   0.9996094 0.943638719 0.495487860 0.151521261    0.00   0.00      1.00
38   0.9999609 0.183291777 0.666411861 0.239828602    0.00   0.00      1.00
39   0.9973047 0.377764426 0.486691750 0.153045926    0.00   0.01      0.99
40   1.0000000 0.530317704 0.728347650 0.309682901    0.00   0.00      1.00
41   0.9880469 0.225937741 0.399763393 0.813866864    0.00   0.07      0.93
42   0.9269141 0.841355840 0.117686210 0.481156475    0.00   0.19      0.81
43   0.9639062 0.893654359 0.121839562 0.930370981    0.00   0.08      0.92
44   0.9047656 0.588098048 0.177249057 0.294708964    0.00   0.29      0.71
45   0.9937500 0.897706455 0.288161034 0.948084418    0.00   0.05      0.95
46   0.6441016 0.306277914 0.071709077 0.168621137    0.11   0.49      0.40
47   1.0000000 0.122264332 0.978715000 0.131012299    0.00   0.00      1.00
48   0.9169141 0.439998330 0.201502213 0.218608735    0.00   0.30      0.70
49   0.9998438 0.444429990 0.663569296 0.580017338    0.00   0.00      1.00
50   1.0000000 0.987089019 0.812743621 0.678283860    0.00   0.00      1.00
51   0.8502344 0.717082140 0.059750591 0.509788598    0.03   0.19      0.78
