      prop.aneu   prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    1.00000000 0.491602058 8.138408e-01 0.8712214329    0.00   0.00      1.00
2    0.89968750 0.691790866 1.369627e-01 0.9876303221    0.00   0.21      0.79
3    1.00000000 0.623144488 9.686415e-01 0.6713445548    0.00   0.00      1.00
4    0.97136719 0.239735247 3.269448e-01 0.7262309433    0.00   0.12      0.88
5    0.90855469 0.596948071 1.578322e-01 0.7087371512    0.00   0.24      0.76
6    0.99996094 0.445497728 7.240361e-01 0.7126683358    0.00   0.00      1.00
7    0.97519531 0.493393204 3.117926e-01 0.3309709800    0.00   0.07      0.93
8    0.90128906 0.265143369 2.331153e-01 0.8966224263    0.00   0.32      0.68
9    0.99476562 0.871719158 3.665855e-01 0.8874964942    0.00   0.02      0.98
10   0.39511719 0.104235012 5.156139e-02 0.9914150387    0.07   0.80      0.13
11   0.99933594 0.832644279 4.271864e-01 0.8207517087    0.00   0.01      0.99
12   1.00000000 0.712324375 9.899099e-01 0.3631020011    0.00   0.00      1.00
13   0.98671875 0.410992321 3.807024e-01 0.4485317245    0.00   0.08      0.92
14   0.99796875 0.033922209 5.445195e-01 0.2621761526    0.00   0.00      1.00
15   0.99996094 0.347888718 7.316781e-01 0.5794183624    0.00   0.00      1.00
16   0.99980469 0.568352383 5.852475e-01 0.7199951846    0.00   0.00      1.00
17   1.00000000 0.298172075 7.876849e-01 0.8493881039    0.00   0.00      1.00
18   0.99812500 0.365094996 5.467578e-01 0.3239352680    0.00   0.00      1.00
19   0.99984375 0.360790122 6.292039e-01 0.6344524634    0.00   0.00      1.00
20   0.93355469 0.454047373 2.184248e-01 0.2819646774    0.00   0.23      0.77
21   0.91371094 0.251836042 2.300279e-01 0.0569694503    0.00   0.31      0.69
22   1.00000000 0.510250634 6.764391e-01 0.8301038472    0.00   0.00      1.00
23   1.00000000 0.802538906 8.472420e-01 0.4325971035    0.00   0.00      1.00
24   1.00000000 0.238242521 7.740475e-01 0.2280569603    0.00   0.00      1.00
25   0.99992187 0.565379554 6.386528e-01 0.3742821249    0.00   0.00      1.00
26   1.00000000 0.812173617 7.662778e-01 0.8946342135    0.00   0.00      1.00
27   0.85238281 0.067714513 2.127509e-01 0.3241233821    0.00   0.44      0.56
28   0.97863281 0.636760190 2.999305e-01 0.2362733521    0.00   0.11      0.89
29   1.00000000 0.612573358 9.939143e-01 0.5842843154    0.00   0.00      1.00
30   1.00000000 0.318172860 9.744650e-01 0.0680456408    0.00   0.00      1.00
31   1.00000000 0.964868702 8.561332e-01 0.0015918799    0.00   0.00      1.00
32   0.99925781 0.690106679 5.197719e-01 0.3765824318    0.00   0.00      1.00
33   1.00000000 0.450867431 8.385754e-01 0.3351145925    0.00   0.00      1.00
34   0.99808594 0.214972409 5.111859e-01 0.8677901262    0.00   0.02      0.98
35   0.89859375 0.164886002 2.340017e-01 0.5397303451    0.00   0.38      0.62
36   0.89265625 0.766751051 6.224515e-02 0.2384281612    0.04   0.13      0.83
37   1.00000000 0.993968592 8.413936e-01 0.6202638936    0.00   0.00      1.00
38   0.76921875 0.216525519 1.431392e-01 0.9099900851    0.00   0.63      0.37
39   0.95734375 0.610963215 2.533412e-01 0.2006555169    0.00   0.14      0.86
40   0.98187500 0.876083589 1.842140e-01 0.9042763149    0.00   0.08      0.92
41   0.99976562 0.409989567 6.388276e-01 0.5067916268    0.00   0.00      1.00
42   0.84695312 0.731323875 4.231283e-02 0.9105879718    0.02   0.19      0.79
43   1.00000000 0.947669116 7.583257e-01 0.1789811333    0.00   0.00      1.00
44   0.77203125 0.437332581 9.686039e-02 0.5098937952    0.02   0.49      0.49
45   0.99996094 0.097129991 6.184017e-01 0.2381603192    0.00   0.00      1.00
46   0.98250000 0.053305094 3.910550e-01 0.7080691950    0.00   0.09      0.91
47   0.97074219 0.756504131 2.215113e-01 0.7532609906    0.00   0.09      0.91
48   0.98949219 0.745042849 3.244315e-01 0.0144440860    0.00   0.04      0.96
49   1.00000000 0.054939801 9.210696e-01 0.0660007759    0.00   0.00      1.00
50   0.93000000 0.245776166 2.458395e-01 0.4418662023    0.00   0.27      0.73
51   0.99898438 0.210133760 5.707089e-01 0.2538097084    0.00   0.00      1.00
52   1.00000000 0.709133547 7.485371e-01 0.6501003427    0.00   0.00      1.00
53   0.99800781 0.765606852 4.250751e-01 0.1410480288    0.00   0.00      1.00
54   1.00000000 0.781691031 8.349282e-01 0.3204750023    0.00   0.00      1.00
55   0.88621094 0.800584629 4.341598e-02 0.0539533619    0.08   0.07      0.85
56   0.99011719 0.972805611 7.220874e-02 0.7650354686    0.00   0.02      0.98
57   0.99667969 0.463314531 4.698301e-01 0.4150979680    0.00   0.01      0.99
58   0.99785156 0.122157388 5.156275e-01 0.2190618149    0.00   0.03      0.97
59   0.99996094 0.627944915 6.176853e-01 0.8612649725    0.00   0.00      1.00
60   0.99859375 0.579023151 5.109315e-01 0.3857485622    0.00   0.00      1.00
61   1.00000000 0.840927245 9.443811e-01 0.8633916208    0.00   0.00      1.00
62   0.81375000 0.425455876 1.215559e-01 0.2146882764    0.02   0.40      0.58
63   0.98628906 0.752141826 3.443550e-01 0.8887163999    0.00   0.03      0.97
64   0.98996094 0.256006177 4.207701e-01 0.3998156397    0.00   0.04      0.96
65   0.77804688 0.715597772 3.976178e-02 0.8430897605    0.08   0.20      0.72
66   0.99742188 0.798816521 4.004149e-01 0.9535909551    0.00   0.01      0.99
67   1.00000000 0.725355554 9.374339e-01 0.7529663227    0.00   0.00      1.00
68   0.96167969 0.105212253 3.289281e-01 0.7313400144    0.00   0.12      0.88
69   0.88824219 0.591456577 1.510847e-01 0.0740094704    0.02   0.27      0.71
70   0.99824219 0.606604106 4.717750e-01 0.1895015407    0.00   0.01      0.99
71   0.99468750 0.893259130 2.030849e-01 0.3380347516    0.00   0.01      0.99
72   0.99160156 0.250856262 4.418209e-01 0.9514585952    0.00   0.05      0.95
73   1.00000000 0.970471433 8.665350e-01 0.9711801740    0.00   0.00      1.00
74   1.00000000 0.019505541 8.903639e-01 0.1571228190    0.00   0.00      1.00
75   0.99605469 0.668275307 4.514184e-01 0.1966992402    0.00   0.01      0.99
76   1.00000000 0.787781122 8.893907e-01 0.4858012307    0.00   0.00      1.00
77   0.99132813 0.055391333 4.355912e-01 0.5335283040    0.00   0.09      0.91
78   1.00000000 0.190362368 7.406906e-01 0.3416365068    0.00   0.00      1.00
79   1.00000000 0.866101255 6.793192e-01 0.1847881021    0.00   0.00      1.00
80   1.00000000 0.412288072 8.719652e-01 0.6547282175    0.00   0.00      1.00
81   0.99632813 0.926932394 3.369246e-01 0.2381126445    0.00   0.02      0.98
82   0.99777344 0.541567506 4.715499e-01 0.8209889948    0.00   0.00      1.00
83   0.99777344 0.178348486 5.055201e-01 0.0008065545    0.00   0.03      0.97
84   1.00000000 0.624688912 7.215902e-01 0.2651482774    0.00   0.00      1.00
85   0.96765625 0.885649554 1.055809e-01 0.1557625744    0.00   0.08      0.92
86   1.00000000 0.340897923 7.709534e-01 0.7169923270    0.00   0.00      1.00
87   0.69648438 0.294994347 9.402038e-02 0.4269302504    0.00   0.65      0.35
88   0.80472656 0.672079869 2.671665e-02 0.4447121040    0.14   0.11      0.75
89   0.94621094 0.162258464 2.901640e-01 0.3990555054    0.00   0.19      0.81
90   0.69222656 0.680782910 6.903670e-03 0.7306358435    0.25   0.07      0.68
91   1.00000000 0.701454008 6.677643e-01 0.4817049331    0.00   0.00      1.00
92   0.99535156 0.517464353 4.446140e-01 0.3214026908    0.00   0.02      0.98
93   1.00000000 0.322289457 8.223080e-01 0.5553238415    0.00   0.00      1.00
94   0.99136719 0.933102135 1.189504e-01 0.0987752238    0.01   0.00      0.99
95   0.82968750 0.613826774 1.040491e-01 0.0540516006    0.02   0.29      0.69
96   0.99996094 0.864927997 6.748790e-01 0.6126923659    0.00   0.00      1.00
97   0.99996094 0.643298214 6.324437e-01 0.9133027762    0.00   0.00      1.00
98   0.90292969 0.197522804 2.301020e-01 0.3792143990    0.00   0.32      0.68
99   1.00000000 0.431337678 9.112245e-01 0.4400966452    0.00   0.00      1.00
100  1.00000000 0.128177860 7.305537e-01 0.4648169896    0.00   0.00      1.00
101  1.00000000 0.516118307 6.636076e-01 0.8384437519    0.00   0.00      1.00
102  0.99148437 0.678613602 3.245734e-01 0.5694573896    0.00   0.02      0.98
103  0.99808594 0.439266854 5.083908e-01 0.0366451896    0.00   0.00      1.00
104  0.75687500 0.158625213 1.308465e-01 0.8289651719    0.00   0.63      0.37
105  0.99968750 0.146461403 6.253910e-01 0.5956878639    0.00   0.00      1.00
106  0.99511719 0.006455747 5.015180e-01 0.7659324592    0.00   0.04      0.96
107  0.96332031 0.367362182 3.084386e-01 0.3740988555    0.00   0.15      0.85
108  1.00000000 0.083883104 9.933550e-01 0.9376446086    0.00   0.00      1.00
109  0.99835938 0.632993595 4.705628e-01 0.1929266271    0.00   0.01      0.99
110  0.99988281 0.740674172 5.859722e-01 0.8343587755    0.00   0.00      1.00
111  0.41625000 0.362707325 9.729943e-03 0.2035437990    0.46   0.17      0.37
