      prop.aneu    prob.meio    prob.mito   dispersal euploid mosaic aneuploid
1    1.00000000 0.3724424106 0.9748309995 0.866438161    0.00   0.00      1.00
2    0.90070313 0.4864156973 0.1764195492 0.520323016    0.00   0.32      0.68
3    1.00000000 0.7069211253 0.7483834946 0.728904612    0.00   0.00      1.00
4    0.99996094 0.6958769225 0.6925073403 0.651637301    0.00   0.00      1.00
5    1.00000000 0.4192493604 0.9810072617 0.976967971    0.00   0.00      1.00
6    1.00000000 0.3261948167 0.7952380604 0.442885665    0.00   0.00      1.00
7    1.00000000 0.3463579644 0.7748840488 0.517258088    0.00   0.00      1.00
8    0.99839844 0.2841579227 0.5457515107 0.550276797    0.00   0.00      1.00
9    1.00000000 0.1891834992 0.9607232728 0.187058146    0.00   0.00      1.00
10   1.00000000 0.1187952985 0.9685420257 0.855940687    0.00   0.00      1.00
11   1.00000000 0.6619547640 0.9993197434 0.388363828    0.00   0.00      1.00
12   0.99207031 0.6034473961 0.3588606585 0.293846042    0.00   0.03      0.97
13   1.00000000 0.0101608895 0.7478549087 0.471048859    0.00   0.00      1.00
14   0.99972656 0.7700724148 0.5700906194 0.169306229    0.00   0.00      1.00
15   1.00000000 0.8924210225 0.7728595433 0.580944437    0.00   0.00      1.00
16   0.99988281 0.1278125017 0.7519204456 0.096169258    0.00   0.00      1.00
17   0.99980469 0.0598768534 0.7074647625 0.937188373    0.00   0.00      1.00
18   0.99558594 0.7357014597 0.4066712083 0.608385600    0.00   0.02      0.98
19   0.79992188 0.1661150581 0.1648842224 0.190378570    0.01   0.62      0.37
20   1.00000000 0.6206410737 0.9646197746 0.176717323    0.00   0.00      1.00
21   1.00000000 0.9335795210 0.9198905460 0.805314041    0.00   0.00      1.00
22   0.99960938 0.0582271800 0.6050565287 0.488956888    0.00   0.00      1.00
23   0.99613281 0.5257324520 0.4419627523 0.620752965    0.00   0.03      0.97
24   0.98027344 0.7903986101 0.2644125267 0.533926354    0.00   0.11      0.89
25   0.46410156 0.0674011509 0.0668569412 0.211975900    0.14   0.76      0.10
26   0.53015625 0.3140816938 0.0603024927 0.309963363    0.14   0.59      0.27
27   0.93273438 0.5482091112 0.2255852874 0.274028716    0.00   0.23      0.77
28   0.95539063 0.1107733087 0.3084705535 0.128695371    0.00   0.29      0.71
29   0.70839844 0.0678174591 0.1418630427 0.740182113    0.00   0.79      0.21
30   1.00000000 0.2588048608 0.7184042633 0.193888025    0.00   0.00      1.00
31   0.99968750 0.5762912391 0.6522341212 0.022307135    0.00   0.01      0.99
32   1.00000000 0.7919032972 0.8352221251 0.823720797    0.00   0.00      1.00
33   0.99988281 0.6629593682 0.6271364181 0.282819579    0.00   0.01      0.99
34   0.98074219 0.0074211571 0.3794566954 0.594529504    0.00   0.04      0.96
35   1.00000000 0.7113508589 0.8004815816 0.774539622    0.00   0.00      1.00
36   1.00000000 0.4273572427 0.9169447562 0.619398945    0.00   0.00      1.00
37   0.99984375 0.3495364152 0.6580666353 0.012319792    0.00   0.00      1.00
38   1.00000000 0.7966183708 0.9377767805 0.791665209    0.00   0.00      1.00
39   1.00000000 0.8102920093 0.9828457262 0.031939248    0.00   0.00      1.00
40   0.99984375 0.3464410701 0.6357028270 0.773753095    0.00   0.01      0.99
41   0.34640625 0.1596991636 0.0283492247 0.447653460    0.36   0.46      0.18
42   1.00000000 0.1839293009 0.6882869438 0.815643626    0.00   0.00      1.00
43   0.98726563 0.9531866910 0.2045733263 0.808558741    0.00   0.07      0.93
44   1.00000000 0.5183351976 0.8607980043 0.629875947    0.00   0.00      1.00
45   0.81804687 0.7570248635 0.0389789694 0.781241238    0.07   0.17      0.76
46   0.88535156 0.8782775884 0.0175750058 0.287002505    0.07   0.07      0.86
47   0.99410156 0.3703933107 0.4489682852 0.146354248    0.00   0.05      0.95
48   1.00000000 0.0940317747 0.9305842014 0.725067933    0.00   0.00      1.00
49   0.99726563 0.4447734517 0.5217008735 0.734613924    0.00   0.01      0.99
50   0.99925781 0.8879946501 0.4244935808 0.929410896    0.00   0.00      1.00
51   0.50421875 0.4801330348 0.0080133616 0.904030773    0.43   0.10      0.47
52   1.00000000 0.7624671541 0.9986863681 0.848036735    0.00   0.00      1.00
53   0.92152344 0.6073977877 0.1922113369 0.398309145    0.00   0.26      0.74
54   0.99242188 0.0708305864 0.4487904690 0.432903004    0.00   0.03      0.97
55   0.42753906 0.1120593345 0.0521449717 0.779517458    0.09   0.75      0.16
56   0.66812500 0.1879443813 0.1039493117 0.915625095    0.00   0.68      0.32
57   1.00000000 0.0720592670 0.7669565484 0.547516800    0.00   0.00      1.00
58   0.99339844 0.0084839382 0.4770120874 0.148179529    0.00   0.03      0.97
59   1.00000000 0.9366222464 0.8985176696 0.251285700    0.00   0.00      1.00
60   0.93363281 0.2391849095 0.2758729428 0.533772248    0.00   0.28      0.72
61   0.95867187 0.1314472957 0.3253098908 0.616731354    0.00   0.15      0.85
62   0.99996094 0.8059941577 0.6071389134 0.743817143    0.00   0.00      1.00
63   0.99871094 0.8323064705 0.4762771130 0.385738175    0.00   0.02      0.98
64   1.00000000 0.6347488745 0.9923131436 0.077283950    0.00   0.00      1.00
65   1.00000000 0.4294051451 0.9052047685 0.875758845    0.00   0.00      1.00
66   0.99820312 0.2083648271 0.5485102634 0.156656026    0.00   0.01      0.99
67   0.99757812 0.8029028608 0.3861911071 0.291534570    0.00   0.01      0.99
68   0.98347656 0.4090478236 0.3520788644 0.762196670    0.00   0.06      0.94
69   0.23031250 0.2134399051 0.0109966097 0.515569061    0.58   0.27      0.15
70   0.95750000 0.8421652671 0.1685976577 0.970563604    0.00   0.13      0.87
71   0.99996094 0.5553022465 0.6024616265 0.420520780    0.00   0.00      1.00
72   0.81125000 0.6711870329 0.1065868589 0.324526080    0.02   0.37      0.61
73   1.00000000 0.7616005223 0.7033559983 0.554247060    0.00   0.00      1.00
74   1.00000000 0.5580249189 0.9199760838 0.011823387    0.00   0.00      1.00
75   0.92183594 0.4088263304 0.2264475746 0.130319733    0.00   0.23      0.77
76   0.78527344 0.6048194852 0.0685787846 0.814554111    0.02   0.36      0.62
77   0.99863281 0.3630415811 0.5553474897 0.823857447    0.00   0.00      1.00
78   1.00000000 0.7111275527 0.7640372268 0.192054406    0.00   0.00      1.00
79   0.99992187 0.7951633362 0.6555432489 0.863534229    0.00   0.00      1.00
80   0.97945313 0.7891665085 0.2486735412 0.682815193    0.00   0.08      0.92
81   0.74687500 0.6527687327 0.0319513534 0.792222959    0.11   0.20      0.69
82   1.00000000 0.6884803718 0.8123757786 0.412811892    0.00   0.00      1.00
83   1.00000000 0.8139171032 0.9450504195 0.313122188    0.00   0.00      1.00
84   0.99867187 0.8860889114 0.4491559616 0.502467719    0.00   0.00      1.00
85   0.98542969 0.4716860519 0.3566952641 0.126294681    0.00   0.07      0.93
86   0.99847656 0.6998611586 0.4771433342 0.025352795    0.00   0.00      1.00
87   0.57906250 0.4536587754 0.0444050555 0.937091282    0.07   0.51      0.42
88   1.00000000 0.9831522368 0.8812938668 0.542547304    0.00   0.00      1.00
89   0.99839844 0.7547542595 0.4699895191 0.787034796    0.00   0.02      0.98
