      prop.aneu    prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1    1.00000000 0.2489067626 0.813075959 0.198904212    0.00   0.00      1.00
2    0.99992187 0.8756593119 0.610689440 0.541015135    0.00   0.00      1.00
3    0.99988281 0.7541170483 0.636085310 0.121832005    0.00   0.00      1.00
4    1.00000000 0.4115278358 0.830802789 0.738673227    0.00   0.00      1.00
5    1.00000000 0.9214548497 0.779865277 0.770302203    0.00   0.00      1.00
6    0.99875000 0.6666495271 0.488841452 0.512287566    0.00   0.00      1.00
7    1.00000000 0.8856393951 0.757120555 0.806687452    0.00   0.00      1.00
8    0.97378906 0.4862663976 0.294210106 0.613141716    0.00   0.14      0.86
9    0.99960938 0.6676199832 0.593097394 0.654695196    0.00   0.00      1.00
10   1.00000000 0.3421423880 0.814376017 0.615172221    0.00   0.00      1.00
11   0.98000000 0.3923674319 0.343828876 0.894407358    0.00   0.09      0.91
12   0.97070312 0.1389736517 0.338103574 0.021932120    0.00   0.15      0.85
13   0.97148437 0.5607022720 0.313590310 0.684989863    0.00   0.11      0.89
14   0.66058594 0.4740550136 0.070128209 0.601078164    0.02   0.53      0.45
15   0.68359375 0.1736220773 0.105730966 0.581040143    0.03   0.62      0.35
16   1.00000000 0.5029390191 0.974604546 0.877622828    0.00   0.00      1.00
17   0.99832031 0.9181299994 0.336464303 0.830697120    0.00   0.00      1.00
18   0.99996094 0.0578874594 0.691925096 0.492443276    0.00   0.00      1.00
19   0.97675781 0.1117865350 0.362514239 0.730936944    0.00   0.07      0.93
20   1.00000000 0.3754186248 0.922365022 0.019963994    0.00   0.00      1.00
21   0.99542969 0.1926953346 0.469576573 0.163200857    0.00   0.02      0.98
22   0.41839844 0.0310447710 0.062403272 0.794123182    0.07   0.88      0.05
23   0.99132813 0.7518328698 0.325245808 0.109860220    0.00   0.02      0.98
24   1.00000000 0.0685751825 0.806593179 0.092633116    0.00   0.00      1.00
25   1.00000000 0.5839774066 0.833019229 0.500751702    0.00   0.00      1.00
26   0.99988281 0.2480866839 0.693721796 0.436006107    0.00   0.00      1.00
27   0.99964844 0.6543747252 0.552615317 0.578033308    0.00   0.00      1.00
28   0.50261719 0.2225294171 0.051948559 0.628861627    0.07   0.69      0.24
29   0.99062500 0.9043528228 0.247469513 0.303516497    0.00   0.03      0.97
30   0.99507813 0.0649560746 0.466644267 0.484209064    0.00   0.02      0.98
31   1.00000000 0.1823687823 0.841386545 0.240917610    0.00   0.00      1.00
32   0.54968750 0.4805568706 0.014088428 0.301017388    0.37   0.13      0.50
33   0.99933594 0.5487987446 0.554355715 0.440029711    0.00   0.00      1.00
34   1.00000000 0.5737542787 0.832738184 0.881600602    0.00   0.00      1.00
35   1.00000000 0.9338523182 0.864287330 0.251650378    0.00   0.00      1.00
36   0.84589844 0.8576268447 0.023839454 0.860933032    0.10   0.08      0.82
37   0.99964844 0.1870320623 0.635018533 0.506350482    0.00   0.00      1.00
38   0.90160156 0.2844815291 0.197037357 0.499643569    0.00   0.34      0.66
39   0.99125000 0.4620572217 0.385286798 0.507994733    0.00   0.06      0.94
40   0.99742188 0.6722931149 0.463320647 0.484750473    0.00   0.01      0.99
41   1.00000000 0.9158699929 0.721420471 0.378690536    0.00   0.00      1.00
42   0.81750000 0.7286188640 0.038378658 0.335460097    0.12   0.13      0.75
43   1.00000000 0.8925378518 0.927635478 0.853128853    0.00   0.00      1.00
44   0.99750000 0.9722154906 0.295770289 0.119757742    0.00   0.01      0.99
45   0.78382812 0.5700947589 0.087911814 0.849480409    0.00   0.40      0.60
46   1.00000000 0.4186668957 0.968240209 0.170915349    0.00   0.00      1.00
47   0.98199219 0.1711334814 0.382709004 0.500731822    0.00   0.09      0.91
48   0.86902344 0.0660977706 0.210597000 0.738598322    0.00   0.47      0.53
49   0.86917969 0.6362037275 0.152816647 0.213536127    0.00   0.38      0.62
50   0.93644531 0.3483996156 0.245238596 0.351426727    0.00   0.24      0.76
51   0.84640625 0.5185051928 0.135399931 0.727997800    0.00   0.38      0.62
52   0.99031250 0.1449946673 0.422414312 0.136350458    0.00   0.02      0.98
53   0.89789063 0.5355916542 0.171695939 0.892902845    0.00   0.31      0.69
54   1.00000000 0.7316740553 0.842257888 0.854189944    0.00   0.00      1.00
55   0.22203125 0.0717338736 0.024636890 0.961184848    0.33   0.64      0.03
56   1.00000000 0.4347629191 0.796810260 0.685146131    0.00   0.00      1.00
57   0.99656250 0.2756717289 0.493394889 0.918359322    0.00   0.01      0.99
58   0.94941406 0.2648225455 0.273049292 0.810759780    0.00   0.20      0.80
59   1.00000000 0.5977674467 0.746122050 0.730379324    0.00   0.00      1.00
60   1.00000000 0.5441868417 0.963256545 0.517602093    0.00   0.00      1.00
61   1.00000000 0.4653257211 0.911875915 0.275098685    0.00   0.00      1.00
62   0.99988281 0.5350693001 0.647266984 0.814874761    0.00   0.01      0.99
63   1.00000000 0.0242444677 0.680458721 0.224873630    0.00   0.00      1.00
64   0.99632813 0.8073964596 0.371395471 0.102455895    0.00   0.04      0.96
65   0.96917969 0.3304636427 0.315756382 0.491279792    0.00   0.10      0.90
66   1.00000000 0.9835551337 0.961661296 0.665172967    0.00   0.00      1.00
67   1.00000000 0.6312846458 0.953138941 0.455096785    0.00   0.00      1.00
68   0.99773437 0.6458910150 0.447687464 0.983469312    0.00   0.00      1.00
69   0.94449219 0.8571177274 0.120069714 0.590146631    0.00   0.12      0.88
70   0.98617188 0.0111202800 0.416825890 0.394388660    0.00   0.05      0.95
71   1.00000000 0.8394729421 0.887042176 0.094415151    0.00   0.00      1.00
72   0.83121094 0.1783594317 0.164940451 0.984622263    0.00   0.55      0.45
73   0.99855469 0.8779082897 0.413532127 0.213588963    0.00   0.01      0.99
74   1.00000000 0.6906214063 0.858960083 0.723598042    0.00   0.00      1.00
75   0.75410156 0.7628693415 0.023383955 0.524191514    0.12   0.18      0.70
76   0.97886719 0.0222919271 0.382436870 0.905404064    0.00   0.06      0.94
77   1.00000000 0.0610345204 0.871407720 0.817853217    0.00   0.00      1.00
78   1.00000000 0.2112767075 0.834777932 0.713866448    0.00   0.00      1.00
79   1.00000000 0.9090677705 0.668125089 0.301672040    0.00   0.00      1.00
80   0.16179688 0.0588349416 0.018186196 0.227112096    0.63   0.34      0.03
81   0.98785156 0.3772168250 0.394657278 0.441907379    0.00   0.04      0.96
82   1.00000000 0.2721348074 0.877530694 0.218419581    0.00   0.00      1.00
83   0.99910156 0.4771590913 0.572477010 0.652876432    0.00   0.00      1.00
84   0.99472656 0.7632550276 0.381264410 0.457178951    0.00   0.07      0.93
85   0.99898438 0.8866805483 0.443263260 0.993519553    0.00   0.00      1.00
86   0.96437500 0.7706442073 0.192456611 0.996492621    0.00   0.11      0.89
87   0.99167969 0.3147794460 0.430773859 0.240916885    0.00   0.05      0.95
88   0.93355469 0.9476753997 0.048076161 0.247425326    0.03   0.06      0.91
89   1.00000000 0.2556276522 0.746884063 0.878564600    0.00   0.00      1.00
90   1.00000000 0.7086147622 0.950446289 0.337106068    0.00   0.00      1.00
91   0.96375000 0.7156878803 0.238994747 0.780216993    0.00   0.15      0.85
92   0.99363281 0.9650202584 0.132497318 0.875015640    0.00   0.02      0.98
93   1.00000000 0.5711876112 0.716780163 0.249480562    0.00   0.00      1.00
94   0.99660156 0.8821566314 0.376547811 0.527759766    0.00   0.01      0.99
95   0.96761719 0.3963142931 0.301758370 0.684209921    0.00   0.16      0.84
96   1.00000000 0.7316973917 0.751539448 0.798209874    0.00   0.00      1.00
97   0.79488281 0.1073085982 0.161232071 0.588479423    0.00   0.59      0.41
98   0.99578125 0.9908475706 0.093415475 0.745017227    0.00   0.00      1.00
99   0.97699219 0.1084679638 0.362332400 0.085997378    0.00   0.15      0.85
100  0.97421875 0.4876054481 0.320530884 0.976396139    0.00   0.14      0.86
101  1.00000000 0.0889554403 0.832142517 0.649587496    0.00   0.00      1.00
102  0.90730469 0.4032062525 0.221047740 0.717531582    0.00   0.29      0.71
103  0.99128906 0.8457199074 0.318163913 0.521160658    0.00   0.02      0.98
104  0.98507813 0.8610516128 0.279750934 0.595066309    0.00   0.06      0.94
105  0.93500000 0.5067725107 0.236663670 0.017660764    0.00   0.28      0.72
106  0.99214844 0.7022632204 0.363895230 0.378901965    0.00   0.03      0.97
107  0.93890625 0.7485305022 0.172761869 0.140765860    0.01   0.14      0.85
108  0.99976562 0.5489532724 0.621719162 0.466601466    0.00   0.00      1.00
109  0.97816406 0.1070185490 0.370775667 0.827791895    0.00   0.10      0.90
110  0.99972656 0.4933295096 0.586251033 0.046743775    0.00   0.00      1.00
111  1.00000000 0.5170020948 0.884836911 0.793220885    0.00   0.00      1.00
112  1.00000000 0.6005621681 0.868528614 0.491424528    0.00   0.00      1.00
113  0.88589844 0.8286650949 0.061134163 0.135076170    0.04   0.13      0.83
114  0.96656250 0.2033831279 0.330637060 0.284818485    0.00   0.16      0.84
115  0.99988281 0.8272709220 0.585834844 0.484890457    0.00   0.00      1.00
116  1.00000000 0.4239182044 0.928447822 0.605619717    0.00   0.00      1.00
117  0.96738281 0.7060862554 0.240850629 0.176949620    0.00   0.11      0.89
118  0.26816406 0.0721472546 0.031157855 0.607918329    0.36   0.57      0.07
119  0.99968750 0.2415477328 0.594644394 0.898074655    0.00   0.00      1.00
120  0.74800781 0.0209896052 0.155789026 0.450668616    0.00   0.71      0.29
121  0.90753906 0.6046777591 0.155846109 0.821659805    0.00   0.25      0.75
122  0.99988281 0.3481864075 0.640297014 0.074360440    0.00   0.00      1.00
123  0.59160156 0.1641820897 0.086631403 0.931993255    0.01   0.76      0.23
124  0.99960938 0.2571057682 0.614984125 0.261921810    0.00   0.00      1.00
125  0.97046875 0.6315348623 0.303171310 0.427939605    0.00   0.12      0.88
126  0.54214844 0.4426086280 0.025736703 0.141367374    0.31   0.27      0.42
127  1.00000000 0.8386526206 0.942119816 0.123956308    0.00   0.00      1.00
128  0.91074219 0.4424285581 0.215890290 0.588165595    0.00   0.33      0.67
129  0.33625000 0.1527350384 0.020772783 0.690059716    0.31   0.51      0.18
130  0.99996094 0.6396252087 0.651657497 0.231227325    0.00   0.00      1.00
131  0.99730469 0.5961625436 0.442092771 0.741288938    0.00   0.02      0.98
132  0.99574219 0.9720399077 0.223816107 0.462264098    0.00   0.03      0.97
133  0.93675781 0.7744390459 0.152901707 0.420226848    0.00   0.18      0.82
134  1.00000000 0.2416219658 0.858691532 0.880898998    0.00   0.00      1.00
135  0.99539062 0.3536266601 0.450264093 0.505903048    0.00   0.01      0.99
136  1.00000000 0.6930801666 0.765378994 0.307267770    0.00   0.00      1.00
137  0.99707031 0.5262213016 0.467739832 0.977147252    0.00   0.02      0.98
138  1.00000000 0.7222505438 0.674494206 0.636873345    0.00   0.00      1.00
139  1.00000000 0.6084654310 0.770446994 0.645411075    0.00   0.00      1.00
140  1.00000000 0.1494352371 0.883483809 0.234515226    0.00   0.00      1.00
141  1.00000000 0.7664796275 0.815407796 0.169294021    0.00   0.00      1.00
142  0.96480469 0.4232291940 0.325909996 0.636364060    0.00   0.14      0.86
143  1.00000000 0.1729846380 0.868581481 0.129267280    0.00   0.00      1.00
144  0.76597656 0.3146283987 0.129407846 0.525754049    0.00   0.60      0.40
145  0.99992187 0.6864758483 0.626573085 0.918700413    0.00   0.00      1.00
146  0.99535156 0.0053419515 0.495619265 0.069694160    0.00   0.03      0.97
147  0.99996094 0.1698574738 0.681840182 0.360237132    0.00   0.00      1.00
148  1.00000000 0.1039963376 0.924796386 0.960736786    0.00   0.00      1.00
149  1.00000000 0.2422438068 0.830184063 0.814976497    0.00   0.00      1.00
150  0.43867187 0.4232740905 0.009504484 0.257888316    0.48   0.13      0.39
151  0.99984375 0.9778631348 0.401679808 0.862376528    0.00   0.00      1.00
152  0.99996094 0.2731739662 0.697567490 0.741404162    0.00   0.00      1.00
153  1.00000000 0.3224665667 0.860606094 0.300704437    0.00   0.00      1.00
154  0.99972656 0.5209287268 0.599363300 0.951454150    0.00   0.00      1.00
155  0.99890625 0.2151857568 0.596472934 0.980693992    0.00   0.00      1.00
156  0.71734375 0.1978503948 0.124754430 0.148791183    0.06   0.59      0.35
157  1.00000000 0.0889282110 0.904009858 0.474968625    0.00   0.00      1.00
158  1.00000000 0.5253628099 0.782117867 0.340182405    0.00   0.00      1.00
159  1.00000000 0.7106942195 0.919018533 0.814321170    0.00   0.00      1.00
160  0.99964844 0.1292611009 0.599044315 0.263137197    0.00   0.00      1.00
161  0.95417969 0.9219471922 0.049447463 0.812484785    0.03   0.03      0.94
162  1.00000000 0.0103689963 0.740555108 0.918559616    0.00   0.00      1.00
163  0.99996094 0.3791279327 0.678126573 0.548169373    0.00   0.00      1.00
164  0.99957031 0.7574512791 0.523093877 0.622722329    0.00   0.00      1.00
165  0.99921875 0.6824724947 0.511328886 0.332381060    0.00   0.00      1.00
166  0.99769531 0.0512670281 0.504583701 0.036623483    0.00   0.00      1.00
167  0.99496094 0.3389702484 0.460011664 0.382363296    0.00   0.02      0.98
168  0.99964844 0.3654928273 0.626470825 0.532892294    0.00   0.01      0.99
169  1.00000000 0.3730036244 0.914368500 0.720336775    0.00   0.00      1.00
170  0.77847656 0.7535392800 0.010492153 0.176875520    0.20   0.04      0.76
171  1.00000000 0.7878708218 0.741714461 0.026696427    0.00   0.00      1.00
172  0.99750000 0.2389614079 0.508861346 0.249321417    0.00   0.01      0.99
173  0.99648437 0.5628492646 0.436580529 0.922656159    0.00   0.03      0.97
174  0.95113281 0.7768317342 0.218135619 0.808471276    0.00   0.18      0.82
175  1.00000000 0.2475582780 0.754406145 0.995740339    0.00   0.00      1.00
176  0.94996094 0.2556684692 0.301027165 0.642411874    0.00   0.15      0.85
177  0.98292969 0.5215661863 0.312510643 0.786707452    0.00   0.08      0.92
178  1.00000000 0.6115531621 0.891416240 0.849008934    0.00   0.00      1.00
179  0.93125000 0.4277559365 0.241086049 0.793533847    0.00   0.26      0.74
180  1.00000000 0.4736437255 0.916764031 0.679555005    0.00   0.00      1.00
181  0.95996094 0.2936409523 0.304081756 0.626219467    0.00   0.13      0.87
182  1.00000000 0.2398331121 0.712750199 0.851394963    0.00   0.00      1.00
183  0.99968750 0.2409017838 0.653064900 0.789184078    0.00   0.00      1.00
184  0.67132813 0.2857831032 0.097787629 0.011062815    0.12   0.50      0.38
185  0.94414062 0.4359095877 0.268516667 0.868216821    0.00   0.25      0.75
186  1.00000000 0.6803865759 0.689141046 0.283053962    0.00   0.00      1.00
187  1.00000000 0.1073754549 0.925499749 0.999305696    0.00   0.00      1.00
188  0.94851562 0.1358344951 0.296810583 0.322803453    0.00   0.21      0.79
189  0.98199219 0.4464856896 0.349966218 0.542865149    0.00   0.07      0.93
190  0.57230469 0.2601631731 0.070213240 0.967251972    0.07   0.68      0.25
191  0.81691406 0.3102869731 0.162867284 0.471094377    0.00   0.52      0.48
192  0.97296875 0.4635196601 0.293230400 0.969801611    0.00   0.08      0.92
193  0.82757813 0.2083041673 0.174064470 0.287198363    0.00   0.51      0.49
194  1.00000000 0.5715777671 0.828758573 0.250297559    0.00   0.00      1.00
195  0.99941406 0.3403382471 0.554312377 0.880757938    0.00   0.01      0.99
196  1.00000000 0.2297166502 0.745841176 0.280049946    0.00   0.00      1.00
197  0.99914063 0.4408962787 0.540114670 0.206407493    0.00   0.00      1.00
198  1.00000000 0.8375693837 0.686427871 0.091408099    0.00   0.00      1.00
199  0.98214844 0.1573681335 0.388301268 0.582519690    0.00   0.07      0.93
200  0.91882812 0.5636839545 0.206540674 0.323441485    0.00   0.25      0.75
201  0.99937500 0.0923905019 0.594893594 0.491225609    0.00   0.01      0.99
202  0.77160156 0.0302141057 0.167289774 0.087800993    0.04   0.61      0.35
203  0.94195312 0.7681197342 0.165672029 0.244618505    0.00   0.17      0.83
204  1.00000000 0.5857109800 0.824593747 0.176247181    0.00   0.00      1.00
205  1.00000000 0.7217992235 0.957451105 0.695362485    0.00   0.00      1.00
206  1.00000000 0.7625600277 0.808949327 0.462304457    0.00   0.00      1.00
207  1.00000000 0.5862253914 0.947829549 0.036455186    0.00   0.00      1.00
208  0.81269531 0.7566920563 0.013164314 0.597850717    0.16   0.05      0.79
209  1.00000000 0.1651149234 0.901353815 0.038762614    0.00   0.00      1.00
210  0.92656250 0.4523158411 0.207661053 0.476577345    0.00   0.26      0.74
211  0.98894531 0.7170190513 0.347538021 0.952803699    0.00   0.05      0.95
212  1.00000000 0.8540719850 0.880563174 0.768088006    0.00   0.00      1.00
213  0.98261719 0.7756417475 0.253463687 0.503317609    0.00   0.09      0.91
214  0.99976562 0.7270600609 0.582411480 0.587186717    0.00   0.00      1.00
215  0.99976562 0.2573362312 0.587959680 0.343719455    0.00   0.01      0.99
216  0.99984375 0.4796193531 0.591078551 0.051583070    0.00   0.00      1.00
217  1.00000000 0.7636086820 0.759330930 0.217856754    0.00   0.00      1.00
218  0.21777344 0.0321923681 0.025972098 0.540302685    0.48   0.49      0.03
219  0.99972656 0.4522524914 0.575001660 0.339221174    0.00   0.00      1.00
220  1.00000000 0.4694550345 0.999327688 0.420267844    0.00   0.00      1.00
221  1.00000000 0.2890792072 0.737662056 0.040047358    0.00   0.00      1.00
222  1.00000000 0.5522427943 0.925774465 0.560216632    0.00   0.00      1.00
223  0.99804688 0.9463647103 0.387968100 0.911222999    0.00   0.01      0.99
224  0.99500000 0.8306451056 0.374002459 0.980999947    0.00   0.04      0.96
225  1.00000000 0.3152073273 0.719252429 0.371320080    0.00   0.00      1.00
226  1.00000000 0.4423943544 0.770676643 0.955651058    0.00   0.00      1.00
227  1.00000000 0.7678283092 0.864092630 0.097504416    0.00   0.00      1.00
228  0.94253906 0.1956703698 0.281435056 0.252763899    0.00   0.21      0.79
229  0.99683594 0.5921774409 0.417451135 0.123342634    0.00   0.00      1.00
230  0.99937500 0.9343528084 0.472366337 0.338751905    0.00   0.01      0.99
231  0.94558594 0.4339336185 0.258549090 0.738645374    0.00   0.24      0.76
232  0.84652344 0.4265796135 0.146552769 0.419032940    0.01   0.37      0.62
233  0.99847656 0.7087508147 0.474411509 0.068557365    0.00   0.01      0.99
234  0.98503906 0.8441337550 0.270767051 0.891383137    0.00   0.05      0.95
235  1.00000000 0.9898005091 0.896578652 0.659652616    0.00   0.00      1.00
236  0.99992187 0.1429389983 0.703028079 0.503582576    0.00   0.00      1.00
237  1.00000000 0.8043803659 0.778037824 0.383019852    0.00   0.00      1.00
238  0.93773438 0.6598353067 0.186679075 0.906809168    0.00   0.19      0.81
239  1.00000000 0.5882816194 0.881123864 0.973025864    0.00   0.00      1.00
240  1.00000000 0.1139474276 0.955874312 0.474556474    0.00   0.00      1.00
241  0.99863281 0.4024498514 0.568508820 0.383260468    0.00   0.01      0.99
242  0.99988281 0.1163775250 0.669468877 0.589965521    0.00   0.00      1.00
243  0.89601562 0.6165568738 0.163911523 0.624026374    0.00   0.27      0.73
244  1.00000000 0.7882430574 0.672591050 0.817498734    0.00   0.00      1.00
245  1.00000000 0.9360780143 0.870981797 0.327268114    0.00   0.00      1.00
246  0.99914063 0.6260056242 0.503949255 0.594793079    0.00   0.00      1.00
247  0.99699219 0.9556642659 0.293421872 0.205152365    0.00   0.01      0.99
248  1.00000000 0.5021084948 0.929798286 0.673626332    0.00   0.00      1.00
249  1.00000000 0.1022280355 0.834965187 0.007775821    0.00   0.00      1.00
250  0.52011719 0.1880733937 0.069096172 0.917317345    0.05   0.72      0.23
251  1.00000000 0.4747592439 0.794211109 0.390631056    0.00   0.00      1.00
252  1.00000000 0.6583081933 0.868256487 0.576740095    0.00   0.00      1.00
253  0.99000000 0.1823687193 0.431326188 0.468854983    0.00   0.05      0.95
254  0.99992187 0.2657954774 0.604071171 0.223193044    0.00   0.00      1.00
255  0.70714844 0.3961693172 0.100950188 0.361409586    0.02   0.57      0.41
256  0.99996094 0.2062470389 0.691513331 0.870074802    0.00   0.00      1.00
257  0.98183594 0.4849204391 0.343187033 0.928601583    0.00   0.09      0.91
258  0.99945313 0.9715834421 0.346848462 0.186935143    0.00   0.00      1.00
259  0.94171875 0.4170690589 0.252389529 0.402489347    0.00   0.25      0.75
260  0.98945313 0.2179742022 0.430248023 0.383451024    0.00   0.04      0.96
261  0.86753906 0.6795397969 0.125352078 0.440875253    0.00   0.34      0.66
262  0.98617188 0.7471384800 0.297984504 0.923953041    0.00   0.07      0.93
263  0.99894531 0.5155230418 0.518513857 0.819311426    0.00   0.00      1.00
264  0.99468750 0.5002287948 0.463470638 0.691792575    0.00   0.01      0.99
265  0.98808594 0.9334690727 0.149343309 0.094538650    0.00   0.04      0.96
266  1.00000000 0.7369076966 0.788034410 0.387358582    0.00   0.00      1.00
267  0.93027344 0.8089344793 0.112489402 0.279254227    0.01   0.16      0.83
268  0.99679688 0.5585265113 0.488865758 0.347904171    0.00   0.03      0.97
269  0.96324219 0.2824820727 0.304726057 0.278982186    0.00   0.15      0.85
270  1.00000000 0.1526011762 0.824335929 0.148772064    0.00   0.00      1.00
271  0.97914062 0.1809225711 0.352384038 0.656016608    0.00   0.09      0.91
272  0.99285156 0.4613218280 0.391443367 0.846023172    0.00   0.03      0.97
273  1.00000000 0.8984037018 0.830868292 0.912520102    0.00   0.00      1.00
274  0.99644531 0.2516182412 0.499599558 0.053291569    0.00   0.03      0.97
275  1.00000000 0.9401402439 0.863598325 0.792210707    0.00   0.00      1.00
276  1.00000000 0.5357835181 0.905136366 0.419577226    0.00   0.00      1.00
277  0.93179687 0.8784384110 0.062122665 0.700131863    0.03   0.08      0.89
278  1.00000000 0.8099201517 0.998004001 0.070369279    0.00   0.00      1.00
279  1.00000000 0.1731510866 0.900877453 0.169439887    0.00   0.00      1.00
280  0.90710937 0.7507153321 0.126607362 0.900915802    0.00   0.21      0.79
281  0.99636719 0.5241945134 0.447965095 0.440764838    0.00   0.03      0.97
282  0.99695312 0.0086918925 0.536086615 0.734818272    0.00   0.04      0.96
283  0.98898438 0.9545894025 0.159474203 0.929240291    0.00   0.02      0.98
284  1.00000000 0.3650952028 0.975711921 0.472578123    0.00   0.00      1.00
285  1.00000000 0.0891597583 0.917640433 0.601077878    0.00   0.00      1.00
286  0.82753906 0.5367512482 0.104801892 0.184344361    0.02   0.36      0.62
287  0.99972656 0.2572870417 0.633411973 0.332473423    0.00   0.00      1.00
288  1.00000000 0.9469876860 0.572824078 0.783332552    0.00   0.00      1.00
289  0.99988281 0.9456860521 0.496396115 0.625646951    0.00   0.00      1.00
290  0.59269531 0.3160668104 0.058563536 0.851625487    0.00   0.63      0.37
291  0.94753906 0.9389170869 0.074813748 0.970728259    0.00   0.10      0.90
292  0.98789063 0.5160938858 0.368558514 0.883079576    0.00   0.07      0.93
293  0.99992187 0.8605913371 0.516168263 0.340081038    0.00   0.01      0.99
294  0.97140625 0.7309470403 0.242895356 0.735588053    0.00   0.10      0.90
295  1.00000000 0.1022612199 0.929587585 0.451215737    0.00   0.00      1.00
296  1.00000000 0.2149261907 0.960968482 0.300801634    0.00   0.00      1.00
297  1.00000000 0.1403651687 0.971950087 0.546408891    0.00   0.00      1.00
298  1.00000000 0.5645395743 0.969139263 0.295193412    0.00   0.00      1.00
299  0.85632812 0.5761041425 0.117033918 0.151781113    0.01   0.31      0.68
300  0.48453125 0.2496017346 0.039063440 0.340499111    0.22   0.49      0.29
301  1.00000000 0.3670973070 0.686383590 0.937991410    0.00   0.00      1.00
302  1.00000000 0.1076406050 0.710150754 0.348653726    0.00   0.00      1.00
303  0.99753906 0.1821830147 0.533631908 0.114212100    0.00   0.02      0.98
304  0.81605469 0.0382182305 0.188624605 0.939275023    0.00   0.54      0.46
305  0.28183594 0.1919376741 0.013572439 0.915919440    0.49   0.31      0.20
