     prop.aneu    prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    0.9989453 0.5320996919 0.5418908319 0.9926769855    0.00   0.01      0.99
2    0.9981641 0.5442054737 0.5005141783 0.2163238251    0.00   0.02      0.98
3    0.9061719 0.4802340276 0.1970402924 0.1955640323    0.00   0.30      0.70
4    0.6655859 0.0962529744 0.1252228282 0.2135209572    0.01   0.77      0.22
5    1.0000000 0.7855653421 0.8422281775 0.6530475484    0.00   0.00      1.00
6    0.9314062 0.8800871114 0.0417482033 0.7552089025    0.00   0.10      0.90
7    1.0000000 0.9493692801 0.8936764987 0.9118643438    0.00   0.00      1.00
8    1.0000000 0.9973173779 0.1867603825 0.3507868329    0.00   0.00      1.00
9    0.4995703 0.3623835724 0.0251966389 0.2310594472    0.33   0.27      0.40
10   1.0000000 0.3734519179 0.9985583990 0.1927220523    0.00   0.00      1.00
11   0.9958984 0.8489802608 0.3709936729 0.8548399969    0.00   0.01      0.99
12   0.9440234 0.4477498829 0.2507772741 0.1964159149    0.00   0.22      0.78
13   1.0000000 0.2114797614 0.8935691610 0.3193356516    0.00   0.00      1.00
14   1.0000000 0.9360599306 0.5842452093 0.4390927290    0.00   0.00      1.00
15   1.0000000 0.9974407537 0.3583412129 0.0064839975    0.00   0.00      1.00
16   1.0000000 0.5961004118 0.8565757477 0.2126424538    0.00   0.00      1.00
17   1.0000000 0.3315383394 0.8506447843 0.0586155381    0.00   0.00      1.00
18   0.9577344 0.8887929602 0.0248912256 0.8076581354    0.02   0.03      0.95
19   1.0000000 0.9653105109 0.7595731965 0.6488277128    0.00   0.00      1.00
20   0.9971094 0.0190830375 0.5247254889 0.4688595796    0.00   0.01      0.99
21   0.8726172 0.8409480625 0.0145343128 0.4456931099    0.11   0.03      0.86
22   0.9566406 0.3703285395 0.2849661512 0.3202067076    0.00   0.14      0.86
23   0.9960938 0.0869903532 0.4828250720 0.7386256300    0.00   0.02      0.98
24   0.9857813 0.4350068190 0.3663751979 0.1055745927    0.00   0.08      0.92
25   0.7937891 0.5064231844 0.0930226201 0.7757085625    0.00   0.44      0.56
26   1.0000000 0.9306929184 0.8237489269 0.4003659193    0.00   0.00      1.00
27   0.6440625 0.4041333646 0.0669238653 0.0521467873    0.22   0.31      0.47
28   0.5362891 0.4247631473 0.0220015992 0.0342430945    0.35   0.19      0.46
29   0.9998047 0.7975265407 0.5917455480 0.6130612686    0.00   0.00      1.00
30   0.9988672 0.9472733524 0.3654074178 0.7878867590    0.00   0.01      0.99
