     prop.aneu   prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    0.9533203 0.373756813 0.2862874980 0.4655158680    0.00   0.20      0.80
2    1.0000000 0.274073067 0.7477208974 0.4277293670    0.00   0.00      1.00
3    0.9797266 0.875519764 0.1756796066 0.2827138901    0.00   0.06      0.94
4    1.0000000 0.498117732 0.9001974056 0.4931971454    0.00   0.00      1.00
5    0.3551953 0.371417307 0.0100350708 0.9763840765    0.43   0.28      0.29
6    0.9492188 0.697044628 0.2264950562 0.1849484239    0.01   0.14      0.85
7    0.9946875 0.641099144 0.4002976320 0.7570527496    0.00   0.01      0.99
8    0.9997656 0.992569438 0.2580194403 0.4771618876    0.00   0.00      1.00
9    0.8851172 0.420908032 0.1899483970 0.2944944047    0.01   0.36      0.63
10   1.0000000 0.865542209 0.6870665774 0.3261629036    0.00   0.00      1.00
11   1.0000000 0.756306438 0.9003199313 0.4553756299    0.00   0.00      1.00
12   0.9248828 0.145536585 0.2484401488 0.9032580976    0.00   0.36      0.64
13   0.9689844 0.208706020 0.3228081928 0.1223860634    0.00   0.14      0.86
14   0.9825781 0.293340926 0.3775516129 0.5811933724    0.00   0.04      0.96
15   0.9979297 0.491970616 0.4993356843 0.0449891072    0.00   0.00      1.00
16   0.8433984 0.589522797 0.1197384009 0.4772278247    0.00   0.30      0.70
17   1.0000000 0.878343230 0.9611829089 0.2914956480    0.00   0.00      1.00
18   0.9998438 0.283630885 0.6745965206 0.9736237128    0.00   0.00      1.00
19   0.9999609 0.002131077 0.7933414227 0.7190739000    0.00   0.00      1.00
20   1.0000000 0.118951980 0.9286805554 0.2811404197    0.00   0.00      1.00
21   0.9998047 0.395692105 0.6580073140 0.5247550476    0.00   0.00      1.00
22   0.9998828 0.487547513 0.6532958671 0.5334736544    0.00   0.01      0.99
23   0.4948438 0.227511937 0.0536755763 0.8923299639    0.06   0.73      0.21
24   0.8853516 0.288143849 0.2026511536 0.8788682062    0.00   0.43      0.57
25   1.0000000 0.988883778 0.5985718349 0.9475962108    0.00   0.00      1.00
26   0.9965625 0.459745014 0.4590886023 0.1451625046    0.00   0.04      0.96
27   1.0000000 0.711309718 0.9334116231 0.7472522212    0.00   0.00      1.00
28   1.0000000 0.735231593 0.8751381212 0.6511530469    0.00   0.00      1.00
29   0.4724219 0.237623963 0.0352078886 0.2756597141    0.35   0.30      0.35
30   0.8803125 0.492686243 0.1748167796 0.0572477123    0.01   0.32      0.67
31   1.0000000 0.018117133 0.9138274328 0.4933521508    0.00   0.00      1.00
32   0.9992578 0.896744264 0.4697856857 0.1933253040    0.00   0.00      1.00
33   0.9987500 0.183961162 0.5409398747 0.0882753353    0.00   0.01      0.99
34   0.7945313 0.542045544 0.1242925755 0.8611166687    0.00   0.45      0.55
35   0.9921094 0.919695224 0.2098568566 0.5539766401    0.00   0.02      0.98
36   1.0000000 0.325134230 0.9400556083 0.1122846690    0.00   0.00      1.00
37   0.8706641 0.825079402 0.0732687360 0.2283372825    0.03   0.19      0.78
38   0.9977344 0.133414687 0.5045757617 0.6586469263    0.00   0.03      0.97
39   0.9926172 0.358585654 0.4380442055 0.4506330378    0.00   0.02      0.98
40   1.0000000 0.732370961 0.9458589524 0.1702541835    0.00   0.00      1.00
41   1.0000000 0.976111488 0.8059284196 0.8406873809    0.00   0.00      1.00
42   0.9007422 0.005425117 0.2669605054 0.0274367922    0.00   0.35      0.65
43   0.9982422 0.660148915 0.4824032050 0.6810577344    0.00   0.01      0.99
44   0.9535156 0.040033863 0.3091779710 0.3938317769    0.00   0.17      0.83
45   0.9982813 0.397954704 0.5309414088 0.9164981253    0.00   0.00      1.00
46   0.9608984 0.091485489 0.3247122010 0.3458620224    0.00   0.23      0.77
47   0.6824219 0.399130497 0.0765589261 0.9805590061    0.02   0.55      0.43
48   0.9966797 0.981527557 0.2434065428 0.4404713430    0.00   0.00      1.00
49   0.9995312 0.948377230 0.5333464085 0.0572605897    0.00   0.00      1.00
50   0.9996484 0.074195983 0.6216947048 0.6274488382    0.00   0.00      1.00
51   0.9980469 0.120040330 0.5283474862 0.7128419897    0.00   0.01      0.99
52   0.9954688 0.500661561 0.4435501203 0.1965426321    0.00   0.01      0.99
53   0.9999219 0.586808485 0.6666134950 0.4286069123    0.00   0.00      1.00
54   1.0000000 0.384518845 0.8415043817 0.3752135783    0.00   0.00      1.00
55   0.9992578 0.170214760 0.6087983286 0.3553997024    0.00   0.02      0.98
56   1.0000000 0.194912743 0.6714483460 0.7413639610    0.00   0.00      1.00
57   0.9937109 0.726839428 0.3965592748 0.7700112718    0.00   0.01      0.99
58   1.0000000 0.999757120 0.6327643399 0.2295910080    0.00   0.00      1.00
59   0.7177734 0.284727301 0.1041908106 0.8630686626    0.01   0.57      0.42
