      prop.aneu   prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    1.00000000 0.752837448 0.710103005 7.327807e-01    0.00   0.00      1.00
2    0.82699219 0.431330977 0.137226945 6.496205e-01    0.01   0.42      0.57
3    1.00000000 0.976013157 0.823772119 2.432903e-01    0.00   0.00      1.00
4    0.99980469 0.757329149 0.542662064 5.096072e-01    0.00   0.00      1.00
5    0.99851563 0.952487188 0.347880337 4.962332e-01    0.00   0.01      0.99
6    0.99980469 0.425122652 0.669186672 2.577431e-01    0.00   0.00      1.00
7    0.94433594 0.709086183 0.185207714 3.624301e-01    0.00   0.19      0.81
8    0.99496094 0.823038877 0.349459385 6.518893e-01    0.00   0.03      0.97
9    0.86769531 0.306275609 0.175574130 2.971986e-01    0.00   0.32      0.68
10   0.85832031 0.790605682 0.028786454 9.181604e-02    0.11   0.04      0.85
11   0.55296875 0.420383708 0.042798802 8.309429e-01    0.11   0.51      0.38
12   1.00000000 0.074831234 0.832754221 9.528636e-02    0.00   0.00      1.00
13   0.99117188 0.186257360 0.421539696 2.801356e-01    0.00   0.05      0.95
14   0.70257813 0.231911188 0.127663261 9.811600e-01    0.00   0.72      0.28
15   0.97285156 0.903500232 0.140989835 1.435819e-01    0.00   0.09      0.91
16   0.79996094 0.172017204 0.163048693 8.632218e-02    0.02   0.52      0.46
17   1.00000000 0.519817499 0.770694813 1.788078e-01    0.00   0.00      1.00
18   1.00000000 0.272684515 0.733793252 4.599339e-01    0.00   0.00      1.00
19   0.99988281 0.953787855 0.582322703 3.076804e-01    0.00   0.00      1.00
20   0.99246094 0.624548688 0.388813797 5.006007e-01    0.00   0.03      0.97
21   1.00000000 0.710691802 0.788615178 5.386844e-01    0.00   0.00      1.00
22   0.93718750 0.348822033 0.268305406 4.427726e-01    0.00   0.27      0.73
23   0.90203125 0.061987673 0.258890963 9.535255e-02    0.00   0.39      0.61
24   1.00000000 0.653881600 0.823446515 2.884970e-01    0.00   0.00      1.00
25   0.95183594 0.424327747 0.278855358 3.243566e-01    0.00   0.18      0.82
26   0.59246094 0.167557404 0.085790645 4.808168e-01    0.03   0.70      0.27
27   1.00000000 0.362542098 0.756118686 4.341088e-01    0.00   0.00      1.00
28   0.99753906 0.011545178 0.532585371 8.683498e-01    0.00   0.02      0.98
29   0.93492188 0.642995398 0.202072676 8.289756e-01    0.00   0.16      0.84
30   0.89949219 0.072820728 0.236127069 8.729717e-01    0.00   0.36      0.64
31   0.99777344 0.353592356 0.510548574 2.874745e-01    0.00   0.01      0.99
32   0.99183594 0.765985241 0.357831689 4.165564e-01    0.00   0.02      0.98
33   0.94046875 0.879208236 0.106970448 5.465709e-01    0.01   0.13      0.86
34   1.00000000 0.806578647 0.903980512 4.663395e-01    0.00   0.00      1.00
35   0.99996094 0.168872478 0.691961654 2.077196e-01    0.00   0.00      1.00
36   0.99589844 0.744463068 0.398392665 5.164393e-01    0.00   0.02      0.98
37   1.00000000 0.343845901 0.975679680 2.447310e-01    0.00   0.00      1.00
38   0.93425781 0.236652519 0.268638216 2.257721e-01    0.00   0.25      0.75
39   0.96933594 0.709948265 0.242002380 6.088990e-01    0.00   0.11      0.89
40   1.00000000 0.010310226 0.958193437 4.653247e-01    0.00   0.00      1.00
41   0.83101563 0.400753126 0.145084882 9.739093e-01    0.00   0.49      0.51
42   0.97628906 0.150765757 0.353865250 1.183946e-01    0.00   0.10      0.90
43   0.98976562 0.576327103 0.383803742 6.149063e-01    0.00   0.07      0.93
44   1.00000000 0.718958410 0.988862880 8.323586e-01    0.00   0.00      1.00
45   0.99433594 0.513382143 0.447493440 4.581322e-01    0.00   0.03      0.97
46   1.00000000 0.826565770 0.760938080 9.574441e-01    0.00   0.00      1.00
47   0.97890625 0.150399657 0.368747088 5.793677e-01    0.00   0.13      0.87
48   0.91718750 0.222903066 0.254345934 1.812145e-01    0.00   0.32      0.68
49   0.96445313 0.793844152 0.203442354 8.750396e-01    0.00   0.13      0.87
50   1.00000000 0.702060628 0.686380375 6.498108e-01    0.00   0.00      1.00
51   1.00000000 0.193942629 0.934881649 1.900477e-02    0.00   0.00      1.00
52   0.76117188 0.105399728 0.146872868 1.475299e-01    0.01   0.56      0.43
53   0.98632812 0.641157830 0.337673180 6.857869e-01    0.00   0.05      0.95
54   1.00000000 0.957399341 0.734208273 8.594478e-02    0.00   0.00      1.00
55   1.00000000 0.953155894 0.816437294 6.544450e-01    0.00   0.00      1.00
56   1.00000000 0.414885804 0.880808497 1.577565e-01    0.00   0.00      1.00
57   1.00000000 0.757465885 0.781578573 8.248940e-01    0.00   0.00      1.00
58   0.98621094 0.649180142 0.334615090 3.339650e-01    0.00   0.06      0.94
59   0.99984375 0.290277977 0.678562631 9.812488e-01    0.00   0.00      1.00
60   1.00000000 0.439903412 0.903151267 4.169515e-01    0.00   0.00      1.00
61   0.98359375 0.909278219 0.191269266 7.966086e-01    0.00   0.03      0.97
62   0.99273437 0.133670831 0.453647123 6.079382e-01    0.00   0.02      0.98
63   0.99980469 0.678094042 0.565397554 6.434627e-01    0.00   0.00      1.00
64   0.99984375 0.043154464 0.651679544 9.172384e-01    0.00   0.00      1.00
65   1.00000000 0.905387123 0.631129299 9.320181e-01    0.00   0.00      1.00
66   0.99722656 0.545900167 0.483662086 4.492442e-01    0.00   0.01      0.99
67   0.99964844 0.028550491 0.621090066 2.029157e-02    0.00   0.00      1.00
68   0.99914063 0.741217292 0.493628524 7.990819e-01    0.00   0.01      0.99
69   0.85824219 0.004326093 0.218938801 7.450078e-01    0.00   0.42      0.58
70   1.00000000 0.110924262 0.760944313 5.999624e-01    0.00   0.00      1.00
71   1.00000000 0.581634124 0.823201322 6.750385e-01    0.00   0.00      1.00
