     prop.aneu    prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    0.9187500 0.7011225461 0.135802887 0.1256419399    0.01   0.17      0.82
2    0.9891797 0.3222166090 0.400636275 0.5573065085    0.00   0.04      0.96
3    1.0000000 0.2689461531 0.871401081 0.8412551023    0.00   0.00      1.00
4    1.0000000 0.5914033647 0.720066131 0.3232164700    0.00   0.00      1.00
5    0.9750391 0.8940699268 0.171328356 0.6995686905    0.00   0.09      0.91
6    0.9996094 0.3072557503 0.599934716 0.2129438308    0.00   0.00      1.00
7    0.9999609 0.2648915469 0.681229399 0.1643313882    0.00   0.00      1.00
8    0.4559766 0.0604045929 0.066691641 0.7251903401    0.04   0.87      0.09
9    1.0000000 0.9823193625 0.617486134 0.9279956513    0.00   0.00      1.00
10   0.9891016 0.2253684539 0.417318585 0.4428985002    0.00   0.08      0.92
11   0.9999609 0.8093207348 0.558409377 0.1999945913    0.00   0.00      1.00
12   1.0000000 0.9911549923 0.576760541 0.5738877039    0.00   0.00      1.00
13   0.9905469 0.7501240964 0.289266472 0.8928752861    0.00   0.03      0.97
14   0.9999219 0.1543054429 0.685620718 0.0486881074    0.00   0.00      1.00
15   0.9986328 0.6262432956 0.509293182 0.5368443788    0.00   0.00      1.00
16   0.9495313 0.6857346925 0.194541939 0.5077158494    0.00   0.19      0.81
17   1.0000000 0.4237913403 0.883709117 0.2681553718    0.00   0.00      1.00
18   1.0000000 0.7476326523 0.974412776 0.8081840896    0.00   0.00      1.00
19   0.9911328 0.2606082766 0.419878538 0.8241352183    0.00   0.05      0.95
20   0.9935547 0.1668047670 0.452796256 0.2557189236    0.00   0.06      0.94
21   0.9142969 0.6213571676 0.162471093 0.3744414099    0.00   0.28      0.72
22   0.9647266 0.4758270404 0.292570509 0.9673492196    0.00   0.14      0.86
23   1.0000000 0.3781176526 0.985945383 0.5289272922    0.00   0.00      1.00
24   0.9955469 0.7078140902 0.389446783 0.8203357954    0.00   0.03      0.97
25   1.0000000 0.1003875849 0.953844284 0.8579011592    0.00   0.00      1.00
26   0.9871484 0.0599964852 0.406407324 0.8455681051    0.00   0.08      0.92
27   1.0000000 0.3224762853 0.715924896 0.4179009099    0.00   0.00      1.00
28   0.9966406 0.9501503697 0.299539195 0.5713894893    0.00   0.00      1.00
29   0.7119531 0.1627957453 0.135042978 0.8459150516    0.02   0.57      0.41
30   0.9944141 0.5836977765 0.425277208 0.0712799556    0.00   0.08      0.92
31   1.0000000 0.9847998472 0.871226871 0.4515140459    0.00   0.00      1.00
32   1.0000000 0.1900796997 0.982703193 0.6627245340    0.00   0.00      1.00
33   1.0000000 0.2631702994 0.790786305 0.4849314715    0.00   0.00      1.00
34   0.9653906 0.1530264772 0.333008328 0.4283102753    0.00   0.11      0.89
35   1.0000000 0.4784987797 0.827177973 0.0048718778    0.00   0.00      1.00
36   0.9999609 0.4809816692 0.719745892 0.5196756655    0.00   0.00      1.00
37   0.9983984 0.8683843787 0.438453930 0.5813304270    0.00   0.00      1.00
38   0.9993750 0.4346058830 0.515941613 0.8136562314    0.00   0.01      0.99
39   0.9519531 0.7251152664 0.176427334 0.5507675447    0.00   0.14      0.86
40   0.9812109 0.0679586779 0.397083244 0.3079438526    0.00   0.09      0.91
41   0.8871484 0.6425940704 0.114814452 0.3986121323    0.00   0.25      0.75
42   0.9871484 0.5747718776 0.336656824 0.9841887823    0.00   0.08      0.92
43   0.9917969 0.2033486182 0.420319531 0.0338681985    0.00   0.01      0.99
44   0.9894922 0.2071336661 0.408484031 0.8834809288    0.00   0.04      0.96
45   0.9996875 0.6614875812 0.553451633 0.5868839454    0.00   0.00      1.00
46   0.9996094 0.2094419654 0.585416344 0.3817543027    0.00   0.01      0.99
47   0.9950781 0.0160330448 0.491840261 0.4881596183    0.00   0.01      0.99
48   0.9287891 0.2229563273 0.254516860 0.4213893008    0.00   0.18      0.82
49   0.9332812 0.2288502844 0.279108074 0.0256557891    0.00   0.23      0.77
50   0.5782031 0.5010252795 0.034911880 0.9087828586    0.11   0.44      0.45
51   0.9100000 0.2215896752 0.238272561 0.6721827243    0.00   0.33      0.67
52   1.0000000 0.6958950125 0.965622089 0.9225706477    0.00   0.00      1.00
53   0.9926563 0.0468428535 0.449591180 0.9316026263    0.00   0.08      0.92
54   1.0000000 0.5507129149 0.632545379 0.0232333578    0.00   0.00      1.00
55   0.6203125 0.5577786339 0.014856557 0.2218322542    0.32   0.10      0.58
56   0.9946875 0.3128185987 0.446726650 0.0012821720    0.00   0.01      0.99
57   0.9960156 0.7294037817 0.394110292 0.8146560385    0.00   0.00      1.00
58   0.9984766 0.6385500031 0.541355216 0.0153411413    0.00   0.00      1.00
59   0.9914063 0.8150335986 0.299305985 0.8619501945    0.00   0.03      0.97
60   0.9673437 0.3259184738 0.299689887 0.2614489084    0.00   0.10      0.90
61   0.9993359 0.8438764480 0.473396192 0.4643996283    0.00   0.00      1.00
62   1.0000000 0.4600129148 0.802210790 0.1541499626    0.00   0.00      1.00
63   1.0000000 0.1301842979 0.945018491 0.2219487012    0.00   0.00      1.00
64   0.9898438 0.1562638821 0.442555283 0.6328026794    0.00   0.06      0.94
65   1.0000000 0.1182154350 0.780271357 0.7939640840    0.00   0.00      1.00
66   1.0000000 0.7353507243 0.749834317 0.0259833881    0.00   0.00      1.00
67   0.8694922 0.7728231496 0.064712537 0.5768905550    0.04   0.15      0.81
68   0.8860938 0.5383278411 0.166487988 0.8303599197    0.00   0.34      0.66
69   1.0000000 0.4421222494 0.854178142 0.6889443074    0.00   0.00      1.00
70   1.0000000 0.3432321863 0.966956690 0.5410664519    0.00   0.00      1.00
71   0.9726172 0.7201170987 0.230935790 0.7157250834    0.00   0.08      0.92
72   0.9944922 0.7608421133 0.395385812 0.6276384892    0.00   0.02      0.98
73   0.9719922 0.4373745492 0.321315310 0.5154336165    0.00   0.17      0.83
74   0.9932813 0.5372313245 0.415222915 0.6673842131    0.00   0.02      0.98
75   1.0000000 0.0272868285 0.834957581 0.9316275453    0.00   0.00      1.00
76   0.9998828 0.0134777019 0.662344480 0.0133912666    0.00   0.00      1.00
77   0.9933984 0.3113002188 0.434391883 0.0840119100    0.00   0.03      0.97
78   0.9999219 0.7816925934 0.684498837 0.4442789708    0.00   0.00      1.00
79   1.0000000 0.3940710877 0.941373606 0.8504850892    0.00   0.00      1.00
80   0.3057031 0.1920285732 0.010349288 0.3153908155    0.50   0.26      0.24
81   1.0000000 0.3941385557 0.852755643 0.9202346609    0.00   0.00      1.00
82   0.9854297 0.1519008060 0.395157064 0.7225700149    0.00   0.09      0.91
83   1.0000000 0.6929446009 0.962353443 0.8613271052    0.00   0.00      1.00
84   0.9816016 0.8637445488 0.272820198 0.0927470441    0.00   0.11      0.89
85   0.9999609 0.2815483955 0.620577154 0.2758433456    0.00   0.00      1.00
86   0.9228906 0.3232937632 0.231452185 0.4204075148    0.00   0.23      0.77
87   0.7904297 0.3651938704 0.124258180 0.3651712663    0.00   0.54      0.46
88   0.9670703 0.0502810143 0.338094864 0.7213518654    0.00   0.18      0.82
89   0.9751562 0.3701797435 0.338505806 0.9243693999    0.00   0.08      0.92
90   0.6878516 0.6313136471 0.027889104 0.5478406178    0.16   0.22      0.62
91   0.9999219 0.2937755566 0.676296587 0.7215152720    0.00   0.00      1.00
92   0.9930859 0.7926596780 0.352608881 0.4279372841    0.00   0.03      0.97
93   1.0000000 0.2457873609 0.900755614 0.9159453490    0.00   0.00      1.00
94   0.9417188 0.5636835019 0.209010535 0.9746137497    0.00   0.22      0.78
95   0.8716406 0.2694581256 0.188706511 0.1080254158    0.01   0.36      0.63
96   0.8480859 0.2519613276 0.182809105 0.5398034325    0.00   0.46      0.54
97   0.9324219 0.0978414300 0.290737153 0.7783240823    0.00   0.29      0.71
98   0.5873438 0.0440423610 0.095651163 0.5304286557    0.01   0.83      0.16
99   0.9998828 0.8722618460 0.592540079 0.7306890266    0.00   0.00      1.00
100  0.9969922 0.0077610256 0.521860517 0.6466465341    0.00   0.01      0.99
101  0.9998438 0.3066638042 0.669037118 0.1373441236    0.00   0.00      1.00
102  0.9873437 0.2221025638 0.404627631 0.6637199866    0.00   0.03      0.97
103  0.9997656 0.6664493515 0.657052757 0.2097227005    0.00   0.00      1.00
104  1.0000000 0.9653773755 0.742174475 0.1734394801    0.00   0.00      1.00
105  0.9899609 0.7106265370 0.357605635 0.2582667524    0.00   0.07      0.93
106  0.8741797 0.3367018737 0.198632946 0.4078105886    0.00   0.37      0.63
107  0.9997656 0.5602365956 0.609166007 0.6376793582    0.00   0.00      1.00
108  0.9998047 0.4105983290 0.616712756 0.5365121537    0.00   0.00      1.00
109  0.9989453 0.0802877876 0.548691124 0.5820995385    0.00   0.00      1.00
110  1.0000000 0.6027969527 0.698163582 0.8032628498    0.00   0.00      1.00
111  1.0000000 0.4607164627 0.982466671 0.3191413300    0.00   0.00      1.00
112  0.8929297 0.1985063183 0.218712439 0.5688889001    0.00   0.38      0.62
113  0.9876953 0.1311268576 0.405006083 0.2732410410    0.00   0.03      0.97
114  1.0000000 0.1561312866 0.969338739 0.6810339838    0.00   0.00      1.00
115  1.0000000 0.4074787768 0.794424355 0.9407713697    0.00   0.00      1.00
116  0.9843359 0.9900409025 0.045533144 0.0578206438    0.02   0.00      0.98
117  1.0000000 0.7685492937 0.930801403 0.8712825407    0.00   0.00      1.00
118  1.0000000 0.0164354404 0.990027422 0.6748678072    0.00   0.00      1.00
119  0.9937891 0.4105614854 0.420897649 0.1359313403    0.00   0.05      0.95
120  0.9321094 0.4719484714 0.214527961 0.2944092085    0.00   0.23      0.77
121  1.0000000 0.5322002224 0.649800031 0.3721172828    0.00   0.00      1.00
122  0.9624609 0.5172943061 0.288477902 0.7056206178    0.00   0.14      0.86
123  1.0000000 0.5216116095 0.986360409 0.4532304553    0.00   0.00      1.00
124  0.9923047 0.9477590376 0.271348750 0.2549451536    0.00   0.01      0.99
125  1.0000000 0.7663122877 0.974455934 0.7129945543    0.00   0.00      1.00
126  1.0000000 0.9083383027 0.685417373 0.3703904783    0.00   0.00      1.00
127  0.9969141 0.8407824964 0.364203504 0.7902828066    0.00   0.00      1.00
128  1.0000000 0.8620662231 0.839729241 0.9011731476    0.00   0.00      1.00
129  1.0000000 0.7740596116 0.701631436 0.4717377624    0.00   0.00      1.00
130  1.0000000 0.1910936225 0.842647667 0.3396326627    0.00   0.00      1.00
131  0.7646875 0.0520564525 0.154000360 0.7186061549    0.00   0.64      0.36
132  0.9465234 0.3028556223 0.246654217 0.8004015589    0.00   0.18      0.82
133  1.0000000 0.2468347445 0.844779168 0.8999251067    0.00   0.00      1.00
134  0.6658203 0.0894382894 0.114134517 0.4331891281    0.00   0.76      0.24
135  0.8803906 0.2845738393 0.192032546 0.2167190094    0.00   0.35      0.65
136  1.0000000 0.9026555237 0.864307743 0.6962522119    0.00   0.00      1.00
137  0.9980078 0.4239087701 0.491701051 0.9589197077    0.00   0.00      1.00
138  0.6463281 0.5731947082 0.008872760 0.5792519746    0.28   0.10      0.62
139  0.9674219 0.1450864661 0.339265030 0.9504886272    0.00   0.10      0.90
140  0.9994141 0.1994996583 0.599789454 0.9523660780    0.00   0.00      1.00
141  0.9969141 0.7467839955 0.406259116 0.4886807490    0.00   0.01      0.99
142  0.9435938 0.8877676225 0.058905193 0.0641415836    0.03   0.06      0.91
143  0.9204687 0.4359900255 0.219402396 0.0023095284    0.01   0.25      0.74
144  0.9954688 0.7660146730 0.349548088 0.2196338607    0.00   0.04      0.96
145  0.9996484 0.7403330998 0.491296737 0.8692726842    0.00   0.00      1.00
146  0.9439062 0.2961398382 0.262543985 0.6168271510    0.00   0.27      0.73
147  1.0000000 0.5303219466 0.941431170 0.3544751124    0.00   0.00      1.00
148  0.8681641 0.0677163857 0.214855141 0.8029035067    0.00   0.41      0.59
149  1.0000000 0.9604833478 0.954941238 0.8430943785    0.00   0.00      1.00
150  0.9973828 0.5402953129 0.479386084 0.6352421849    0.00   0.00      1.00
151  0.9129297 0.1500611361 0.240581365 0.1511843589    0.00   0.28      0.72
152  0.9914453 0.7255249496 0.356399048 0.8521277551    0.00   0.05      0.95
153  0.9888672 0.6553791887 0.343854618 0.2795608882    0.00   0.11      0.89
154  0.9997656 0.8255430940 0.520025883 0.6234471994    0.00   0.00      1.00
155  0.8137109 0.3587788313 0.140889632 0.6037962921    0.00   0.50      0.50
156  0.9996875 0.1960690911 0.631385486 0.3917780188    0.00   0.01      0.99
157  0.9999609 0.4057490299 0.589875122 0.7936635048    0.00   0.00      1.00
158  0.9503906 0.0985659426 0.294987984 0.3236475929    0.00   0.15      0.85
159  0.9547656 0.6450886291 0.233726250 0.9717328816    0.00   0.13      0.87
160  0.9881250 0.0780656731 0.435985856 0.9394562033    0.00   0.04      0.96
161  1.0000000 0.8457776683 0.919910752 0.7705689601    0.00   0.00      1.00
162  0.9996484 0.1451609076 0.620514549 0.3202146664    0.00   0.00      1.00
