     prop.aneu    prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    1.0000000 9.910035e-01 0.502220718 0.6790815094    0.00   0.00      1.00
2    0.9918359 8.426158e-02 0.448419275 0.5523353680    0.00   0.03      0.97
3    0.9956641 5.231020e-01 0.448734388 0.1934647008    0.00   0.02      0.98
4    0.9496094 8.026608e-02 0.305129784 0.3076597622    0.00   0.17      0.83
5    0.9989062 9.926943e-01 0.336015581 0.1149500681    0.00   0.00      1.00
6    0.9894141 1.702697e-01 0.430870731 0.2270830153    0.00   0.02      0.98
7    0.9563672 4.411101e-01 0.275953363 0.6843993503    0.00   0.13      0.87
8    0.9999609 8.230421e-01 0.672436381 0.4371574284    0.00   0.00      1.00
9    0.9975391 2.281361e-01 0.519551372 0.5858352350    0.00   0.02      0.98
10   1.0000000 5.865679e-01 0.658861726 0.8386595985    0.00   0.00      1.00
11   1.0000000 3.901949e-01 0.948946972 0.1996696992    0.00   0.00      1.00
12   0.9998828 5.671485e-01 0.675571426 0.1399780691    0.00   0.00      1.00
13   1.0000000 8.398181e-01 0.727205373 0.4434641649    0.00   0.00      1.00
14   1.0000000 2.050126e-01 0.979020444 0.0375986057    0.00   0.00      1.00
15   0.9291016 4.398036e-01 0.215317238 0.8995926222    0.00   0.31      0.69
16   0.9990234 5.139471e-01 0.523033750 0.4820579640    0.00   0.01      0.99
17   0.9555469 4.011304e-01 0.265925925 0.8550587152    0.00   0.15      0.85
18   0.9998438 2.102928e-01 0.671291404 0.8322090134    0.00   0.00      1.00
19   1.0000000 8.803515e-01 0.881754369 0.8574301496    0.00   0.00      1.00
20   1.0000000 1.191858e-01 0.827873983 0.8360894048    0.00   0.00      1.00
21   1.0000000 7.028388e-01 0.870160752 0.8421655225    0.00   0.00      1.00
22   0.9615234 1.717156e-03 0.320841420 0.3274237826    0.00   0.18      0.82
23   0.1469531 1.375884e-01 0.001622932 0.1407335827    0.81   0.06      0.13
24   0.6755469 5.084762e-01 0.061882356 0.0841101378    0.13   0.34      0.53
25   0.9999609 7.398961e-01 0.633388720 0.3223593894    0.00   0.00      1.00
26   0.9998828 4.058406e-01 0.681888529 0.1418973636    0.00   0.01      0.99
27   1.0000000 7.485589e-01 0.755531859 0.7000116534    0.00   0.00      1.00
28   1.0000000 7.723689e-01 0.673786844 0.3284064296    0.00   0.00      1.00
29   0.9991406 5.548261e-01 0.546364167 0.6514849958    0.00   0.01      0.99
30   1.0000000 5.038180e-01 0.781761275 0.1979947090    0.00   0.00      1.00
31   0.8733594 4.833857e-01 0.173834981 0.1019770117    0.01   0.29      0.70
32   1.0000000 6.723550e-01 0.960334513 0.1452007482    0.00   0.00      1.00
33   0.5423828 3.614066e-01 0.044887249 0.9526475561    0.09   0.54      0.37
34   0.9998047 3.963892e-01 0.640554108 0.4961134309    0.00   0.00      1.00
35   0.9992188 1.469544e-01 0.558468358 0.6247155135    0.00   0.00      1.00
36   0.9905469 3.111820e-01 0.412753947 0.5186906836    0.00   0.03      0.97
37   0.9999219 8.853483e-01 0.397838825 0.0973961700    0.00   0.00      1.00
38   0.9999219 5.121341e-01 0.684305618 0.1895522354    0.00   0.00      1.00
39   0.9777344 4.759341e-01 0.307993796 0.7665501384    0.00   0.10      0.90
40   0.9908594 2.166030e-01 0.436150355 0.0856063589    0.00   0.03      0.97
41   1.0000000 2.876728e-01 0.957667030 0.9824532184    0.00   0.00      1.00
42   0.9732422 3.014153e-02 0.372656645 0.8007356643    0.00   0.15      0.85
43   0.9971094 8.608202e-01 0.352432600 0.9526541983    0.00   0.02      0.98
44   0.9971094 8.035332e-01 0.364540427 0.3455768779    0.00   0.00      1.00
45   1.0000000 6.752864e-01 0.803697386 0.7919646385    0.00   0.00      1.00
46   0.9801562 1.000139e-01 0.374072791 0.8088538272    0.00   0.12      0.88
47   1.0000000 9.078153e-01 0.951830097 0.6869620371    0.00   0.00      1.00
48   0.9320312 9.321094e-01 0.027661567 0.3002706780    0.04   0.05      0.91
49   1.0000000 8.116857e-01 0.802212873 0.6153526353    0.00   0.00      1.00
50   0.9998828 4.053678e-01 0.645332596 0.3720855692    0.00   0.00      1.00
51   1.0000000 8.704179e-01 0.886625676 0.1136150856    0.00   0.00      1.00
52   0.9996484 5.236987e-01 0.571559367 0.9226504234    0.00   0.01      0.99
53   0.9999609 2.730375e-01 0.739539080 0.1708284211    0.00   0.00      1.00
54   0.9916016 2.972393e-01 0.436539432 0.9398512782    0.00   0.04      0.96
55   0.9990234 9.342588e-01 0.395180901 0.6467631012    0.00   0.01      0.99
56   0.9986719 5.528063e-01 0.516126837 0.9801665540    0.00   0.00      1.00
57   0.9705469 4.137666e-01 0.315685862 0.8444045149    0.00   0.13      0.87
58   0.9731250 5.903346e-01 0.312976470 0.7952933072    0.00   0.07      0.93
59   0.9966016 9.010402e-01 0.272724884 0.8289948278    0.00   0.01      0.99
60   1.0000000 7.627400e-01 0.744172120 0.5491521377    0.00   0.00      1.00
61   0.9999609 4.395826e-01 0.728729925 0.3692051067    0.00   0.00      1.00
62   1.0000000 7.982368e-01 0.813457409 0.3587508195    0.00   0.00      1.00
63   1.0000000 8.577644e-01 0.967192011 0.8150840772    0.00   0.00      1.00
64   1.0000000 4.800887e-01 0.785157308 0.7656601155    0.00   0.00      1.00
65   0.3670312 1.293248e-01 0.046048658 0.7354623266    0.13   0.76      0.11
66   0.9999219 4.667712e-02 0.698696466 0.9324911418    0.00   0.00      1.00
67   0.9580078 8.620991e-01 0.155619202 0.0707898997    0.00   0.12      0.88
68   1.0000000 3.403008e-01 0.883984441 0.1192102402    0.00   0.00      1.00
69   0.9595703 5.560262e-01 0.270969131 0.2056697647    0.00   0.14      0.86
70   0.9917969 1.183208e-01 0.454761702 0.0175858187    0.00   0.03      0.97
71   1.0000000 3.793904e-01 0.833596716 0.0465376971    0.00   0.00      1.00
72   0.9125781 4.079229e-02 0.263854598 0.3741841549    0.00   0.32      0.68
73   0.9827734 6.059808e-01 0.304035904 0.6614055429    0.00   0.06      0.94
74   0.9983984 3.142024e-01 0.538537981 0.9576126682    0.00   0.01      0.99
75   0.9853125 3.016235e-03 0.418611746 0.7065998698    0.00   0.09      0.91
76   0.1517578 1.370120e-02 0.018251428 0.7815801853    0.54   0.44      0.02
77   0.9228516 6.407988e-01 0.171409763 0.1186701071    0.00   0.24      0.76
78   1.0000000 9.109090e-01 0.912480272 0.7300436017    0.00   0.00      1.00
79   0.7756641 4.201776e-01 0.117879724 0.0793498689    0.03   0.47      0.50
80   0.9913281 2.690868e-01 0.444864671 0.3243688713    0.00   0.03      0.97
81   0.9998438 5.993170e-01 0.606994722 0.4705191925    0.00   0.00      1.00
