      prop.aneu   prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    0.83988281 0.683986314 0.0846210257 0.8386313026    0.00   0.33      0.67
2    0.94535156 0.657369240 0.2219327260 0.2740316193    0.00   0.14      0.86
3    1.00000000 0.322513898 0.9674772997 0.5596740614    0.00   0.00      1.00
4    0.99296875 0.596838385 0.3737099287 0.8776988538    0.00   0.03      0.97
5    0.99742188 0.685686898 0.4299901784 0.9426039197    0.00   0.02      0.98
6    1.00000000 0.753806884 0.7188447898 0.8998614429    0.00   0.00      1.00
7    0.99941406 0.203046758 0.5952927088 0.8649023387    0.00   0.01      0.99
8    1.00000000 0.500237562 0.9378285140 0.0721694219    0.00   0.00      1.00
9    0.63152344 0.045074583 0.1099237127 0.7208193468    0.00   0.81      0.19
10   0.97796875 0.911297560 0.2075441012 0.8851697473    0.00   0.06      0.94
11   1.00000000 0.782539486 0.8768890956 0.3887871273    0.00   0.00      1.00
12   0.02859375 0.048407364 0.0008520717 0.7992095205    0.96   0.02      0.02
13   1.00000000 0.542106268 0.9758496457 0.3361636368    0.00   0.00      1.00
14   0.56707031 0.086614883 0.0892025121 0.3477513725    0.06   0.77      0.17
15   1.00000000 0.190289205 0.6920773443 0.6951575561    0.00   0.00      1.00
16   0.84894531 0.705762361 0.0942548839 0.5914287998    0.01   0.29      0.70
17   1.00000000 0.392071421 0.8424367961 0.9362304260    0.00   0.00      1.00
18   0.99636719 0.268855791 0.4911905865 0.8682561100    0.00   0.04      0.96
19   0.99992187 0.296205915 0.6657131948 0.4549700238    0.00   0.00      1.00
20   0.99707031 0.173240202 0.5223354453 0.5515023067    0.00   0.03      0.97
21   1.00000000 0.870389885 0.9597533981 0.3140064040    0.00   0.00      1.00
22   0.99996094 0.012015554 0.6501887597 0.7617189121    0.00   0.00      1.00
23   0.98468750 0.801380412 0.2596483615 0.4037651480    0.00   0.10      0.90
24   0.95273438 0.723520157 0.1773181064 0.9844079546    0.00   0.14      0.86
25   0.97523437 0.183556493 0.3687396452 0.6870967008    0.00   0.13      0.87
26   1.00000000 0.680505502 0.8509918400 0.5124993841    0.00   0.00      1.00
27   0.99835938 0.168967820 0.5093448972 0.7659086292    0.00   0.02      0.98
28   0.99960938 0.504600229 0.5998027991 0.8123562322    0.00   0.02      0.98
29   0.56382813 0.457287791 0.0300456274 0.0581460975    0.39   0.15      0.46
30   0.99992187 0.753576634 0.6181120619 0.5517838763    0.00   0.00      1.00
31   1.00000000 0.990125369 0.4661189222 0.6371922144    0.00   0.00      1.00
32   1.00000000 0.920758494 0.9969042270 0.0050819910    0.00   0.00      1.00
