     prop.aneu   prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    0.9975781 0.239251326 0.505236542 0.8448495041    0.00   0.00      1.00
2    0.9933594 0.603870353 0.398653325 0.6251947328    0.00   0.05      0.95
3    0.2086328 0.036016482 0.027174864 0.6284808416    0.46   0.47      0.07
4    1.0000000 0.924421429 0.615048482 0.7535938411    0.00   0.00      1.00
5    1.0000000 0.646059977 0.981007005 0.6305150539    0.00   0.00      1.00
6    1.0000000 0.869553395 0.784789855 0.0873539574    0.00   0.00      1.00
7    0.9948047 0.853002724 0.343672442 0.0537957486    0.00   0.01      0.99
8    1.0000000 0.839207565 0.844288181 0.4502458374    0.00   0.00      1.00
9    1.0000000 0.911227645 0.742471876 0.1475014053    0.00   0.00      1.00
10   0.9967969 0.653109518 0.418741788 0.8650352929    0.00   0.02      0.98
11   0.9862891 0.746636345 0.304733166 0.7007043269    0.00   0.06      0.94
12   0.6524609 0.211566338 0.092582074 0.5992726760    0.00   0.73      0.27
13   1.0000000 0.699694936 0.809813801 0.4121322236    0.00   0.00      1.00
14   0.9653516 0.508334502 0.274414342 0.4160636861    0.00   0.17      0.83
15   0.9879297 0.608070346 0.338043014 0.8953072652    0.00   0.06      0.94
16   0.8407422 0.568060562 0.114502856 0.4803976396    0.01   0.33      0.66
17   1.0000000 0.409844285 0.884955291 0.4128761473    0.00   0.00      1.00
18   1.0000000 0.164067609 0.850747884 0.4709786139    0.00   0.00      1.00
19   0.9366406 0.185883744 0.277153471 0.2240628779    0.00   0.23      0.77
20   0.9988672 0.932966183 0.395268196 0.9188465590    0.00   0.01      0.99
21   0.9578516 0.669673504 0.231983714 0.5064904180    0.00   0.17      0.83
22   0.9938672 0.327321645 0.450589553 0.8368505067    0.00   0.03      0.97
23   0.9996875 0.649496295 0.652507775 0.5394700100    0.00   0.01      0.99
24   1.0000000 0.819339591 0.825773956 0.9577876274    0.00   0.00      1.00
25   1.0000000 0.082042902 0.743625800 0.2862421796    0.00   0.00      1.00
26   1.0000000 0.276499703 0.954066070 0.5594216860    0.00   0.00      1.00
27   1.0000000 0.048480117 0.900246213 0.7543882583    0.00   0.00      1.00
28   1.0000000 0.558379754 0.986036844 0.3973400716    0.00   0.00      1.00
29   1.0000000 0.564970624 0.939434995 0.8169677018    0.00   0.00      1.00
30   1.0000000 0.621234019 0.790258978 0.3786826141    0.00   0.00      1.00
31   1.0000000 0.694324086 0.923995351 0.5153188715    0.00   0.00      1.00
32   0.9173828 0.683726327 0.133524852 0.8163648285    0.00   0.19      0.81
33   0.9908984 0.610252216 0.374485594 0.1290058275    0.00   0.06      0.94
34   0.9018750 0.345810682 0.203270002 0.0571642213    0.00   0.33      0.67
35   0.9999219 0.634083994 0.684938040 0.2822598803    0.00   0.00      1.00
36   0.3348828 0.185227272 0.020857187 0.7686995741    0.42   0.38      0.20
37   1.0000000 0.870973565 0.860120718 0.6972550554    0.00   0.00      1.00
38   0.9993359 0.717411347 0.557486585 0.4393878430    0.00   0.00      1.00
39   0.9987109 0.551350749 0.505375732 0.6517385673    0.00   0.00      1.00
40   0.9823828 0.881650038 0.264035771 0.1818004183    0.00   0.06      0.94
41   0.9074609 0.263141107 0.234476914 0.4931298331    0.00   0.32      0.68
42   0.9999219 0.529069416 0.635694133 0.5438148768    0.00   0.00      1.00
43   0.9730469 0.935535213 0.146195995 0.8378885030    0.00   0.09      0.91
44   0.9999219 0.029254936 0.745805232 0.9277000257    0.00   0.00      1.00
45   0.9874609 0.074401112 0.406688035 0.9773770005    0.00   0.06      0.94
46   1.0000000 0.647070667 0.895042526 0.3730052791    0.00   0.00      1.00
47   1.0000000 0.419217674 0.991897190 0.7384517116    0.00   0.00      1.00
48   0.9964844 0.243501183 0.461752203 0.2096036053    0.00   0.04      0.96
49   0.9989453 0.833572367 0.517337123 0.2062288730    0.00   0.00      1.00
50   1.0000000 0.463426091 0.864936688 0.7422350347    0.00   0.00      1.00
51   0.9931250 0.055259785 0.473814132 0.2047954900    0.00   0.02      0.98
52   0.8268750 0.671760296 0.081575203 0.5552451937    0.02   0.30      0.68
53   0.5041016 0.296817254 0.048934177 0.8691245615    0.07   0.65      0.28
54   1.0000000 0.994683704 0.284037009 0.3720235592    0.00   0.00      1.00
55   0.9983594 0.247946112 0.535388483 0.1847233586    0.00   0.04      0.96
56   0.9986719 0.468982307 0.503583995 0.8373882996    0.00   0.01      0.99
57   1.0000000 0.923415602 0.858910513 0.8098631175    0.00   0.00      1.00
58   0.9987500 0.127678855 0.532464401 0.1708839478    0.00   0.01      0.99
59   0.9997656 0.773214277 0.588285641 0.3620695551    0.00   0.00      1.00
60   0.9999609 0.225846289 0.700374545 0.6580177627    0.00   0.00      1.00
61   0.7551562 0.626896118 0.058451368 0.3128763062    0.04   0.33      0.63
62   0.9996484 0.710783464 0.566478718 0.3885419699    0.00   0.00      1.00
63   0.9942188 0.926233951 0.222713226 0.0393668285    0.00   0.01      0.99
64   0.8427344 0.153000331 0.198637365 0.2208791107    0.00   0.47      0.53
65   1.0000000 0.182448551 0.790481225 0.9147861013    0.00   0.00      1.00
66   0.9976563 0.669609851 0.530425007 0.4032962688    0.00   0.00      1.00
67   1.0000000 0.277258850 0.706319578 0.0806454753    0.00   0.00      1.00
68   1.0000000 0.258680669 0.847303107 0.0540802039    0.00   0.00      1.00
69   0.9994531 0.932047426 0.342578882 0.4688574565    0.00   0.00      1.00
70   0.9380859 0.345062817 0.252186694 0.4297951581    0.00   0.16      0.84
71   0.9992188 0.882508147 0.460950058 0.6913121308    0.00   0.01      0.99
72   0.9376172 0.697853753 0.188214540 0.1778535324    0.00   0.14      0.86
73   1.0000000 0.363108161 0.766718096 0.7025187002    0.00   0.00      1.00
74   0.9872656 0.644897547 0.328342280 0.7540437793    0.00   0.03      0.97
75   0.5260938 0.445046655 0.028420166 0.1673163073    0.30   0.29      0.41
