      prop.aneu    prob.meio    prob.mito   dispersal euploid mosaic aneuploid
1    0.92968750 0.3839236475 0.2422030079 0.263920997    0.00   0.24      0.76
2    1.00000000 0.3032662717 0.9344751083 0.710462681    0.00   0.00      1.00
3    1.00000000 0.3906095657 0.9340415385 0.863898558    0.00   0.00      1.00
4    1.00000000 0.0207697896 0.8366347640 0.150008445    0.00   0.00      1.00
5    0.97964844 0.4410992572 0.3189322723 0.003483497    0.00   0.08      0.92
6    1.00000000 0.9271567005 0.7331513145 0.502612667    0.00   0.00      1.00
7    1.00000000 0.9392598637 0.7830323353 0.227450887    0.00   0.00      1.00
8    1.00000000 0.0552826789 0.8899990809 0.472522199    0.00   0.00      1.00
9    0.99507813 0.7923760735 0.3736998758 0.519493466    0.00   0.03      0.97
10   0.98492187 0.1411862315 0.3984593910 0.989069954    0.00   0.03      0.97
11   1.00000000 0.3830847440 0.8613983837 0.455111407    0.00   0.00      1.00
12   0.95031250 0.7467031500 0.1810729026 0.010144612    0.00   0.10      0.90
13   1.00000000 0.5541433999 0.9795203609 0.828634343    0.00   0.00      1.00
14   0.98363281 0.9561756947 0.1489474720 0.826044843    0.00   0.05      0.95
15   0.99757812 0.8292463608 0.3681969661 0.729631702    0.00   0.00      1.00
16   0.99910156 0.7515862712 0.5654421898 0.188363218    0.00   0.00      1.00
17   0.97019531 0.1904628966 0.3464109506 0.543951566    0.00   0.06      0.94
18   0.98679688 0.1371379504 0.4159384624 0.213904973    0.00   0.03      0.97
19   0.99800781 0.9090182881 0.3634394864 0.693757270    0.00   0.03      0.97
20   0.99960938 0.4076835443 0.6452585126 0.292551062    0.00   0.00      1.00
21   1.00000000 0.6862908024 0.9174902374 0.480453261    0.00   0.00      1.00
22   0.98058594 0.2398699466 0.3647469520 0.856046285    0.00   0.08      0.92
23   1.00000000 0.4079248109 0.9870502308 0.533052347    0.00   0.00      1.00
24   1.00000000 0.8339174674 0.9954151402 0.954608236    0.00   0.00      1.00
25   0.99996094 0.6867856588 0.6681729378 0.786517029    0.00   0.00      1.00
26   0.99503906 0.8363244513 0.3863236904 0.977675301    0.00   0.03      0.97
27   1.00000000 0.7011545151 0.9419790835 0.325663816    0.00   0.00      1.00
28   0.79382812 0.2399746394 0.1488935919 0.881656064    0.00   0.53      0.47
29   0.95636719 0.2597694329 0.2882288962 0.368304028    0.00   0.15      0.85
30   1.00000000 0.5728490376 0.8837026884 0.551264847    0.00   0.00      1.00
31   0.91535156 0.4434361625 0.2092734179 0.863188141    0.00   0.31      0.69
32   0.99785156 0.4763952342 0.5286125029 0.380216442    0.00   0.01      0.99
33   0.85312500 0.1400761791 0.1846826340 0.077277018    0.01   0.44      0.55
34   1.00000000 0.6365382557 0.8061807414 0.971781048    0.00   0.00      1.00
35   0.98613281 0.0311273164 0.4222731846 0.209812722    0.00   0.07      0.93
36   0.98976562 0.9535699047 0.1050274994 0.678900030    0.00   0.02      0.98
37   0.99917969 0.2681613816 0.5773961744 0.914690552    0.00   0.00      1.00
38   0.49953125 0.3108066497 0.0386988542 0.288469904    0.20   0.50      0.30
39   0.55792969 0.3631786851 0.0400607581 0.743822033    0.11   0.50      0.39
40   1.00000000 0.2095226047 0.9277883205 0.352902835    0.00   0.00      1.00
41   0.91652344 0.1111998870 0.2468230792 0.850257266    0.00   0.31      0.69
42   1.00000000 0.0919452361 0.7520044246 0.167878034    0.00   0.00      1.00
43   1.00000000 0.7625371758 0.6595151415 0.084155074    0.00   0.00      1.00
44   0.99976562 0.9222809416 0.5181872691 0.264762930    0.00   0.00      1.00
45   0.99804688 0.1161789547 0.5080286136 0.314028275    0.00   0.01      0.99
