      prop.aneu    prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    0.99562500 0.9634187308 0.226740718 0.4151803423    0.00   0.03      0.97
2    0.99679688 0.7564590494 0.364740987 0.4125309174    0.00   0.00      1.00
3    0.99136719 0.8841075108 0.330449380 0.6302426525    0.00   0.04      0.96
4    1.00000000 0.7726369414 0.842247214 0.6130130293    0.00   0.00      1.00
5    0.99917969 0.4233799253 0.559616745 0.3247813804    0.00   0.00      1.00
6    0.99777344 0.7943433619 0.387491345 0.4032734546    0.00   0.00      1.00
7    1.00000000 0.4948990741 0.943884659 0.1826943047    0.00   0.00      1.00
8    0.99921875 0.7217779234 0.527654035 0.8390487512    0.00   0.00      1.00
9    0.07777344 0.0173838846 0.007023113 0.6545958465    0.74   0.25      0.01
10   0.80269531 0.4197160269 0.111310312 0.6293659185    0.01   0.42      0.57
11   1.00000000 0.0770993659 0.933138059 0.4278766557    0.00   0.00      1.00
12   0.87066406 0.2153756805 0.193093628 0.8678601102    0.00   0.42      0.58
13   0.97492188 0.7320051442 0.247649133 0.8695033966    0.00   0.09      0.91
14   0.99992187 0.4669129746 0.641571910 0.4284790158    0.00   0.00      1.00
15   0.96808594 0.8918914010 0.134301749 0.2639846164    0.00   0.08      0.92
16   0.39050781 0.3150496096 0.010403254 0.8057393928    0.46   0.20      0.34
17   0.96820313 0.5656834610 0.272246426 0.2178574814    0.00   0.16      0.84
18   0.76332031 0.1467050328 0.158469995 0.9388766726    0.00   0.58      0.42
19   1.00000000 0.6360199810 0.947691440 0.3839430341    0.00   0.00      1.00
20   0.55726562 0.2932608370 0.053980265 0.4274853964    0.14   0.54      0.32
21   0.99273437 0.2786448891 0.444246582 0.4635747250    0.00   0.01      0.99
22   1.00000000 0.3982697462 0.885117447 0.6092581400    0.00   0.00      1.00
23   0.92859375 0.1468055027 0.244053862 0.5655182011    0.00   0.33      0.67
24   0.89156250 0.2621352109 0.218394324 0.1021307721    0.02   0.36      0.62
25   0.99765625 0.2641180055 0.507498562 0.3349592567    0.00   0.02      0.98
26   1.00000000 0.9865740589 0.849693596 0.5206671958    0.00   0.00      1.00
27   0.99621094 0.7216323519 0.421073047 0.5844418502    0.00   0.03      0.97
28   1.00000000 0.7950123032 0.990725079 0.8031084090    0.00   0.00      1.00
29   0.99031250 0.3910944075 0.391951465 0.4618788371    0.00   0.09      0.91
30   0.95238281 0.3544898024 0.290250110 0.9028686332    0.00   0.24      0.76
31   0.99824219 0.5673092273 0.494719811 0.5373697276    0.00   0.00      1.00
32   0.99992187 0.6677935130 0.653431380 0.3884725419    0.00   0.00      1.00
33   1.00000000 0.1761983163 0.879194925 0.7886274413    0.00   0.00      1.00
34   1.00000000 0.5599707102 0.786247676 0.5864047743    0.00   0.00      1.00
35   1.00000000 0.4850053033 0.734254527 0.1808230865    0.00   0.00      1.00
36   1.00000000 0.7818063786 0.747556811 0.1214833607    0.00   0.00      1.00
37   0.99976562 0.9112789137 0.486761320 0.6324854561    0.00   0.01      0.99
38   0.99992187 0.5275119306 0.597216323 0.6929485230    0.00   0.00      1.00
39   0.99437500 0.0647683495 0.475652515 0.8661972065    0.00   0.03      0.97
40   1.00000000 0.9738405929 0.695034378 0.6911767479    0.00   0.00      1.00
41   0.92328125 0.2623294767 0.249355139 0.4168228139    0.00   0.27      0.73
42   0.99988281 0.8853501820 0.583493280 0.1536589367    0.00   0.00      1.00
43   0.99988281 0.8222151764 0.605779897 0.0194117224    0.00   0.00      1.00
44   1.00000000 0.9441449954 0.742945604 0.3617900577    0.00   0.00      1.00
45   0.99683594 0.5842783188 0.438058528 0.7939626887    0.00   0.01      0.99
46   0.97632812 0.9407291603 0.036385031 0.5338429210    0.02   0.01      0.97
47   0.98429687 0.9081669736 0.178505825 0.0617940130    0.00   0.02      0.98
48   0.83464844 0.3999523339 0.148738733 0.5416576818    0.00   0.42      0.58
49   1.00000000 0.4698847425 0.899214853 0.4219173305    0.00   0.00      1.00
50   1.00000000 0.8306817205 0.749960587 0.4578831047    0.00   0.00      1.00
51   0.99132813 0.4316120213 0.402441644 0.3308956989    0.00   0.04      0.96
52   0.90703125 0.2077820508 0.234977634 0.7037123558    0.00   0.33      0.67
53   0.99945313 0.9691828622 0.319537465 0.8966396826    0.00   0.00      1.00
54   0.99992187 0.4702878830 0.673414264 0.8667143756    0.00   0.00      1.00
55   0.93917969 0.1161145689 0.288264614 0.3947218319    0.00   0.19      0.81
56   0.99593750 0.5142817085 0.435694233 0.3462205341    0.00   0.01      0.99
57   1.00000000 0.0657331210 0.826928541 0.6430541975    0.00   0.00      1.00
58   0.97914062 0.6143747843 0.293217667 0.9335461024    0.00   0.06      0.94
59   1.00000000 0.2554239512 0.772600389 0.0072412307    0.00   0.00      1.00
60   0.99539062 0.1230106493 0.490913616 0.6034190187    0.00   0.02      0.98
61   1.00000000 0.0309807756 0.958318128 0.7330600261    0.00   0.00      1.00
62   0.79125000 0.6685760994 0.059943327 0.1590090732    0.09   0.23      0.68
63   0.98410156 0.1967131211 0.378829776 0.0835769454    0.00   0.10      0.90
64   1.00000000 0.6810270124 0.708099863 0.8574197334    0.00   0.00      1.00
65   1.00000000 0.6137054921 0.781873200 0.4050569111    0.00   0.00      1.00
66   1.00000000 0.2199065462 0.688795396 0.1507107578    0.00   0.00      1.00
67   1.00000000 0.9165651766 0.734951551 0.1021795124    0.00   0.00      1.00
68   1.00000000 0.6299088823 0.755916907 0.1418050248    0.00   0.00      1.00
69   1.00000000 0.7556349204 0.747183157 0.2181400522    0.00   0.00      1.00
70   0.90480469 0.5395001308 0.167926639 0.8034307295    0.00   0.31      0.69
71   0.98175781 0.9130117709 0.137807205 0.7468652590    0.00   0.05      0.95
72   0.99906250 0.4433999753 0.553217979 0.9387039458    0.00   0.00      1.00
73   1.00000000 0.9801759704 0.622219026 0.3499004301    0.00   0.00      1.00
74   1.00000000 0.5418016333 0.955156410 0.9394675700    0.00   0.00      1.00
75   1.00000000 0.7479460388 0.673284958 0.7381131290    0.00   0.00      1.00
76   1.00000000 0.8501674922 0.992373198 0.2834406267    0.00   0.00      1.00
77   1.00000000 0.5315910142 0.746742370 0.6271897703    0.00   0.00      1.00
78   0.99972656 0.2122890695 0.672915469 0.8736048378    0.00   0.00      1.00
79   0.49546875 0.5120835302 0.012907314 0.5240532476    0.37   0.19      0.44
80   0.99996094 0.5868740499 0.725291286 0.7145828572    0.00   0.01      0.99
81   0.97152344 0.1968881234 0.344654791 0.7203438424    0.00   0.13      0.87
82   0.99117188 0.6606723045 0.365627132 0.0095445644    0.00   0.04      0.96
83   1.00000000 0.9151774286 0.906859875 0.0819807812    0.00   0.00      1.00
84   0.99847656 0.9820414323 0.381325602 0.0369742482    0.00   0.00      1.00
85   0.99230469 0.4117876957 0.454288720 0.8811536964    0.00   0.04      0.96
86   0.99281250 0.6102270794 0.387896071 0.5839638545    0.00   0.04      0.96
87   0.99984375 0.4114594401 0.625885047 0.0289424655    0.00   0.00      1.00
88   1.00000000 0.2363980366 0.878124539 0.0822479378    0.00   0.00      1.00
89   0.99886719 0.9041707185 0.409044769 0.7451845489    0.00   0.00      1.00
90   0.87867187 0.8887131703 0.006559684 0.0547755237    0.10   0.03      0.87
91   0.98558594 0.3393957803 0.391967094 0.6828719857    0.00   0.07      0.93
92   1.00000000 0.0230602834 0.923180161 0.7187944427    0.00   0.00      1.00
93   0.77578125 0.3174959214 0.143146153 0.1552643487    0.00   0.62      0.38
94   1.00000000 0.1765152426 0.740716326 0.7379761145    0.00   0.00      1.00
95   0.17191406 0.1592173211 0.000367949 0.7474111994    0.82   0.01      0.17
96   0.99832031 0.3023932707 0.531395639 0.5317006293    0.00   0.00      1.00
97   0.97472656 0.5871941480 0.295910710 0.0703201129    0.00   0.11      0.89
98   1.00000000 0.2782558261 0.917750140 0.5245521895    0.00   0.00      1.00
99   1.00000000 0.0931245030 0.936508720 0.1264685206    0.00   0.00      1.00
100  1.00000000 0.8256427448 0.996460526 0.5726489334    0.00   0.00      1.00
101  0.83734375 0.6297780208 0.112600841 0.0828771347    0.04   0.32      0.64
102  0.96472656 0.2627223849 0.324175496 0.0103447507    0.00   0.19      0.81
103  1.00000000 0.2428985795 0.871099747 0.0381344117    0.00   0.00      1.00
104  0.98968750 0.6055786514 0.374730401 0.5814498835    0.00   0.04      0.96
105  0.68062500 0.0765911178 0.115788922 0.0452118502    0.08   0.58      0.34
106  0.99550781 0.3104219295 0.433061550 0.1704378838    0.00   0.04      0.96
107  0.90984375 0.1280525979 0.242304608 0.5571492272    0.00   0.36      0.64
108  0.99234375 0.1105715784 0.439496966 0.5164945023    0.00   0.04      0.96
109  0.94703125 0.0900616578 0.306393871 0.4359304076    0.00   0.20      0.80
110  0.99988281 0.3559540280 0.647421137 0.8972998369    0.00   0.00      1.00
111  0.99179688 0.7659390243 0.376145376 0.0473457621    0.00   0.05      0.95
112  0.99816406 0.0084586353 0.549214131 0.1976661438    0.00   0.00      1.00
113  0.65406250 0.2635158342 0.094771582 0.0077472755    0.15   0.40      0.45
114  1.00000000 0.3541294143 0.683554236 0.8392056026    0.00   0.00      1.00
115  1.00000000 0.9592159255 0.831068410 0.4172068259    0.00   0.00      1.00
116  1.00000000 0.2802013436 0.820780644 0.5903379193    0.00   0.00      1.00
117  0.88808594 0.7736351006 0.067252531 0.9487568694    0.02   0.19      0.79
118  0.83890625 0.2493118877 0.171528575 0.5012120234    0.00   0.48      0.52
119  0.82375000 0.8062913981 0.012149277 0.9183225811    0.13   0.06      0.81
120  0.99832031 0.6137661645 0.486038567 0.9330553799    0.00   0.00      1.00
121  0.96363281 0.5277246088 0.262265479 0.4215711756    0.00   0.15      0.85
122  1.00000000 0.3592259469 0.913826968 0.1927193096    0.00   0.00      1.00
123  0.99824219 0.9588445774 0.317753186 0.2940802616    0.00   0.01      0.99
124  1.00000000 0.0642517509 0.771444967 0.2694267714    0.00   0.00      1.00
125  0.99421875 0.7002916706 0.381004112 0.5733457843    0.00   0.05      0.95
126  0.87714844 0.3771423344 0.181814258 0.9786976941    0.00   0.37      0.63
127  0.99726563 0.4049251974 0.489054419 0.1241981972    0.00   0.03      0.97
128  1.00000000 0.4274731220 0.836643720 0.2649793043    0.00   0.00      1.00
129  0.81667969 0.4923321197 0.130555840 0.6540139094    0.02   0.45      0.53
130  0.88125000 0.6556759744 0.115058629 0.5086209001    0.00   0.23      0.77
131  1.00000000 0.3544153122 0.992446163 0.2789091980    0.00   0.00      1.00
132  1.00000000 0.3021251913 0.898626678 0.7071529024    0.00   0.00      1.00
133  0.96175781 0.8841842699 0.125465618 0.5738828166    0.00   0.09      0.91
134  0.99777344 0.4051157029 0.516588707 0.6471865892    0.00   0.00      1.00
135  0.98757812 0.0051881422 0.427622088 0.3521024578    0.00   0.06      0.94
136  0.70019531 0.2131990904 0.105409837 0.8600008213    0.00   0.69      0.31
137  0.99902344 0.0447314112 0.564726314 0.3940616453    0.00   0.01      0.99
138  1.00000000 0.0461146701 0.926600508 0.3545504846    0.00   0.00      1.00
139  0.99812500 0.7009512663 0.480395556 0.3083209135    0.00   0.02      0.98
140  0.99839844 0.5275440540 0.501207867 0.1441699073    0.00   0.02      0.98
141  1.00000000 0.8106459505 0.853069009 0.5713192152    0.00   0.00      1.00
142  0.56816406 0.4666956775 0.006726807 0.6266330993    0.34   0.11      0.55
143  0.99675781 0.9028138218 0.377843550 0.6811319657    0.00   0.02      0.98
144  1.00000000 0.7987055585 0.737758370 0.2795366617    0.00   0.00      1.00
145  0.99980469 0.3864127807 0.630437694 0.6472365232    0.00   0.00      1.00
146  0.99945313 0.8739892300 0.515207554 0.1781220648    0.00   0.00      1.00
147  0.99996094 0.3238800203 0.727276119 0.7702006958    0.00   0.00      1.00
148  0.76675781 0.6090207340 0.064471638 0.9248848115    0.02   0.35      0.63
149  1.00000000 0.9985906114 0.709199737 0.8335783374    0.00   0.00      1.00
150  0.99289063 0.3642592113 0.436073218 0.8970200156    0.00   0.05      0.95
151  0.81390625 0.2316420863 0.156654069 0.3055820591    0.01   0.49      0.50
152  1.00000000 0.3419581845 0.976402549 0.8707293370    0.00   0.00      1.00
153  0.89843750 0.5320994698 0.153904030 0.5619557316    0.00   0.27      0.73
154  0.99953125 0.9560591942 0.469499502 0.3078375161    0.00   0.00      1.00
155  0.99757812 0.4976047771 0.474888197 0.3315187143    0.00   0.02      0.98
156  0.94957031 0.4235937477 0.254514075 0.4119293368    0.00   0.14      0.86
157  0.99972656 0.7625920433 0.593439344 0.0900586352    0.00   0.01      0.99
158  0.99894531 0.8781014069 0.495653915 0.6338102357    0.00   0.00      1.00
159  1.00000000 0.5251134592 0.976074009 0.7343117925    0.00   0.00      1.00
160  1.00000000 0.1496725788 0.915744075 0.7978486011    0.00   0.00      1.00
161  1.00000000 0.0279505195 0.901969579 0.1183679444    0.00   0.00      1.00
162  0.85710937 0.6178171791 0.122472560 0.2888255618    0.02   0.30      0.68
163  1.00000000 0.6509284177 0.898890235 0.1866072691    0.00   0.00      1.00
164  0.98308594 0.6685367678 0.309732548 0.7309980644    0.00   0.12      0.88
165  0.94343750 0.3155512677 0.270064992 0.7874642871    0.00   0.18      0.82
166  0.79386719 0.7881192598 0.012537403 0.5501010353    0.19   0.03      0.78
167  0.98175781 0.7190068276 0.297637907 0.4465949896    0.00   0.08      0.92
168  0.93890625 0.0227746416 0.297902953 0.9656878046    0.00   0.25      0.75
169  1.00000000 0.3981588888 0.989990830 0.6908879110    0.00   0.00      1.00
170  0.88902344 0.8428469021 0.022402679 0.3685842869    0.05   0.08      0.87
171  1.00000000 0.7432833398 0.732193259 0.4330541235    0.00   0.00      1.00
172  0.99945313 0.7515122069 0.513326002 0.7371890147    0.00   0.00      1.00
173  0.93480469 0.1599550932 0.284215473 0.4548295224    0.00   0.29      0.71
174  1.00000000 0.4494185192 0.831214498 0.1662531067    0.00   0.00      1.00
175  0.99984375 0.3946156683 0.637162665 0.0443093907    0.00   0.00      1.00
176  0.85839844 0.6045532031 0.120292416 0.3055570712    0.01   0.30      0.69
177  0.94816406 0.5425192551 0.258846724 0.1850393971    0.00   0.19      0.81
178  0.99230469 0.8049374230 0.370151555 0.2380449306    0.00   0.04      0.96
179  0.99925781 0.1286751651 0.580992569 0.6592184161    0.00   0.02      0.98
180  1.00000000 0.9556632403 0.706153529 0.4655089839    0.00   0.00      1.00
181  0.91062500 0.3791204493 0.219502845 0.7027109689    0.00   0.36      0.64
182  1.00000000 0.0609285063 0.886312359 0.2844546330    0.00   0.00      1.00
183  1.00000000 0.3071042174 0.960663351 0.3498553296    0.00   0.00      1.00
184  0.80886719 0.3072709630 0.149404602 0.3783929094    0.00   0.54      0.46
185  0.93851562 0.7305204284 0.177261603 0.5663510170    0.00   0.17      0.83
186  0.99972656 0.2860249106 0.620105024 0.8068250960    0.00   0.00      1.00
187  1.00000000 0.8013608288 0.849938411 0.7308390711    0.00   0.00      1.00
188  0.99011719 0.2256650364 0.418920769 0.5470601504    0.00   0.06      0.94
189  0.82937500 0.2464629309 0.161795450 0.2827977189    0.00   0.45      0.55
190  0.61027344 0.5136674277 0.037231532 0.4617987359    0.15   0.39      0.46
191  1.00000000 0.7476069839 0.990191961 0.5249499932    0.00   0.00      1.00
192  0.95968750 0.9530552388 0.028415152 0.6084689186    0.01   0.04      0.95
193  0.95687500 0.7063666065 0.231308196 0.8450059595    0.00   0.14      0.86
194  0.80363281 0.6574015541 0.054818791 0.8042835873    0.02   0.27      0.71
195  1.00000000 0.9326809184 0.678812805 0.1358948094    0.00   0.00      1.00
196  0.95324219 0.3231133875 0.286891927 0.1014534126    0.00   0.14      0.86
197  0.99628906 0.4251146007 0.478955180 0.7687585219    0.00   0.03      0.97
198  0.50453125 0.5324967240 0.000757975 0.2446475842    0.49   0.01      0.50
199  1.00000000 0.7913774122 0.888687445 0.4426467731    0.00   0.00      1.00
200  0.80339844 0.2277198834 0.158022981 0.1028030023    0.02   0.54      0.44
201  1.00000000 0.6889729591 0.797407496 0.4336449285    0.00   0.00      1.00
202  1.00000000 0.3491372862 0.873432178 0.3150738690    0.00   0.00      1.00
203  0.99691406 0.0275272729 0.524228185 0.8494866982    0.00   0.01      0.99
204  0.96414062 0.1257701810 0.320225497 0.7890500261    0.00   0.16      0.84
205  1.00000000 0.3380492711 0.922108899 0.0580968894    0.00   0.00      1.00
206  0.84476562 0.0653575901 0.199842830 0.9249004631    0.00   0.60      0.40
207  0.91769531 0.3420995066 0.232611937 0.4263884174    0.00   0.28      0.72
208  1.00000000 0.9915281935 0.513084395 0.2697177534    0.00   0.00      1.00
209  0.67757813 0.0102507707 0.127990678 0.7380502194    0.01   0.82      0.17
210  1.00000000 0.3778789244 0.984838649 0.4787472663    0.00   0.00      1.00
211  0.81214844 0.6134833014 0.081920275 0.9578993302    0.03   0.29      0.68
212  0.96714844 0.3837793840 0.312948586 0.8146278376    0.00   0.19      0.81
213  0.99808594 0.8656630574 0.409545965 0.1059252063    0.00   0.01      0.99
214  1.00000000 0.8828954599 0.989260171 0.3261606684    0.00   0.00      1.00
215  1.00000000 0.2913586618 0.865843002 0.9278239242    0.00   0.00      1.00
216  1.00000000 0.8689975196 0.591465615 0.1693655795    0.00   0.00      1.00
217  0.99812500 0.9609776430 0.350157869 0.4280107331    0.00   0.00      1.00
218  0.99238281 0.8815325545 0.292422458 0.2855176586    0.00   0.02      0.98
219  0.96703125 0.7633379526 0.244870225 0.7987857945    0.00   0.11      0.89
220  0.99972656 0.0040049287 0.659857009 0.8445355063    0.00   0.00      1.00
221  1.00000000 0.1001696123 0.817525769 0.1650568310    0.00   0.00      1.00
222  0.88660156 0.7320210682 0.125806869 0.0748768176    0.01   0.26      0.73
223  1.00000000 0.3257719933 0.890353071 0.7008441726    0.00   0.00      1.00
224  0.98902344 0.1526597003 0.428167157 0.6119129132    0.00   0.03      0.97
225  0.99996094 0.1744567072 0.792931037 0.0447070771    0.00   0.00      1.00
226  1.00000000 0.6218717517 0.827343187 0.4177958155    0.00   0.00      1.00
227  1.00000000 0.2758616209 0.796618353 0.0191703208    0.00   0.00      1.00
228  0.99750000 0.5468399548 0.477680364 0.9059590136    0.00   0.01      0.99
229  1.00000000 0.9348830448 0.760676474 0.5185005632    0.00   0.00      1.00
230  0.99882812 0.3645304693 0.553835053 0.0527813642    0.00   0.00      1.00
231  1.00000000 0.6300199553 0.893084774 0.9447465523    0.00   0.00      1.00
232  1.00000000 0.4771063325 0.963182668 0.6666493986    0.00   0.00      1.00
233  0.96394531 0.4384508119 0.261732814 0.6935307146    0.00   0.15      0.85
234  0.48636719 0.1350272277 0.060176088 0.1078221062    0.24   0.56      0.20
235  1.00000000 0.4026783281 0.795180982 0.3490496918    0.00   0.00      1.00
236  0.99363281 0.6828661175 0.392087937 0.4544625520    0.00   0.05      0.95
237  0.99308594 0.4559126510 0.412905772 0.8395620491    0.00   0.02      0.98
238  1.00000000 0.8916535701 0.722363651 0.3673348157    0.00   0.00      1.00
239  1.00000000 0.3211898308 0.924297777 0.9891447811    0.00   0.00      1.00
240  0.98687500 0.5856859041 0.353669990 0.6517537886    0.00   0.05      0.95
241  1.00000000 0.8420615252 0.916627291 0.2150947610    0.00   0.00      1.00
242  0.99152344 0.0565248867 0.436343038 0.6147953079    0.00   0.04      0.96
243  0.99117188 0.3922153041 0.426072374 0.9191631475    0.00   0.04      0.96
244  0.99054688 0.8068435106 0.359384955 0.9002421051    0.00   0.02      0.98
245  0.99792969 0.5014685714 0.504534540 0.0654788036    0.00   0.05      0.95
246  1.00000000 0.6493621429 0.809487401 0.5592846167    0.00   0.00      1.00
247  0.61542969 0.5774741694 0.031163074 0.4925725227    0.14   0.34      0.52
248  0.85507813 0.4700281438 0.152092305 0.9858441234    0.00   0.35      0.65
249  0.94582031 0.0861523510 0.301355309 0.5268336113    0.00   0.22      0.78
250  0.95019531 0.6247480472 0.241004332 0.1008356782    0.00   0.18      0.82
251  0.48453125 0.3382690542 0.041813039 0.4800341532    0.20   0.52      0.28
252  0.89406250 0.5053325582 0.151156229 0.5649106635    0.00   0.33      0.67
253  1.00000000 0.6318097445 0.991602135 0.5608388393    0.00   0.00      1.00
254  0.98695312 0.0256245844 0.417336086 0.0844953191    0.00   0.04      0.96
255  0.99820312 0.3433526813 0.527704642 0.8007059968    0.00   0.00      1.00
256  1.00000000 0.8394996186 0.730690856 0.9294742669    0.00   0.00      1.00
257  0.98730469 0.8271062772 0.273289128 0.7758749134    0.00   0.03      0.97
258  1.00000000 0.4794672530 0.998587528 0.9562237810    0.00   0.00      1.00
259  0.93113281 0.1941183503 0.273169241 0.7337108238    0.00   0.28      0.72
260  1.00000000 0.3504599931 0.859988711 0.0841955335    0.00   0.00      1.00
261  0.95722656 0.9011155525 0.072477254 0.0384266966    0.02   0.06      0.92
262  1.00000000 0.8049655103 0.901228611 0.0380174760    0.00   0.00      1.00
263  1.00000000 0.8310169566 0.978899397 0.8212005990    0.00   0.00      1.00
264  0.99992187 0.4050206714 0.626355187 0.5611949156    0.00   0.00      1.00
265  1.00000000 0.8787783612 0.756463112 0.0537194503    0.00   0.00      1.00
266  1.00000000 0.6410409485 0.841335214 0.0310202299    0.00   0.00      1.00
267  0.99992187 0.2563502893 0.710437073 0.8975833515    0.00   0.00      1.00
268  1.00000000 0.4963131398 0.825708891 0.7734257297    0.00   0.00      1.00
