      prop.aneu    prob.meio   prob.mito   dispersal euploid mosaic aneuploid
1    1.00000000 0.6442730103 0.870083437 0.184889001    0.00   0.00      1.00
2    0.98199219 0.5505909321 0.333679909 0.575970784    0.00   0.06      0.94
3    0.99992187 0.2167358315 0.690070941 0.668997271    0.00   0.00      1.00
4    0.99722656 0.9397458183 0.298989855 0.866524295    0.00   0.01      0.99
5    0.99980469 0.9469941931 0.431005709 0.350237201    0.00   0.00      1.00
6    0.99722656 0.0637771862 0.505920405 0.476501514    0.00   0.00      1.00
7    0.99269531 0.7844068583 0.365174447 0.277782571    0.00   0.02      0.98
8    0.95406250 0.6695413485 0.216723385 0.195135187    0.00   0.13      0.87
9    0.99394531 0.3218302377 0.460730440 0.247421381    0.00   0.04      0.96
10   0.99992187 0.3361522469 0.806173398 0.618681480    0.00   0.00      1.00
11   1.00000000 0.1277353240 0.838599289 0.332325302    0.00   0.00      1.00
12   0.94042969 0.0934005748 0.294082555 0.408023207    0.00   0.23      0.77
13   0.99382812 0.1466341722 0.448269649 0.061770233    0.00   0.03      0.97
14   1.00000000 0.9520313225 0.922565272 0.907517557    0.00   0.00      1.00
15   0.99859375 0.6807176813 0.542787330 0.481784882    0.00   0.00      1.00
16   1.00000000 0.3319357834 0.975612160 0.190898507    0.00   0.00      1.00
17   1.00000000 0.9675195932 0.769756309 0.573627310    0.00   0.00      1.00
18   1.00000000 0.5017712812 0.955964515 0.788434427    0.00   0.00      1.00
19   1.00000000 0.7627337524 0.773361744 0.685126703    0.00   0.00      1.00
20   0.99957031 0.9030390193 0.452042484 0.087707544    0.00   0.00      1.00
21   1.00000000 0.9958673778 0.595305666 0.759506307    0.00   0.00      1.00
22   0.96214844 0.1395340802 0.333431373 0.991696261    0.00   0.19      0.81
23   0.92972656 0.1265062592 0.274303695 0.438051212    0.00   0.32      0.68
24   1.00000000 0.0711668986 0.984141104 0.773087565    0.00   0.00      1.00
25   0.90957031 0.1888029228 0.238563277 0.346106879    0.00   0.36      0.64
26   0.71066406 0.1954988295 0.123990989 0.604979088    0.01   0.66      0.33
27   0.99996094 0.9299879447 0.648663789 0.046583880    0.00   0.00      1.00
28   1.00000000 0.1052934334 0.905251226 0.803458126    0.00   0.00      1.00
29   0.99562500 0.3149458240 0.454318041 0.224846635    0.00   0.00      1.00
30   0.99984375 0.0248098492 0.700807577 0.763040072    0.00   0.00      1.00
31   1.00000000 0.9774327695 0.590825408 0.019652207    0.00   0.00      1.00
32   0.99601562 0.5438890292 0.414554132 0.282561623    0.00   0.02      0.98
33   1.00000000 0.4724018225 0.761114487 0.122454860    0.00   0.00      1.00
34   0.99945313 0.2451332936 0.587949895 0.256164802    0.00   0.02      0.98
35   1.00000000 0.2478141519 0.823375925 0.112918511    0.00   0.00      1.00
36   1.00000000 0.9411850311 0.996071176 0.864982249    0.00   0.00      1.00
37   1.00000000 0.0262684417 0.892452695 0.326140923    0.00   0.00      1.00
38   0.96890625 0.0126404262 0.351797380 0.943627033    0.00   0.13      0.87
39   0.99953125 0.5359803997 0.597584955 0.203339860    0.00   0.00      1.00
40   0.98250000 0.8791803620 0.133344271 0.466418841    0.00   0.05      0.95
41   0.81031250 0.2427373154 0.166059384 0.248530960    0.01   0.53      0.46
42   0.85546875 0.7487421718 0.038612538 0.308247461    0.07   0.13      0.80
43   0.98761719 0.7834282552 0.318776617 0.179187242    0.00   0.06      0.94
44   1.00000000 0.9287992734 0.693032345 0.151197974    0.00   0.00      1.00
45   0.80027344 0.0224702503 0.176375330 0.881392943    0.00   0.64      0.36
46   1.00000000 0.3031938060 0.905336970 0.840600556    0.00   0.00      1.00
47   1.00000000 0.6174964956 0.720836547 0.473351307    0.00   0.00      1.00
48   0.99292969 0.3805815806 0.396565043 0.347634292    0.00   0.03      0.97
49   1.00000000 0.6020617525 0.797951061 0.650657970    0.00   0.00      1.00
50   1.00000000 0.3194736340 0.702354440 0.847569439    0.00   0.00      1.00
51   0.98476562 0.0639763710 0.404751703 0.687401228    0.00   0.08      0.92
52   0.99914063 0.3728931788 0.567380573 0.746880546    0.00   0.00      1.00
53   1.00000000 0.5751064543 0.973596816 0.624889379    0.00   0.00      1.00
54   0.99992187 0.5778421420 0.610234794 0.900751457    0.00   0.00      1.00
55   0.78078125 0.4201053977 0.123542425 0.537997374    0.00   0.54      0.46
56   1.00000000 0.4784208897 0.978894443 0.448017488    0.00   0.00      1.00
57   0.93167969 0.2146111322 0.261330572 0.060844764    0.00   0.29      0.71
