      prop.aneu   prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    0.79300781 0.482060094 0.093084374 0.8249458943    0.02   0.39      0.59
2    0.99996094 0.716725160 0.647247602 0.0173522001    0.00   0.00      1.00
3    0.96863281 0.627565848 0.266586029 0.1053437421    0.00   0.08      0.92
4    0.66695313 0.230900557 0.093807784 0.1861776742    0.06   0.60      0.34
5    1.00000000 0.849836014 0.931189533 0.1403303226    0.00   0.00      1.00
6    0.98117188 0.132098126 0.372284029 0.9361526582    0.00   0.10      0.90
7    0.99937500 0.570323494 0.569340003 0.7582204666    0.00   0.01      0.99
8    0.99992187 0.176622071 0.699746062 0.9637209973    0.00   0.00      1.00
9    0.99722656 0.005023448 0.536222629 0.1369608198    0.00   0.00      1.00
10   1.00000000 0.286747090 0.697712255 0.8741991643    0.00   0.00      1.00
11   0.99976562 0.300521988 0.717576150 0.9202740416    0.00   0.00      1.00
12   0.91171875 0.127350480 0.245871868 0.3970600583    0.00   0.36      0.64
13   0.94960937 0.645338480 0.206190288 0.0241334317    0.00   0.10      0.90
14   1.00000000 0.591707676 0.797825374 0.6764416441    0.00   0.00      1.00
15   0.60703125 0.124085808 0.089768881 0.0435716670    0.13   0.57      0.30
16   0.98226563 0.042537117 0.398297083 0.7557641133    0.00   0.15      0.85
17   1.00000000 0.589541590 0.748542190 0.5495065874    0.00   0.00      1.00
18   0.92660156 0.377699993 0.232565299 0.5753841165    0.00   0.25      0.75
19   1.00000000 0.335999561 0.819870605 0.4075707956    0.00   0.00      1.00
20   1.00000000 0.310831436 0.792397542 0.3457661520    0.00   0.00      1.00
21   1.00000000 0.700433864 0.712664272 0.0887566248    0.00   0.00      1.00
22   1.00000000 0.671204979 0.721386027 0.5767704512    0.00   0.00      1.00
23   0.99996094 0.859786344 0.700309094 0.0487309147    0.00   0.00      1.00
24   1.00000000 0.881277852 0.799908340 0.9728926872    0.00   0.00      1.00
25   0.91074219 0.622307690 0.170390818 0.3732282938    0.00   0.28      0.72
26   0.96246094 0.826910793 0.134560327 0.2094557714    0.00   0.09      0.91
27   0.83878906 0.201692426 0.181244623 0.5300772525    0.00   0.51      0.49
28   1.00000000 0.274025031 0.854076342 0.2519878838    0.00   0.00      1.00
29   0.69238281 0.701998424 0.010034888 0.5634873267    0.28   0.04      0.68
30   0.99953125 0.894768522 0.401629937 0.9001272209    0.00   0.00      1.00
31   0.99988281 0.770760347 0.615530214 0.9750137818    0.00   0.00      1.00
32   0.99195312 0.646780517 0.354720558 0.3835014617    0.00   0.05      0.95
33   0.99867187 0.664237916 0.498729334 0.8392976655    0.00   0.00      1.00
34   1.00000000 0.865679409 0.758928510 0.9201564158    0.00   0.00      1.00
35   1.00000000 0.121304287 0.717523034 0.8334511134    0.00   0.00      1.00
36   0.91000000 0.849752117 0.020226165 0.6195866636    0.04   0.07      0.89
37   0.99457031 0.833654998 0.315660864 0.0982669683    0.00   0.03      0.97
38   0.86503906 0.247449931 0.194470213 0.3952249817    0.00   0.45      0.55
39   0.99226563 0.750519065 0.333548029 0.9889621763    0.00   0.07      0.93
40   0.99910156 0.820599485 0.490408279 0.7532362358    0.00   0.02      0.98
41   0.98359375 0.642495058 0.302128199 0.2523954101    0.00   0.04      0.96
42   1.00000000 0.792991854 0.701657392 0.8728540663    0.00   0.00      1.00
43   0.99746094 0.920743996 0.424685719 0.0599576805    0.00   0.03      0.97
44   0.99386719 0.042396833 0.443827309 0.8010225503    0.00   0.05      0.95
45   0.99710937 0.529715189 0.444643653 0.5453476827    0.00   0.00      1.00
46   1.00000000 0.665826505 0.931670407 0.6456480110    0.00   0.00      1.00
47   1.00000000 0.018645965 0.831843080 0.2796167284    0.00   0.00      1.00
48   1.00000000 0.273998816 0.824149591 0.4786966946    0.00   0.00      1.00
49   0.99445313 0.014648028 0.459492782 0.1613941772    0.00   0.04      0.96
50   1.00000000 0.313679549 0.876433650 0.2839662521    0.00   0.00      1.00
51   0.94074219 0.315352779 0.272336750 0.7979770049    0.00   0.18      0.82
52   0.93082031 0.805616910 0.101637028 0.0161907102    0.05   0.06      0.89
53   0.97832031 0.505567862 0.330537687 0.2576894301    0.00   0.11      0.89
54   0.99414062 0.609219108 0.404771165 0.5090091163    0.00   0.03      0.97
55   1.00000000 0.468058292 0.965700815 0.1137907412    0.00   0.00      1.00
56   1.00000000 0.701955239 0.954447999 0.0316299656    0.00   0.00      1.00
57   0.88386719 0.468401692 0.172869647 0.1191278992    0.01   0.33      0.66
58   1.00000000 0.201668611 0.865926245 0.1463446238    0.00   0.00      1.00
59   0.97941406 0.064092329 0.380288224 0.6874927401    0.00   0.09      0.91
60   1.00000000 0.443545591 0.685692661 0.9908480563    0.00   0.00      1.00
61   0.97183594 0.339759283 0.305393825 0.7469548571    0.00   0.09      0.91
