      prop.aneu   prob.meio    prob.mito   dispersal euploid mosaic aneuploid
1    0.99613281 0.895205301 0.3390806217 0.390055584    0.00   0.02      0.98
2    1.00000000 0.169345787 0.7990142473 0.837940175    0.00   0.00      1.00
3    1.00000000 0.943063943 0.9547704183 0.133063450    0.00   0.00      1.00
4    0.98238281 0.650140706 0.3534297890 0.251348747    0.00   0.11      0.89
5    0.97675781 0.941872042 0.0223509807 0.603464636    0.01   0.02      0.97
6    0.56371094 0.050775292 0.0967750994 0.698014023    0.04   0.87      0.09
7    0.99128906 0.157343285 0.4372099503 0.804381149    0.00   0.06      0.94
8    0.97425781 0.102034927 0.3508051499 0.087858960    0.00   0.12      0.88
9    1.00000000 0.570505888 0.6955595887 0.917012896    0.00   0.00      1.00
10   0.85750000 0.196469187 0.1958483234 0.267265736    0.00   0.47      0.53
11   1.00000000 0.962116956 0.7817037152 0.047790601    0.00   0.00      1.00
12   1.00000000 0.882158546 0.6419647832 0.910798575    0.00   0.00      1.00
13   0.77382812 0.178021509 0.1348796529 0.182454904    0.01   0.52      0.47
14   1.00000000 0.944815926 0.8469489808 0.131653744    0.00   0.00      1.00
15   0.96437500 0.207916656 0.3296201972 0.550566300    0.00   0.12      0.88
16   1.00000000 0.139926503 0.8869134577 0.241649054    0.00   0.00      1.00
17   1.00000000 0.210185824 0.7998147944 0.421755787    0.00   0.00      1.00
18   0.80718750 0.623561329 0.0568544492 0.374547382    0.03   0.28      0.69
19   0.99730469 0.932150113 0.2874849665 0.506214193    0.00   0.01      0.99
20   1.00000000 0.674061544 0.7509592709 0.335533627    0.00   0.00      1.00
21   0.98746094 0.084762455 0.4060259059 0.649051948    0.00   0.03      0.97
22   0.99921875 0.145018195 0.5758638557 0.676108325    0.00   0.01      0.99
23   1.00000000 0.295794937 0.9666298199 0.284065711    0.00   0.00      1.00
24   0.94472656 0.343759792 0.2737605495 0.901442645    0.00   0.16      0.84
25   1.00000000 0.338894122 0.8950135547 0.422048320    0.00   0.00      1.00
26   0.97746094 0.697455940 0.2515508025 0.925858975    0.00   0.10      0.90
27   0.93003906 0.385029566 0.2507897699 0.504597176    0.00   0.24      0.76
28   1.00000000 0.653574389 0.8877040609 0.720488411    0.00   0.00      1.00
29   0.30410156 0.079292033 0.0329899469 0.404255294    0.36   0.54      0.10
30   0.97617188 0.014872771 0.3686220844 0.931575668    0.00   0.11      0.89
31   0.99765625 0.007590070 0.5390902823 0.891825159    0.00   0.01      0.99
32   0.99792969 0.482578261 0.4829055883 0.746037398    0.00   0.02      0.98
