     prop.aneu   prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    0.9994922 0.319617112 0.589574836 0.2033693867    0.00   0.00      1.00
2    0.9999609 0.078953599 0.758661560 0.6200286341    0.00   0.00      1.00
3    0.7748438 0.711387903 0.055800219 0.0899300575    0.12   0.22      0.66
4    0.9969922 0.164288041 0.527558936 0.1960797098    0.00   0.02      0.98
5    1.0000000 0.682131316 0.835523655 0.9889183608    0.00   0.00      1.00
6    0.9457813 0.695200754 0.196529882 0.9119445903    0.00   0.19      0.81
7    0.6579687 0.308516718 0.090544091 0.2774424208    0.09   0.55      0.36
8    1.0000000 0.359480316 0.717792338 0.8810021812    0.00   0.00      1.00
9    0.9958984 0.599113832 0.432981596 0.1624997507    0.00   0.02      0.98
10   1.0000000 0.987931360 0.119024345 0.7825738892    0.00   0.00      1.00
11   0.9998828 0.958225574 0.449953051 0.1928395513    0.00   0.00      1.00
12   1.0000000 0.331460658 0.770300833 0.0691827829    0.00   0.00      1.00
13   1.0000000 0.903251576 0.845899839 0.8775597166    0.00   0.00      1.00
14   1.0000000 0.350445726 0.702242938 0.2446547905    0.00   0.00      1.00
15   0.6272656 0.104673833 0.106570381 0.3996683198    0.05   0.75      0.20
16   0.8838281 0.316100406 0.194008596 0.1726271238    0.00   0.37      0.63
17   0.5828516 0.566886651 0.014744280 0.8987962729    0.30   0.18      0.52
18   0.8223438 0.355814400 0.162987492 0.9785334538    0.00   0.52      0.48
19   0.9984766 0.345292763 0.529636328 0.8955315338    0.00   0.01      0.99
20   0.9918359 0.516553733 0.408793473 0.1630050363    0.00   0.09      0.91
21   0.9890625 0.615102588 0.347640251 0.5701266378    0.00   0.04      0.96
22   0.9959375 0.545382966 0.433907157 0.3120088934    0.00   0.03      0.97
23   1.0000000 0.646608094 0.994377080 0.5470206027    0.00   0.00      1.00
24   0.9982031 0.852323206 0.421139740 0.6373785415    0.00   0.01      0.99
25   0.9530469 0.264021344 0.319683428 0.1492131853    0.00   0.09      0.91
26   0.8522266 0.640746809 0.107957080 0.5938603885    0.00   0.33      0.67
27   0.9523047 0.674710972 0.210468956 0.0848752582    0.01   0.16      0.83
28   0.9157812 0.502048978 0.211941075 0.0165005729    0.02   0.19      0.79
29   0.9998828 0.954517680 0.556020040 0.0245503180    0.00   0.00      1.00
30   1.0000000 0.429222579 0.943358889 0.7098275702    0.00   0.00      1.00
31   0.9999609 0.369421996 0.712535831 0.6101798213    0.00   0.00      1.00
32   0.9979297 0.468135284 0.515483642 0.5261205495    0.00   0.00      1.00
33   0.9891016 0.076093201 0.410376392 0.5997163903    0.00   0.07      0.93
34   0.8213281 0.018112612 0.188868806 0.7329523391    0.00   0.56      0.44
35   1.0000000 0.864872021 0.984870750 0.5987101002    0.00   0.00      1.00
36   0.9619922 0.229944603 0.318156454 0.0281657833    0.00   0.18      0.82
37   0.9144141 0.427099963 0.214849168 0.0905922113    0.01   0.26      0.73
38   0.9993359 0.522329290 0.501841915 0.5021692647    0.00   0.01      0.99
39   1.0000000 0.233711856 0.734527547 0.8765217690    0.00   0.00      1.00
40   1.0000000 0.538880383 0.755794331 0.8974300420    0.00   0.00      1.00
41   1.0000000 0.166623644 0.722697585 0.3492666814    0.00   0.00      1.00
42   0.8243359 0.092694952 0.183718456 0.5527909619    0.00   0.54      0.46
43   0.8395312 0.624740343 0.133033271 0.4394881250    0.00   0.37      0.63
