      prop.aneu    prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    0.99929687 3.988738e-01 0.5539245370 0.2325213866    0.00   0.00      1.00
2    0.99843750 8.545357e-01 0.4745193792 0.9079761393    0.00   0.01      0.99
3    1.00000000 1.661187e-01 0.8654772502 0.6808700920    0.00   0.00      1.00
4    0.96085937 9.272418e-01 0.0864388298 0.0913236593    0.02   0.05      0.93
5    0.92363281 6.464661e-01 0.1518696102 0.5702780229    0.00   0.24      0.76
6    0.99265625 8.523322e-01 0.3527067963 0.8892365901    0.00   0.01      0.99
7    1.00000000 3.338613e-01 0.8783847247 0.0899983763    0.00   0.00      1.00
8    1.00000000 9.770414e-01 0.7442609682 0.7588994554    0.00   0.00      1.00
9    1.00000000 7.066009e-01 0.7821331776 0.4933361530    0.00   0.00      1.00
10   1.00000000 1.363982e-01 0.9626626500 0.1921170028    0.00   0.00      1.00
11   0.99285156 4.185670e-01 0.4468235499 0.5878842555    0.00   0.04      0.96
12   0.40160156 2.805118e-01 0.0205601470 0.4379693919    0.40   0.31      0.29
13   0.99851563 5.733096e-01 0.4847161034 0.4894125962    0.00   0.03      0.97
14   0.99988281 6.852571e-01 0.6526852602 0.8472580211    0.00   0.00      1.00
15   0.96679688 6.895676e-01 0.2594740384 0.9195281605    0.00   0.13      0.87
16   0.99804688 2.560140e-01 0.5213311503 0.2356270573    0.00   0.00      1.00
17   0.86023437 3.206292e-01 0.1958501833 0.0982660553    0.01   0.36      0.63
18   0.54457031 2.932886e-01 0.0637752269 0.4598517872    0.08   0.67      0.25
19   1.00000000 1.393817e-02 0.9793832425 0.9707538851    0.00   0.00      1.00
20   0.99777344 5.338461e-01 0.5177039467 0.3899026916    0.00   0.01      0.99
21   1.00000000 2.608157e-01 0.7853473618 0.4819982240    0.00   0.00      1.00
22   1.00000000 7.312019e-01 0.8967682605 0.5467963137    0.00   0.00      1.00
23   1.00000000 6.095175e-01 0.9917506306 0.0499064417    0.00   0.00      1.00
24   0.98269531 8.089970e-01 0.2493688837 0.7887537063    0.00   0.04      0.96
25   0.86972656 2.352128e-01 0.1836665873 0.2123093985    0.01   0.42      0.57
26   1.00000000 7.298014e-01 0.8837704584 0.9457969030    0.00   0.00      1.00
27   1.00000000 7.695948e-01 0.5137868444 0.8496127867    0.00   0.00      1.00
28   1.00000000 8.959096e-02 0.7845334737 0.5383636104    0.00   0.00      1.00
29   0.92132813 3.624330e-01 0.2270019455 0.5976985772    0.00   0.29      0.71
30   1.00000000 7.404345e-01 0.7938411306 0.5882012614    0.00   0.00      1.00
