      prop.aneu   prob.meio   prob.mito    dispersal euploid mosaic aneuploid
1    1.00000000 0.454736689 0.850735109 0.6643183222    0.00   0.00      1.00
2    1.00000000 0.600124927 0.914905868 0.4396549060    0.00   0.00      1.00
3    1.00000000 0.892770577 0.985741328 0.3754096562    0.00   0.00      1.00
4    0.99167969 0.537227309 0.407937127 0.4835845588    0.00   0.05      0.95
5    0.61761719 0.393409132 0.046901265 0.7114644086    0.09   0.50      0.41
6    0.99832031 0.973394270 0.148409637 0.5112472698    0.00   0.00      1.00
7    0.98886719 0.877249721 0.171868804 0.7612662229    0.00   0.03      0.97
8    0.99937500 0.956392200 0.366638673 0.4337814772    0.00   0.00      1.00
9    1.00000000 0.698291251 0.827370399 0.8784113200    0.00   0.00      1.00
10   0.99753906 0.277998678 0.495773094 0.4188163872    0.00   0.01      0.99
11   0.63640625 0.609139748 0.020138413 0.1218720614    0.28   0.14      0.58
12   0.99847656 0.481800975 0.515632452 0.5393517590    0.00   0.01      0.99
13   1.00000000 0.039299277 0.849268904 0.1434895725    0.00   0.00      1.00
14   0.99968750 0.204235654 0.632971565 0.6131745847    0.00   0.00      1.00
15   0.98687500 0.145224072 0.405554307 0.6978077162    0.00   0.08      0.92
16   1.00000000 0.717106916 0.927841718 0.8460339964    0.00   0.00      1.00
17   0.98988281 0.434825388 0.408838250 0.7848459086    0.00   0.02      0.98
18   1.00000000 0.769226075 0.988965072 0.7030737225    0.00   0.00      1.00
19   1.00000000 0.152006414 0.780854259 0.0569864165    0.00   0.00      1.00
20   0.98996094 0.272041540 0.425550717 0.8338925818    0.00   0.06      0.94
21   0.36277344 0.282488096 0.019145976 0.2669564865    0.45   0.28      0.27
22   0.90828125 0.759822974 0.057584889 0.0158723770    0.07   0.07      0.86
23   0.75082031 0.057301637 0.149769261 0.8157358479    0.00   0.68      0.32
24   0.98562500 0.939572272 0.195446875 0.3313169491    0.00   0.03      0.97
25   0.94945313 0.293322994 0.276478298 0.7548494965    0.00   0.19      0.81
26   0.99914063 0.415852386 0.567052839 0.1873583326    0.00   0.01      0.99
27   0.86707031 0.467960846 0.162222467 0.2405310723    0.00   0.37      0.63
28   0.87304688 0.475072390 0.164140402 0.0212701270    0.03   0.29      0.68
29   0.99867187 0.922282967 0.413429579 0.1989036321    0.00   0.00      1.00
30   0.99433594 0.094289708 0.455851289 0.5356457802    0.00   0.04      0.96
31   0.95554688 0.510089505 0.255207196 0.3068011526    0.00   0.18      0.82
32   1.00000000 0.458274697 0.811029273 0.9772593563    0.00   0.00      1.00
33   1.00000000 0.763742802 0.953748580 0.3862799015    0.00   0.00      1.00
34   0.55226562 0.499328316 0.014268957 0.1518270052    0.37   0.13      0.50
35   0.94226562 0.702445945 0.172396061 0.0533425943    0.01   0.18      0.81
36   0.97980469 0.952345306 0.056621264 0.5157808617    0.00   0.03      0.97
37   0.99996094 0.035547162 0.810868069 0.1853805955    0.00   0.00      1.00
38   0.95140625 0.017691266 0.326149685 0.1826962703    0.00   0.21      0.79
39   0.99656250 0.577549036 0.439813087 0.4870543452    0.00   0.00      1.00
40   0.86929687 0.285393982 0.201038728 0.5063867921    0.00   0.46      0.54
41   1.00000000 0.768172740 0.745808319 0.4744412042    0.00   0.00      1.00
42   0.95648438 0.283835553 0.303309102 0.5613747363    0.00   0.16      0.84
43   0.87421875 0.153606386 0.214668590 0.9621852997    0.00   0.43      0.57
44   0.99785156 0.354420547 0.506421709 0.2162663385    0.00   0.02      0.98
45   0.91152344 0.067044771 0.233408533 0.9470492378    0.00   0.26      0.74
46   1.00000000 0.279495052 0.748655941 0.2500381113    0.00   0.00      1.00
47   1.00000000 0.697889500 0.794458177 0.5935377378    0.00   0.00      1.00
48   0.92382812 0.237082470 0.254459295 0.9818021185    0.00   0.25      0.75
49   0.99949219 0.136168626 0.633752070 0.9814961327    0.00   0.01      0.99
50   1.00000000 0.663655456 0.647786007 0.0982702160    0.00   0.00      1.00
51   1.00000000 0.583393505 0.837926337 0.7957610593    0.00   0.00      1.00
52   1.00000000 0.516083851 0.755264679 0.4822417628    0.00   0.00      1.00
53   0.99878906 0.850992421 0.439084442 0.2875214452    0.00   0.00      1.00
54   0.21292969 0.106593557 0.019416490 0.2734987237    0.46   0.44      0.10
55   1.00000000 0.518489258 0.887131589 0.4436180198    0.00   0.00      1.00
56   1.00000000 0.609443842 0.834058431 0.0932926435    0.00   0.00      1.00
57   0.99984375 0.138606615 0.629362618 0.8069777847    0.00   0.00      1.00
58   1.00000000 0.702423094 0.811686681 0.3038704963    0.00   0.00      1.00
