      prop.aneu    prob.meio    prob.mito    dispersal euploid mosaic aneuploid
1    1.00000000 0.9492761276 0.9351989680 0.4591178852    0.00   0.00      1.00
2    0.70769531 0.1618347366 0.1316206714 0.8039360165    0.01   0.70      0.29
3    0.91890625 0.5235981676 0.1984719906 0.7365809907    0.00   0.27      0.73
4    0.81406250 0.0081024251 0.1864354720 0.2882005970    0.00   0.60      0.40
5    0.97644531 0.2396933064 0.3705618025 0.8574493241    0.00   0.09      0.91
6    1.00000000 0.9806220299 0.6510837451 0.4353170525    0.00   0.00      1.00
7    0.99617188 0.8899692416 0.3479682137 0.1196513469    0.00   0.02      0.98
8    0.99957031 0.4912236570 0.5535182734 0.0249657540    0.00   0.01      0.99
9    1.00000000 0.9820030034 0.5043875724 0.1701805100    0.00   0.00      1.00
10   1.00000000 0.4634975106 0.9392376081 0.5253102849    0.00   0.00      1.00
11   1.00000000 0.5122519033 0.8993004204 0.3179987187    0.00   0.00      1.00
12   0.29953125 0.0467850417 0.0375338355 0.8445052784    0.24   0.72      0.04
13   1.00000000 0.6863883634 0.7563951178 0.9397277546    0.00   0.00      1.00
14   1.00000000 0.1497902728 0.9344654237 0.8253442133    0.00   0.00      1.00
15   1.00000000 0.0949956530 0.8337778139 0.9130714650    0.00   0.00      1.00
16   0.78082031 0.0202401208 0.1799819199 0.0177964976    0.03   0.48      0.49
17   0.87234375 0.5354488518 0.1404071711 0.8024155556    0.00   0.30      0.70
18   0.99984375 0.9043271460 0.4746734723 0.5825327907    0.00   0.00      1.00
19   0.44246094 0.1584031312 0.0512119234 0.6510816363    0.14   0.70      0.16
20   1.00000000 0.5877249788 0.7445391568 0.5967861635    0.00   0.00      1.00
21   0.94898437 0.8862250873 0.1403373331 0.7581879639    0.00   0.14      0.86
22   0.96773438 0.7314855137 0.2273639515 0.0706225494    0.00   0.12      0.88
23   0.98164063 0.2551938687 0.3569377565 0.1612767419    0.00   0.12      0.88
24   0.99957031 0.8299256708 0.5149526363 0.2376393443    0.00   0.01      0.99
25   1.00000000 0.6840666018 0.7136858960 0.7657006569    0.00   0.00      1.00
26   0.99722656 0.3369472879 0.5013035024 0.8378738523    0.00   0.00      1.00
27   0.95707031 0.3232453768 0.2902632132 0.1959198914    0.00   0.17      0.83
28   1.00000000 0.7394429813 0.7851959202 0.1710995631    0.00   0.00      1.00
29   1.00000000 0.4917517710 0.8095831790 0.4114282874    0.00   0.00      1.00
30   0.99992187 0.1816166211 0.6466187553 0.4945009185    0.00   0.00      1.00
31   0.96621094 0.9317285803 0.0542565228 0.4528648271    0.01   0.04      0.95
32   0.99992187 0.2458057813 0.6251089075 0.7440219717    0.00   0.00      1.00
33   0.80101563 0.2777533659 0.1585201193 0.6056566243    0.00   0.59      0.41
34   0.99351563 0.6111460256 0.3716398187 0.8195473494    0.00   0.03      0.97
35   1.00000000 0.1870798410 0.9436285831 0.8327115721    0.00   0.00      1.00
36   1.00000000 0.0203572020 0.7382083831 0.5924556341    0.00   0.00      1.00
37   0.97917969 0.1242633068 0.3936377957 0.7761114105    0.00   0.09      0.91
38   1.00000000 0.9001523978 0.7266138662 0.1048913805    0.00   0.00      1.00
39   0.43089844 0.3086381967 0.0269574211 0.0054416158    0.45   0.23      0.32
40   1.00000000 0.0466771100 0.9503227954 0.9073559497    0.00   0.00      1.00
41   1.00000000 0.9692333220 0.6798987882 0.4881370219    0.00   0.00      1.00
42   1.00000000 0.3113696196 0.8937645680 0.6771992736    0.00   0.00      1.00
43   1.00000000 0.5339764883 0.7052481789 0.3272102477    0.00   0.00      1.00
44   0.92390625 0.2697480537 0.2272757930 0.3627939015    0.00   0.25      0.75
45   0.75410156 0.3259623772 0.1056032865 0.9889629483    0.01   0.53      0.46
46   0.87742188 0.6319763889 0.1515791505 0.7695546255    0.00   0.32      0.68
47   0.92855469 0.3891288422 0.2371327435 0.5569153302    0.00   0.22      0.78
48   1.00000000 0.0062782736 0.8764371672 0.5050502438    0.00   0.00      1.00
49   0.92144531 0.6329793464 0.1652428750 0.5697916048    0.00   0.25      0.75
50   1.00000000 0.6542963616 0.8581894666 0.2201097875    0.00   0.00      1.00
51   0.99765625 0.7940392604 0.4335162903 0.4404433237    0.00   0.01      0.99
52   0.99742188 0.3497530667 0.4778032096 0.5220250573    0.00   0.00      1.00
53   1.00000000 0.8974880548 0.9123434704 0.4923677444    0.00   0.00      1.00
54   0.61332031 0.1253366992 0.0855436334 0.0797715848    0.20   0.54      0.26
55   0.99425781 0.9879709298 0.1612597664 0.4347632385    0.00   0.02      0.98
56   0.93332031 0.9247446728 0.0520814885 0.3063362211    0.01   0.11      0.88
57   0.99953125 0.5713810248 0.5870368595 0.3720762203    0.00   0.01      0.99
58   1.00000000 0.9376074178 0.9496777772 0.7959545960    0.00   0.00      1.00
