     prop.aneu    prob.meio    prob.mito   dispersal euploid mosaic aneuploid
1    1.0000000 0.7696705214 9.975453e-01 0.521194280    0.00   0.00      1.00
2    0.9974609 0.9903058459 1.218197e-01 0.773334421    0.00   0.01      0.99
3    0.9391797 0.8958174519 6.102060e-02 0.046041594    0.03   0.07      0.90
4    0.5695313 0.4640586791 1.429749e-02 0.702564247    0.32   0.17      0.51
5    0.9962109 0.1759114433 4.682834e-01 0.875849906    0.00   0.02      0.98
6    0.9969531 0.1720176712 5.140337e-01 0.045695981    0.00   0.00      1.00
7    1.0000000 0.9308188034 5.885871e-01 0.321199120    0.00   0.00      1.00
8    0.9994141 0.1752874504 5.726913e-01 0.534439699    0.00   0.00      1.00
9    0.9660937 0.4941769752 2.883026e-01 0.568054367    0.00   0.14      0.86
10   0.5920703 0.1861262198 8.228348e-02 0.773703201    0.05   0.69      0.26
11   0.7649609 0.3116279759 1.217424e-01 0.549576134    0.00   0.50      0.50
12   0.9999219 0.8202318489 6.471440e-01 0.938821865    0.00   0.00      1.00
13   1.0000000 0.7766474760 6.748768e-01 0.849090966    0.00   0.00      1.00
14   0.9490625 0.8587977092 1.600922e-01 0.359221405    0.00   0.16      0.84
15   0.9991016 0.2801634262 5.617053e-01 0.074649964    0.00   0.01      0.99
16   0.9987891 0.8340020929 4.561801e-01 0.356485835    0.00   0.02      0.98
17   1.0000000 0.4025975168 9.432367e-01 0.280427165    0.00   0.00      1.00
18   1.0000000 0.2417809993 9.341891e-01 0.077222710    0.00   0.00      1.00
19   1.0000000 0.4994327091 8.274262e-01 0.243823970    0.00   0.00      1.00
20   0.5543750 0.2787492571 4.065351e-02 0.829723678    0.16   0.44      0.40
21   0.9937891 0.0378280203 4.926103e-01 0.580571230    0.00   0.04      0.96
22   0.9996484 0.5158771884 6.221304e-01 0.038694805    0.00   0.00      1.00
23   1.0000000 0.8342393076 8.917792e-01 0.247129148    0.00   0.00      1.00
24   0.6657812 0.3892678563 7.144695e-02 0.365294021    0.06   0.50      0.44
25   0.4002344 0.1261238861 4.665431e-02 0.031876766    0.40   0.45      0.15
26   0.9981250 0.4223613534 4.993727e-01 0.858715667    0.00   0.01      0.99
27   0.1127344 0.0025846553 1.225936e-02 0.764322886    0.69   0.30      0.01
28   1.0000000 0.1880688360 8.606252e-01 0.175857724    0.00   0.00      1.00
29   0.9999609 0.0267889849 6.876798e-01 0.003454637    0.00   0.00      1.00
30   0.9783203 0.0919954609 3.863837e-01 0.325145396    0.00   0.04      0.96
31   0.9995312 0.9297685311 4.387144e-01 0.234463282    0.00   0.01      0.99
32   0.9989062 0.6553745251 5.471877e-01 0.616221912    0.00   0.00      1.00
33   1.0000000 0.7938661226 9.525444e-01 0.319328385    0.00   0.00      1.00
34   0.9996094 0.7782511758 5.596734e-01 0.281858861    0.00   0.00      1.00
35   1.0000000 0.7088067329 8.706252e-01 0.755715980    0.00   0.00      1.00
36   1.0000000 0.0840843807 8.301074e-01 0.652208108    0.00   0.00      1.00
37   0.9498828 0.3342434582 2.651290e-01 0.058474147    0.00   0.17      0.83
38   0.7367187 0.3593572562 1.115882e-01 0.994388518    0.00   0.57      0.43
39   1.0000000 0.7136825491 9.673596e-01 0.901964537    0.00   0.00      1.00
40   1.0000000 0.3507282003 8.675329e-01 0.556591395    0.00   0.00      1.00
41   0.9807813 0.4540250252 3.512976e-01 0.198405321    0.00   0.07      0.93
42   0.9991406 0.0197419384 6.075636e-01 0.792110404    0.00   0.00      1.00
43   0.7582813 0.3927102222 1.094273e-01 0.336731319    0.03   0.52      0.45
44   0.9867969 0.2747712182 3.943149e-01 0.808805459    0.00   0.07      0.93
45   0.9994922 0.4995399986 5.345924e-01 0.673763106    0.00   0.00      1.00
46   1.0000000 0.9335386090 9.573366e-01 0.069425451    0.00   0.00      1.00
47   1.0000000 0.6320459603 8.416905e-01 0.433914903    0.00   0.00      1.00
48   0.9998828 0.3857648252 6.858677e-01 0.866048167    0.00   0.00      1.00
